"data","iter","PS_rules","Opt_rules","abl_model","NA"
"auto",1,"0","-1","no_abl",NA
"auto",1,"0","-1","abl_conf",NA
"auto",1,"0","-1","abl_supp",NA
"auto",1,"0","-1","abl_length",NA
"auto",1,"0","-1","abl_mod",NA
"auto",1,"0","0","abl_acc",NA
"auto",1,"0","1","abl_min_cov",NA
"auto",1,"0","-1","abl_max_cov",NA
"auto",1,"0","-1","abl_overlap",NA
"auto",1,"0","-1","abl_preselect",NA
"auto",2,"0","1","no_abl",NA
"auto",2,"0","-2","abl_conf",NA
"auto",2,"0","1","abl_supp",NA
"auto",2,"0","1","abl_length",NA
"auto",2,"0","1","abl_mod",NA
"auto",2,"0","3","abl_acc",NA
"auto",2,"0","1","abl_min_cov",NA
"auto",2,"0","1","abl_max_cov",NA
"auto",2,"0","1","abl_overlap",NA
"auto",2,"0","-1","abl_preselect",NA
"auto",3,"0","-1","no_abl",NA
"auto",3,"0","-1","abl_conf",NA
"auto",3,"0","-1","abl_supp",NA
"auto",3,"0","-1","abl_length",NA
"auto",3,"0","-1","abl_mod",NA
"auto",3,"0","0","abl_acc",NA
"auto",3,"0","1","abl_min_cov",NA
"auto",3,"0","-1","abl_max_cov",NA
"auto",3,"0","-1","abl_overlap",NA
"auto",3,"0","0","abl_preselect",NA
"auto",4,"0","1","no_abl",NA
"auto",4,"0","1","abl_conf",NA
"auto",4,"0","1","abl_supp",NA
"auto",4,"0","1","abl_length",NA
"auto",4,"0","1","abl_mod",NA
"auto",4,"0","0","abl_acc",NA
"auto",4,"0","1","abl_min_cov",NA
"auto",4,"0","1","abl_max_cov",NA
"auto",4,"0","1","abl_overlap",NA
"auto",4,"0","1","abl_preselect",NA
"auto",5,"0","-1","no_abl",NA
"auto",5,"0","2","abl_conf",NA
"auto",5,"0","-1","abl_supp",NA
"auto",5,"0","-1","abl_length",NA
"auto",5,"0","-1","abl_mod",NA
"auto",5,"0","1","abl_acc",NA
"auto",5,"0","1","abl_min_cov",NA
"auto",5,"0","-1","abl_max_cov",NA
"auto",5,"0","-1","abl_overlap",NA
"auto",5,"0","3","abl_preselect",NA
"auto",6,"0","-1","no_abl",NA
"auto",6,"0","-1","abl_conf",NA
"auto",6,"0","-1","abl_supp",NA
"auto",6,"0","-1","abl_length",NA
"auto",6,"0","-1","abl_mod",NA
"auto",6,"0","0","abl_acc",NA
"auto",6,"0","0","abl_min_cov",NA
"auto",6,"0","-1","abl_max_cov",NA
"auto",6,"0","-1","abl_overlap",NA
"auto",6,"0","-1","abl_preselect",NA
"auto",7,"0","-1","no_abl",NA
"auto",7,"0","-1","abl_conf",NA
"auto",7,"0","1","abl_supp",NA
"auto",7,"0","-1","abl_length",NA
"auto",7,"0","-1","abl_mod",NA
"auto",7,"0","0","abl_acc",NA
"auto",7,"0","1","abl_min_cov",NA
"auto",7,"0","-1","abl_max_cov",NA
"auto",7,"0","-1","abl_overlap",NA
"auto",7,"0","-1","abl_preselect",NA
"auto",8,"0","1","no_abl",NA
"auto",8,"0","0","abl_conf",NA
"auto",8,"0","0","abl_supp",NA
"auto",8,"0","1","abl_length",NA
"auto",8,"0","1","abl_mod",NA
"auto",8,"0","-1","abl_acc",NA
"auto",8,"0","1","abl_min_cov",NA
"auto",8,"0","1","abl_max_cov",NA
"auto",8,"0","1","abl_overlap",NA
"auto",8,"0","0","abl_preselect",NA
"auto",9,"0","1","no_abl",NA
"auto",9,"0","1","abl_conf",NA
"auto",9,"0","1","abl_supp",NA
"auto",9,"0","-1","abl_length",NA
"auto",9,"0","1","abl_mod",NA
"auto",9,"0","-1","abl_acc",NA
"auto",9,"0","1","abl_min_cov",NA
"auto",9,"0","-1","abl_max_cov",NA
"auto",9,"0","1","abl_overlap",NA
"auto",9,"0","1","abl_preselect",NA
"auto",10,"0","1","no_abl",NA
"auto",10,"0","1","abl_conf",NA
"auto",10,"0","0","abl_supp",NA
"auto",10,"0","1","abl_length",NA
"auto",10,"0","1","abl_mod",NA
"auto",10,"0","-1","abl_acc",NA
"auto",10,"0","0","abl_min_cov",NA
"auto",10,"0","1","abl_max_cov",NA
"auto",10,"0","1","abl_overlap",NA
"auto",10,"0","1","abl_preselect",NA
