"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"newthyroid",1,100,1328,324,5,5,"no_abl"
"newthyroid",1,100,1328,324,5,5,"abl_conf"
"newthyroid",1,100,1328,324,5,5,"abl_supp"
"newthyroid",1,100,1328,324,5,5,"abl_length"
"newthyroid",1,100,1328,324,5,5,"abl_mod"
"newthyroid",1,100,1328,324,4,3,"abl_acc"
"newthyroid",1,100,1328,324,1,1,"abl_min_cov"
"newthyroid",1,100,1328,324,5,5,"abl_max_cov"
"newthyroid",1,100,1328,324,5,5,"abl_overlap"
"newthyroid",1,100,1328,1113,5,5,"abl_preselect"
"newthyroid",2,100,1320,276,6,6,"no_abl"
"newthyroid",2,100,1320,276,6,6,"abl_conf"
"newthyroid",2,100,1320,276,6,6,"abl_supp"
"newthyroid",2,100,1320,276,6,6,"abl_length"
"newthyroid",2,100,1320,276,6,6,"abl_mod"
"newthyroid",2,100,1320,276,4,3,"abl_acc"
"newthyroid",2,100,1320,276,1,1,"abl_min_cov"
"newthyroid",2,100,1320,276,6,6,"abl_max_cov"
"newthyroid",2,100,1320,276,6,6,"abl_overlap"
"newthyroid",2,100,1320,1028,6,6,"abl_preselect"
"newthyroid",3,100,1505,327,6,5,"no_abl"
"newthyroid",3,100,1505,327,6,5,"abl_conf"
"newthyroid",3,100,1505,327,6,5,"abl_supp"
"newthyroid",3,100,1505,327,6,5,"abl_length"
"newthyroid",3,100,1505,327,6,5,"abl_mod"
"newthyroid",3,100,1505,327,5,5,"abl_acc"
"newthyroid",3,100,1505,327,1,1,"abl_min_cov"
"newthyroid",3,100,1505,327,6,5,"abl_max_cov"
"newthyroid",3,100,1505,327,6,6,"abl_overlap"
"newthyroid",3,100,1505,1246,6,5,"abl_preselect"
"newthyroid",4,100,1206,297,5,5,"no_abl"
"newthyroid",4,100,1206,297,5,5,"abl_conf"
"newthyroid",4,100,1206,297,5,5,"abl_supp"
"newthyroid",4,100,1206,297,5,5,"abl_length"
"newthyroid",4,100,1206,297,5,5,"abl_mod"
"newthyroid",4,100,1206,297,4,3,"abl_acc"
"newthyroid",4,100,1206,297,1,1,"abl_min_cov"
"newthyroid",4,100,1206,297,5,5,"abl_max_cov"
"newthyroid",4,100,1206,297,5,4,"abl_overlap"
"newthyroid",4,100,1206,996,5,4,"abl_preselect"
"newthyroid",5,100,1169,269,5,5,"no_abl"
"newthyroid",5,100,1169,269,5,5,"abl_conf"
"newthyroid",5,100,1169,269,5,5,"abl_supp"
"newthyroid",5,100,1169,269,5,5,"abl_length"
"newthyroid",5,100,1169,269,5,5,"abl_mod"
