"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"wine",1,100,1074,406,5,4,"no_abl"
"wine",1,100,1074,406,5,4,"abl_conf"
"wine",1,100,1074,406,5,5,"abl_supp"
"wine",1,100,1074,406,5,4,"abl_length"
"wine",1,100,1074,406,5,4,"abl_mod"
"wine",1,100,1074,406,4,3,"abl_acc"
"wine",1,100,1074,406,1,1,"abl_min_cov"
"wine",1,100,1074,406,5,4,"abl_max_cov"
"wine",1,100,1074,406,5,4,"abl_overlap"
"wine",1,100,1074,998,5,4,"abl_preselect"
"wine",2,100,1148,471,4,4,"no_abl"
"wine",2,100,1148,471,4,4,"abl_conf"
"wine",2,100,1148,471,4,4,"abl_supp"
"wine",2,100,1148,471,4,4,"abl_length"
"wine",2,100,1148,471,4,4,"abl_mod"
"wine",2,100,1148,471,4,4,"abl_acc"
"wine",2,100,1148,471,1,1,"abl_min_cov"
"wine",2,100,1148,471,4,4,"abl_max_cov"
"wine",2,100,1148,471,4,4,"abl_overlap"
"wine",2,100,1148,1089,4,4,"abl_preselect"
"wine",3,100,1214,487,5,5,"no_abl"
"wine",3,100,1214,487,5,5,"abl_conf"
"wine",3,100,1214,487,5,5,"abl_supp"
"wine",3,100,1214,487,5,5,"abl_length"
"wine",3,100,1214,487,5,5,"abl_mod"
"wine",3,100,1214,487,4,4,"abl_acc"
"wine",3,100,1214,487,1,1,"abl_min_cov"
"wine",3,100,1214,487,5,5,"abl_max_cov"
"wine",3,100,1214,487,5,5,"abl_overlap"
"wine",3,100,1214,1160,5,5,"abl_preselect"
"wine",4,100,1237,514,5,5,"no_abl"
"wine",4,100,1237,514,5,5,"abl_conf"
"wine",4,100,1237,514,5,5,"abl_supp"
"wine",4,100,1237,514,5,5,"abl_length"
"wine",4,100,1237,514,5,5,"abl_mod"
"wine",4,100,1237,514,4,4,"abl_acc"
"wine",4,100,1237,514,1,1,"abl_min_cov"
"wine",4,100,1237,514,5,5,"abl_max_cov"
"wine",4,100,1237,514,5,5,"abl_overlap"
"wine",4,100,1237,1177,5,5,"abl_preselect"
"wine",5,100,1205,502,5,5,"no_abl"
"wine",5,100,1205,502,5,5,"abl_conf"
"wine",5,100,1205,502,5,5,"abl_supp"
"wine",5,100,1205,502,5,5,"abl_length"
"wine",5,100,1205,502,5,5,"abl_mod"
"wine",5,100,1205,502,4,4,"abl_acc"
"wine",5,100,1205,502,1,1,"abl_min_cov"
"wine",5,100,1205,502,5,5,"abl_max_cov"
"wine",5,100,1205,502,5,5,"abl_overlap"
"wine",5,100,1205,1158,5,5,"abl_preselect"
"wine",6,100,1169,488,5,5,"no_abl"
"wine",6,100,1169,488,5,5,"abl_conf"
"wine",6,100,1169,488,5,5,"abl_supp"
"wine",6,100,1169,488,5,5,"abl_length"
"wine",6,100,1169,488,5,5,"abl_mod"
"wine",6,100,1169,488,3,3,"abl_acc"
"wine",6,100,1169,488,1,1,"abl_min_cov"
"wine",6,100,1169,488,5,5,"abl_max_cov"
"wine",6,100,1169,488,5,5,"abl_overlap"
"wine",6,100,1169,1105,5,5,"abl_preselect"
"wine",7,100,1197,487,5,5,"no_abl"
"wine",7,100,1197,487,5,5,"abl_conf"
"wine",7,100,1197,487,5,5,"abl_supp"
"wine",7,100,1197,487,5,5,"abl_length"
"wine",7,100,1197,487,5,5,"abl_mod"
"wine",7,100,1197,487,3,3,"abl_acc"
"wine",7,100,1197,487,1,1,"abl_min_cov"
"wine",7,100,1197,487,5,5,"abl_max_cov"
"wine",7,100,1197,487,5,5,"abl_overlap"
"wine",7,100,1197,1132,5,5,"abl_preselect"
"wine",8,100,1163,512,5,5,"no_abl"
"wine",8,100,1163,512,5,5,"abl_conf"
"wine",8,100,1163,512,5,5,"abl_supp"
"wine",8,100,1163,512,5,5,"abl_length"
"wine",8,100,1163,512,5,5,"abl_mod"
"wine",8,100,1163,512,4,3,"abl_acc"
"wine",8,100,1163,512,1,1,"abl_min_cov"
"wine",8,100,1163,512,5,5,"abl_max_cov"
"wine",8,100,1163,512,5,5,"abl_overlap"
"wine",8,100,1163,1113,5,5,"abl_preselect"
"wine",9,100,1243,539,5,5,"no_abl"
"wine",9,100,1243,539,2,2,"abl_conf"
"wine",9,100,1243,539,5,5,"abl_supp"
"wine",9,100,1243,539,5,4,"abl_length"
"wine",9,100,1243,539,5,4,"abl_mod"
"wine",9,100,1243,539,4,4,"abl_acc"
"wine",9,100,1243,539,1,1,"abl_min_cov"
"wine",9,100,1243,539,5,5,"abl_max_cov"
"wine",9,100,1243,539,5,5,"abl_overlap"
"wine",9,100,1243,1176,5,5,"abl_preselect"
"wine",10,100,1295,531,5,5,"no_abl"
"wine",10,100,1295,531,5,5,"abl_conf"
"wine",10,100,1295,531,5,5,"abl_supp"
"wine",10,100,1295,531,5,5,"abl_length"
"wine",10,100,1295,531,5,5,"abl_mod"
"wine",10,100,1295,531,4,4,"abl_acc"
"wine",10,100,1295,531,1,1,"abl_min_cov"
"wine",10,100,1295,531,5,5,"abl_max_cov"
"wine",10,100,1295,531,5,5,"abl_overlap"
"wine",10,100,1295,1244,5,5,"abl_preselect"
