"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"mammographic",1,100,3420,559,10,10,"no_abl"
"mammographic",1,100,3420,559,10,10,"abl_conf"
"mammographic",1,100,3420,559,10,10,"abl_supp"
"mammographic",1,100,3420,559,10,10,"abl_length"
"mammographic",1,100,3420,559,10,10,"abl_mod"
"mammographic",1,100,3420,559,10,10,"abl_acc"
"mammographic",1,100,3420,559,1,1,"abl_min_cov"
"mammographic",1,100,3420,559,10,10,"abl_max_cov"
"mammographic",1,100,3420,559,10,10,"abl_overlap"
"mammographic",1,100,3420,3099,9,8,"abl_preselect"
"mammographic",2,100,3388,590,10,9,"no_abl"
"mammographic",2,100,3388,590,10,9,"abl_conf"
"mammographic",2,100,3388,590,10,10,"abl_supp"
"mammographic",2,100,3388,590,10,9,"abl_length"
"mammographic",2,100,3388,590,10,9,"abl_mod"
"mammographic",2,100,3388,590,10,9,"abl_acc"
"mammographic",2,100,3388,590,1,1,"abl_min_cov"
"mammographic",2,100,3388,590,10,9,"abl_max_cov"
"mammographic",2,100,3388,590,10,9,"abl_overlap"
"mammographic",2,100,3388,2960,5,5,"abl_preselect"
"mammographic",3,100,3411,582,10,10,"no_abl"
"mammographic",3,100,3411,582,10,9,"abl_conf"
"mammographic",3,100,3411,582,10,10,"abl_supp"
"mammographic",3,100,3411,582,10,10,"abl_length"
"mammographic",3,100,3411,582,10,10,"abl_mod"
"mammographic",3,100,3411,582,9,7,"abl_acc"
"mammographic",3,100,3411,582,1,1,"abl_min_cov"
"mammographic",3,100,3411,582,10,10,"abl_max_cov"
"mammographic",3,100,3411,582,10,10,"abl_overlap"
"mammographic",3,100,3411,3003,9,7,"abl_preselect"
"mammographic",4,100,3547,495,11,11,"no_abl"
"mammographic",4,100,3547,495,11,11,"abl_conf"
"mammographic",4,100,3547,495,11,11,"abl_supp"
"mammographic",4,100,3547,495,11,11,"abl_length"
"mammographic",4,100,3547,495,9,8,"abl_mod"
"mammographic",4,100,3547,495,11,11,"abl_acc"
"mammographic",4,100,3547,495,1,1,"abl_min_cov"
"mammographic",4,100,3547,495,11,11,"abl_max_cov"
"mammographic",4,100,3547,495,11,11,"abl_overlap"
"mammographic",4,100,3547,3145,9,9,"abl_preselect"
"mammographic",5,100,3427,530,10,9,"no_abl"
"mammographic",5,100,3427,530,10,9,"abl_conf"
"mammographic",5,100,3427,530,10,9,"abl_supp"
"mammographic",5,100,3427,530,10,9,"abl_length"
"mammographic",5,100,3427,530,10,9,"abl_mod"
"mammographic",5,100,3427,530,10,8,"abl_acc"
"mammographic",5,100,3427,530,1,1,"abl_min_cov"
"mammographic",5,100,3427,530,10,9,"abl_max_cov"
"mammographic",5,100,3427,530,10,9,"abl_overlap"
"mammographic",5,100,3427,3093,10,9,"abl_preselect"
"mammographic",6,100,3201,529,7,6,"no_abl"
"mammographic",6,100,3201,529,7,6,"abl_conf"
"mammographic",6,100,3201,529,7,7,"abl_supp"
"mammographic",6,100,3201,529,7,6,"abl_length"
"mammographic",6,100,3201,529,7,6,"abl_mod"
"mammographic",6,100,3201,529,7,6,"abl_acc"
"mammographic",6,100,3201,529,1,1,"abl_min_cov"
"mammographic",6,100,3201,529,7,6,"abl_max_cov"
"mammographic",6,100,3201,529,7,7,"abl_overlap"
"mammographic",6,100,3201,2851,7,7,"abl_preselect"
"mammographic",7,100,3605,589,11,11,"no_abl"
"mammographic",7,100,3605,589,11,10,"abl_conf"
"mammographic",7,100,3605,589,11,11,"abl_supp"
"mammographic",7,100,3605,589,11,11,"abl_length"
"mammographic",7,100,3605,589,11,11,"abl_mod"
"mammographic",7,100,3605,589,11,11,"abl_acc"
"mammographic",7,100,3605,589,1,1,"abl_min_cov"
"mammographic",7,100,3605,589,11,11,"abl_max_cov"
"mammographic",7,100,3605,589,11,11,"abl_overlap"
"mammographic",7,100,3605,3116,10,10,"abl_preselect"
"mammographic",8,100,3562,547,10,9,"no_abl"
"mammographic",8,100,3562,547,10,9,"abl_conf"
"mammographic",8,100,3562,547,10,9,"abl_supp"
"mammographic",8,100,3562,547,10,9,"abl_length"
"mammographic",8,100,3562,547,10,9,"abl_mod"
"mammographic",8,100,3562,547,10,9,"abl_acc"
"mammographic",8,100,3562,547,1,1,"abl_min_cov"
"mammographic",8,100,3562,547,10,9,"abl_max_cov"
"mammographic",8,100,3562,547,10,9,"abl_overlap"
"mammographic",8,100,3562,3185,9,9,"abl_preselect"
"mammographic",9,100,3480,509,11,11,"no_abl"
"mammographic",9,100,3480,509,11,11,"abl_conf"
"mammographic",9,100,3480,509,11,11,"abl_supp"
"mammographic",9,100,3480,509,11,11,"abl_length"
"mammographic",9,100,3480,509,11,11,"abl_mod"
"mammographic",9,100,3480,509,11,11,"abl_acc"
"mammographic",9,100,3480,509,1,1,"abl_min_cov"
"mammographic",9,100,3480,509,11,11,"abl_max_cov"
"mammographic",9,100,3480,509,11,11,"abl_overlap"
"mammographic",9,100,3480,2957,11,11,"abl_preselect"
"mammographic",10,100,3469,518,10,9,"no_abl"
"mammographic",10,100,3469,518,10,9,"abl_conf"
"mammographic",10,100,3469,518,10,9,"abl_supp"
"mammographic",10,100,3469,518,10,9,"abl_length"
"mammographic",10,100,3469,518,10,9,"abl_mod"
"mammographic",10,100,3469,518,9,9,"abl_acc"
"mammographic",10,100,3469,518,1,1,"abl_min_cov"
"mammographic",10,100,3469,518,10,9,"abl_max_cov"
"mammographic",10,100,3469,518,10,9,"abl_overlap"
"mammographic",10,100,3469,3088,9,8,"abl_preselect"
