"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"banknote",1,0.01,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.346,30.4767,190,7,"no_abl"
"banknote",1,0.01,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.491,30.3456,190,7,"abl_conf"
"banknote",1,0.01,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.337,29.9652,190,7,"abl_supp"
"banknote",1,0.01,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.337,30.2586,190,7,"abl_length"
"banknote",1,0.01,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.33,30.406,190,7,"abl_mod"
"banknote",1,0.999,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.261,30.2971,190,7,"abl_acc"
"banknote",1,0.01,0.999,0.2969,0.0302,0,0,"Optimal",1.167,31.327,190,1,"abl_min_cov"
"banknote",1,0.01,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.35,30.6474,190,7,"abl_max_cov"
"banknote",1,0.01,0.025,0.976,0.0302,0.0395,0.1089,"Optimal",0.346,30.6083,190,7,"abl_overlap"
"banknote",1,0.01,0.025,0.975,0.0302,0.0385,0.1261,"Optimal",0.874,165.8923,1053,7,"abl_preselect"
"banknote",2,0.01,0.025,0.9812,0.0281,0.0361,0.2229,"Optimal",0.816,32.1366,199,8,"no_abl"
"banknote",2,0.01,0.025,0.9812,0.0281,0.0361,0.2229,"Optimal",1.162,33.0876,199,8,"abl_conf"
"banknote",2,0.01,0.025,0.9771,0.0281,0.0362,0.0373,"Optimal",0.923,32.6651,199,8,"abl_supp"
"banknote",2,0.01,0.025,0.9812,0.0281,0.0361,0.2229,"Optimal",0.837,32.1113,199,8,"abl_length"
"banknote",2,0.01,0.025,0.9812,0.0281,0.0361,0.2229,"Optimal",1.08,33.1936,199,8,"abl_mod"
"banknote",2,0.999,0.025,0.9771,0.0281,0.0416,0.1226,"Optimal",0.245,31.7106,199,7,"abl_acc"
"banknote",2,0.01,0.999,0.3031,0.0281,0,0,"Optimal",1.755,33.4469,199,1,"abl_min_cov"
"banknote",2,0.01,0.025,0.9812,0.0281,0.0361,0.2229,"Optimal",1.013,32.5859,199,8,"abl_max_cov"
"banknote",2,0.01,0.025,0.9812,0.0281,0.0361,0.2229,"Optimal",0.894,32.3248,199,8,"abl_overlap"
"banknote",2,0.01,0.025,0.975,0.0281,0.0299,0.203,"Optimal",2.711,159.3469,995,8,"abl_preselect"
"banknote",3,0.01,0.025,0.976,0.0271,0.0267,0.334,"Optimal",0.961,29.5049,178,8,"no_abl"
"banknote",3,0.01,0.025,0.976,0.0271,0.0267,0.334,"Optimal",0.862,28.9961,178,8,"abl_conf"
"banknote",3,0.01,0.025,0.976,0.0271,0.0267,0.2732,"Optimal",0.932,29.6589,178,8,"abl_supp"
"banknote",3,0.01,0.025,0.976,0.0271,0.0267,0.334,"Optimal",0.586,29.0675,178,8,"abl_length"
"banknote",3,0.01,0.025,0.976,0.0271,0.0267,0.334,"Optimal",0.662,29.1045,178,8,"abl_mod"
"banknote",3,0.999,0.025,0.976,0.0271,0.0267,0.334,"Optimal",0.999,29.0259,178,8,"abl_acc"
"banknote",3,0.01,0.999,0.3021,0.0271,0,0,"Optimal",0.667,28.8939,178,1,"abl_min_cov"
"banknote",3,0.01,0.025,0.976,0.0271,0.0267,0.334,"Optimal",0.863,29.0128,178,8,"abl_max_cov"
"banknote",3,0.01,0.025,0.976,0.0271,0.0267,0.334,"Optimal",1.022,29.2598,178,8,"abl_overlap"
"banknote",3,0.01,0.025,0.9771,0.0271,0.0277,0.3337,"Optimal",3.068,129.8058,795,8,"abl_preselect"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.2999,"Optimal",0.605,30.601,190,8,"no_abl"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.2999,"Optimal",0.666,30.8937,190,8,"abl_conf"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.286,"Optimal",0.871,31.6447,190,8,"abl_supp"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.2999,"Optimal",0.673,30.5018,190,8,"abl_length"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.2999,"Optimal",0.682,31.04,190,8,"abl_mod"
"banknote",4,0.999,0.025,0.976,0.0177,0.032,0.333,"Optimal",0.709,31.0623,190,8,"abl_acc"
"banknote",4,0.01,0.999,0.2958,0.0177,0,0,"Optimal",1.095,31.2904,190,1,"abl_min_cov"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.2999,"Optimal",0.644,30.8841,190,8,"abl_max_cov"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.2999,"Optimal",0.582,30.7438,190,8,"abl_overlap"
"banknote",4,0.01,0.025,0.976,0.0177,0.0267,0.238,"Optimal",1.601,156.6788,987,8,"abl_preselect"
"banknote",5,0.01,0.025,0.975,0.0292,0.0374,0.2105,"Optimal",1.369,31.3098,190,8,"no_abl"
"banknote",5,0.01,0.025,0.975,0.0292,0.0374,0.2105,"Optimal",0.656,30.9741,190,8,"abl_conf"
"banknote",5,0.01,0.025,0.9844,0.0292,0.0286,0.1397,"Optimal",1.136,31.4996,190,8,"abl_supp"
"banknote",5,0.01,0.025,0.9802,0.0292,0.0372,0.2253,"Optimal",0.694,30.4871,190,8,"abl_length"
"banknote",5,0.01,0.025,0.9802,0.0292,0.0372,0.2253,"Optimal",0.853,30.8368,190,8,"abl_mod"
"banknote",5,0.999,0.025,0.975,0.0292,0.0374,0.2105,"Optimal",0.82,30.8883,190,8,"abl_acc"
"banknote",5,0.01,0.999,0.2906,0.0292,0,0,"Optimal",0.692,30.9231,190,1,"abl_min_cov"
"banknote",5,0.01,0.025,0.975,0.0292,0.0374,0.2105,"Optimal",0.966,31.1015,190,8,"abl_max_cov"
