"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"CAR",1,7.5548,34.7837,91.69,34.752,193.7398,"no_abl"
"CAR",1,7.5548,34.7837,91.69,41.009,197.762,"abl_conf"
"CAR",1,7.5548,34.7837,91.69,37.999,196.5028,"abl_supp"
"CAR",1,7.5548,34.7837,91.69,37.848,195.0109,"abl_length"
"CAR",1,7.5548,34.7837,91.69,32.963,192.8186,"abl_mod"
"CAR",1,7.5548,34.7837,91.69,5.202,164.846,"abl_acc"
"CAR",1,7.5548,34.7837,91.69,2.251,160.7415,"abl_min_cov"
"CAR",1,7.5548,34.7837,91.69,50.496,210.7352,"abl_max_cov"
"CAR",1,7.5548,34.7837,91.69,25.749,183.8168,"abl_overlap"
"CAR",1,7.5548,17.6137,1390.6884,58.921,1384.9873,"abl_preselect"
"CAR",2,7.5332,38.9784,93.3884,16.244,175.0245,"no_abl"
"CAR",2,7.5332,38.9784,93.3884,24.236,184.1173,"abl_conf"
"CAR",2,7.5332,38.9784,93.3884,7.723,165.6371,"abl_supp"
"CAR",2,7.5332,38.9784,93.3884,35.34,195.0908,"abl_length"
"CAR",2,7.5332,38.9784,93.3884,18.885,178.9618,"abl_mod"
"CAR",2,7.5332,38.9784,93.3884,3.011,162.2033,"abl_acc"
"CAR",2,7.5332,38.9784,93.3884,2.376,160.9481,"abl_min_cov"
"CAR",2,7.5332,38.9784,93.3884,40.308,199.8425,"abl_max_cov"
"CAR",2,7.5332,38.9784,93.3884,19.706,179.7006,"abl_overlap"
"CAR",2,7.5332,20.4653,1626.3388,134.366,1496.5022,"abl_preselect"
"CAR",3,7.3155,37.502,91.2682,99.74,254.2832,"no_abl"
"CAR",3,7.3155,37.502,91.2682,62.889,217.4053,"abl_conf"
"CAR",3,7.3155,37.502,91.2682,47.225,201.6825,"abl_supp"
"CAR",3,7.3155,37.502,91.2682,50.269,204.8365,"abl_length"
"CAR",3,7.3155,37.502,91.2682,72.161,227.6966,"abl_mod"
"CAR",3,7.3155,37.502,91.2682,27.695,183.1382,"abl_acc"
"CAR",3,7.3155,37.502,91.2682,2.522,158.2147,"abl_min_cov"
"CAR",3,7.3155,37.502,91.2682,63.701,218.2464,"abl_max_cov"
"CAR",3,7.3155,37.502,91.2682,41.439,196.7971,"abl_overlap"
"CAR",3,7.3155,19.4168,1496.2023,63.837,1387.2392,"abl_preselect"
"CAR",4,7.4771,37.142,91.7432,17.237,171.4622,"no_abl"
"CAR",4,7.4771,37.142,91.7432,15.019,169.5935,"abl_conf"
"CAR",4,7.4771,37.142,91.7432,19.637,174.6111,"abl_supp"
"CAR",4,7.4771,37.142,91.7432,15.784,170.1949,"abl_length"
"CAR",4,7.4771,37.142,91.7432,17.96,174.7085,"abl_mod"
"CAR",4,7.4771,37.142,91.7432,5.774,159.5711,"abl_acc"
"CAR",4,7.4771,37.142,91.7432,2.155,156.8534,"abl_min_cov"
"CAR",4,7.4771,37.142,91.7432,23.35,177.7529,"abl_max_cov"
"CAR",4,7.4771,37.142,91.7432,17.372,172.4547,"abl_overlap"
"CAR",4,7.4771,18.8347,1482.2194,163.121,1475.0211,"abl_preselect"
"CAR",5,7.4848,37.0853,91.9477,38.127,191.0371,"no_abl"
"CAR",5,7.4848,37.0853,91.9477,43.424,196.8357,"abl_conf"
"CAR",5,7.4848,37.0853,91.9477,31.329,183.8181,"abl_supp"
"CAR",5,7.4848,37.0853,91.9477,22.929,176.1614,"abl_length"
"CAR",5,7.4848,37.0853,91.9477,30.172,182.6835,"abl_mod"
"CAR",5,7.4848,37.0853,91.9477,6.344,159.5801,"abl_acc"
"CAR",5,7.4848,37.0853,91.9477,2.196,155.433,"abl_min_cov"
"CAR",5,7.4848,37.0853,91.9477,43.66,197.5057,"abl_max_cov"
"CAR",5,7.4848,37.0853,91.9477,32.857,187.2432,"abl_overlap"
"CAR",5,7.4848,19.9971,1568.8438,536.84,1842.5827,"abl_preselect"
"CAR",6,7.6869,40.8708,97.0826,27.434,191.4579,"no_abl"
"CAR",6,7.6869,40.8708,97.0826,40.552,204.4057,"abl_conf"
"CAR",6,7.6869,40.8708,97.0826,30.371,193.7532,"abl_supp"
"CAR",6,7.6869,40.8708,97.0826,39.096,203.4799,"abl_length"
"CAR",6,7.6869,40.8708,97.0826,32.664,196.1432,"abl_mod"
"CAR",6,7.6869,40.8708,97.0826,3.814,166.6322,"abl_acc"
"CAR",6,7.6869,40.8708,97.0826,2.364,166.3398,"abl_min_cov"
"CAR",6,7.6869,40.8708,97.0826,52.774,215.7512,"abl_max_cov"
"CAR",6,7.6869,40.8708,97.0826,31.174,193.7467,"abl_overlap"
"CAR",6,7.6869,20.8219,1710.7326,91.228,1460.7729,"abl_preselect"
"CAR",7,7.4326,37.3205,95.2282,50.489,209.6663,"no_abl"
"CAR",7,7.4326,37.3205,95.2282,54.501,212.4807,"abl_conf"
"CAR",7,7.4326,37.3205,95.2282,47.251,205.2934,"abl_supp"
"CAR",7,7.4326,37.3205,95.2282,40.145,198.8021,"abl_length"
"CAR",7,7.4326,37.3205,95.2282,56.62,215.1247,"abl_mod"
"CAR",7,7.4326,37.3205,95.2282,7.364,165.541,"abl_acc"
"CAR",7,7.4326,37.3205,95.2282,2.449,160.8725,"abl_min_cov"
"CAR",7,7.4326,37.3205,95.2282,54.249,212.2551,"abl_max_cov"
"CAR",7,7.4326,37.3205,95.2282,53.382,211.948,"abl_overlap"
"CAR",7,7.4326,19.7466,1578.3097,1622.829,2911.5762,"abl_preselect"
"CAR",8,7.5416,37.9958,93.4582,46.342,201.1935,"no_abl"
"CAR",8,7.5416,37.9958,93.4582,42.812,197.7352,"abl_conf"
"CAR",8,7.5416,37.9958,93.4582,29.472,184.5223,"abl_supp"
"CAR",8,7.5416,37.9958,93.4582,46.372,200.3943,"abl_length"
"CAR",8,7.5416,37.9958,93.4582,38.313,192.9617,"abl_mod"
"CAR",8,7.5416,37.9958,93.4582,8.929,163.7753,"abl_acc"
"CAR",8,7.5416,37.9958,93.4582,2.451,158.5682,"abl_min_cov"
"CAR",8,7.5416,37.9958,93.4582,120.921,276.6392,"abl_max_cov"
"CAR",8,7.5416,37.9958,93.4582,45.192,201.6525,"abl_overlap"
"CAR",8,7.5416,19.3858,1597.1444,223.275,1516.9743,"abl_preselect"
"CAR",9,7.3964,39.1513,94.2304,44.401,202.0352,"no_abl"
"CAR",9,7.3964,39.1513,94.2304,54.6,211.9008,"abl_conf"
"CAR",9,7.3964,39.1513,94.2304,47.033,205.6865,"abl_supp"
"CAR",9,7.3964,39.1513,94.2304,48.501,205.5416,"abl_length"
"CAR",9,7.3964,39.1513,94.2304,52.474,210.3875,"abl_mod"
"CAR",9,7.3964,39.1513,94.2304,5.83,163.7776,"abl_acc"
"CAR",9,7.3964,39.1513,94.2304,2.314,160.5808,"abl_min_cov"
"CAR",9,7.3964,39.1513,94.2304,47.172,204.1129,"abl_max_cov"
"CAR",9,7.3964,39.1513,94.2304,48.864,206.1513,"abl_overlap"
"CAR",9,7.3964,20.5323,1711.3278,250.052,1579.5539,"abl_preselect"
"CAR",10,7.5413,38.3819,94.5181,38.288,193.2828,"no_abl"
"CAR",10,7.5413,38.3819,94.5181,45.587,200.4218,"abl_conf"
"CAR",10,7.5413,38.3819,94.5181,35.968,191.9305,"abl_supp"
"CAR",10,7.5413,38.3819,94.5181,41.583,197.9909,"abl_length"
"CAR",10,7.5413,38.3819,94.5181,27.233,182.8247,"abl_mod"
"CAR",10,7.5413,38.3819,94.5181,7.289,162.7638,"abl_acc"
"CAR",10,7.5413,38.3819,94.5181,1.379,156.347,"abl_min_cov"
"CAR",10,7.5413,38.3819,94.5181,37.694,192.4529,"abl_max_cov"
"CAR",10,7.5413,38.3819,94.5181,32.4,188.5404,"abl_overlap"
"CAR",10,7.5413,20.0372,1617.1193,210.229,1517.2497,"abl_preselect"
