"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"CAR",1,100,7819,795,26,19,"no_abl"
"CAR",1,100,7819,795,26,19,"abl_conf"
"CAR",1,100,7819,795,26,19,"abl_supp"
"CAR",1,100,7819,795,26,21,"abl_length"
"CAR",1,100,7819,795,26,21,"abl_mod"
"CAR",1,100,7819,795,20,17,"abl_acc"
"CAR",1,100,7819,795,1,1,"abl_min_cov"
"CAR",1,100,7819,795,26,21,"abl_max_cov"
"CAR",1,100,7819,795,26,19,"abl_overlap"
"CAR",1,100,7819,6674,24,20,"abl_preselect"
"CAR",2,100,8078,802,31,16,"no_abl"
"CAR",2,100,8078,802,31,16,"abl_conf"
"CAR",2,100,8078,802,31,16,"abl_supp"
"CAR",2,100,8078,802,31,16,"abl_length"
"CAR",2,100,8078,802,31,16,"abl_mod"
"CAR",2,100,8078,802,26,19,"abl_acc"
"CAR",2,100,8078,802,1,1,"abl_min_cov"
"CAR",2,100,8078,802,31,17,"abl_max_cov"
"CAR",2,100,8078,802,31,16,"abl_overlap"
"CAR",2,100,8078,6870,27,18,"abl_preselect"
"CAR",3,100,7891,781,18,15,"no_abl"
"CAR",3,100,7891,781,20,16,"abl_conf"
"CAR",3,100,7891,781,26,21,"abl_supp"
"CAR",3,100,7891,781,26,20,"abl_length"
"CAR",3,100,7891,781,26,20,"abl_mod"
"CAR",3,100,7891,781,24,22,"abl_acc"
"CAR",3,100,7891,781,1,1,"abl_min_cov"
"CAR",3,100,7891,781,26,20,"abl_max_cov"
"CAR",3,100,7891,781,26,20,"abl_overlap"
"CAR",3,100,7891,6614,24,19,"abl_preselect"
"CAR",4,100,7926,779,29,21,"no_abl"
"CAR",4,100,7926,779,29,20,"abl_conf"
"CAR",4,100,7926,779,29,22,"abl_supp"
"CAR",4,100,7926,779,29,21,"abl_length"
"CAR",4,100,7926,779,29,21,"abl_mod"
"CAR",4,100,7926,779,25,23,"abl_acc"
"CAR",4,100,7926,779,1,1,"abl_min_cov"
"CAR",4,100,7926,779,29,22,"abl_max_cov"
"CAR",4,100,7926,779,29,21,"abl_overlap"
"CAR",4,100,7926,6629,27,19,"abl_preselect"
"CAR",5,100,7712,771,25,21,"no_abl"
"CAR",5,100,7712,771,25,21,"abl_conf"
"CAR",5,100,7712,771,25,21,"abl_supp"
"CAR",5,100,7712,771,25,21,"abl_length"
"CAR",5,100,7712,771,25,21,"abl_mod"
"CAR",5,100,7712,771,22,22,"abl_acc"
"CAR",5,100,7712,771,1,1,"abl_min_cov"
"CAR",5,100,7712,771,25,21,"abl_max_cov"
"CAR",5,100,7712,771,25,21,"abl_overlap"
"CAR",5,100,7712,6540,24,21,"abl_preselect"
"CAR",6,100,8163,819,32,18,"no_abl"
"CAR",6,100,8163,819,32,19,"abl_conf"
"CAR",6,100,8163,819,32,18,"abl_supp"
"CAR",6,100,8163,819,32,18,"abl_length"
"CAR",6,100,8163,819,32,18,"abl_mod"
"CAR",6,100,8163,819,24,21,"abl_acc"
"CAR",6,100,8163,819,1,1,"abl_min_cov"
"CAR",6,100,8163,819,32,16,"abl_max_cov"
"CAR",6,100,8163,819,32,18,"abl_overlap"
"CAR",6,100,8163,6889,26,19,"abl_preselect"
"CAR",7,100,7619,799,30,21,"no_abl"
"CAR",7,100,7619,799,30,19,"abl_conf"
"CAR",7,100,7619,799,30,19,"abl_supp"
"CAR",7,100,7619,799,30,21,"abl_length"
"CAR",7,100,7619,799,30,21,"abl_mod"
"CAR",7,100,7619,799,20,19,"abl_acc"
"CAR",7,100,7619,799,1,1,"abl_min_cov"
"CAR",7,100,7619,799,30,20,"abl_max_cov"
"CAR",7,100,7619,799,30,21,"abl_overlap"
"CAR",7,100,7619,6434,26,20,"abl_preselect"
"CAR",8,100,7682,781,26,22,"no_abl"
"CAR",8,100,7682,781,26,22,"abl_conf"
"CAR",8,100,7682,781,26,21,"abl_supp"
"CAR",8,100,7682,781,26,22,"abl_length"
"CAR",8,100,7682,781,26,22,"abl_mod"
"CAR",8,100,7682,781,21,21,"abl_acc"
"CAR",8,100,7682,781,1,1,"abl_min_cov"
"CAR",8,100,7682,781,26,22,"abl_max_cov"
"CAR",8,100,7682,781,26,22,"abl_overlap"
"CAR",8,100,7682,6520,25,20,"abl_preselect"
"CAR",9,100,7902,793,28,17,"no_abl"
"CAR",9,100,7902,793,28,18,"abl_conf"
"CAR",9,100,7902,793,21,18,"abl_supp"
"CAR",9,100,7902,793,22,17,"abl_length"
"CAR",9,100,7902,793,28,18,"abl_mod"
"CAR",9,100,7902,793,22,17,"abl_acc"
"CAR",9,100,7902,793,1,1,"abl_min_cov"
"CAR",9,100,7902,793,27,19,"abl_max_cov"
"CAR",9,100,7902,793,28,17,"abl_overlap"
"CAR",9,100,7902,6643,26,19,"abl_preselect"
"CAR",10,100,7844,781,35,17,"no_abl"
"CAR",10,100,7844,781,35,15,"abl_conf"
"CAR",10,100,7844,781,35,18,"abl_supp"
"CAR",10,100,7844,781,35,17,"abl_length"
"CAR",10,100,7844,781,35,17,"abl_mod"
"CAR",10,100,7844,781,23,20,"abl_acc"
"CAR",10,100,7844,781,1,1,"abl_min_cov"
"CAR",10,100,7844,781,34,17,"abl_max_cov"
"CAR",10,100,7844,781,35,17,"abl_overlap"
"CAR",10,100,7844,6577,26,19,"abl_preselect"
