"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"titatnic",1,0.01,0.025,0.9812,0.2122,0.2077,0.1997,"Optimal",1.825,12.5712,40,3,"no_abl"
"titatnic",1,0.01,0.025,0.9909,0.2122,0.222,0.1978,"Optimal",2.453,13.3681,40,3,"abl_conf"
"titatnic",1,0.01,0.025,0.9812,0.2122,0.2077,0.1997,"Optimal",1.745,12.4808,40,3,"abl_supp"
"titatnic",1,0.01,0.025,0.9812,0.2122,0.2077,0.1997,"Optimal",2.074,12.8771,40,3,"abl_length"
"titatnic",1,0.01,0.025,0.9909,0.2122,0.2069,0.1978,"Optimal",1.872,12.6733,40,3,"abl_mod"
"titatnic",1,0.999,0.025,0.9753,0.2122,0.3147,0.2814,"Optimal",0.547,11.2964,40,2,"abl_acc"
"titatnic",1,0.01,0.999,0.7443,0.2122,0.1988,0,"Optimal",7.452,18.1748,40,1,"abl_min_cov"
"titatnic",1,0.01,0.025,0.9812,0.2122,0.2077,0.1997,"Optimal",1.854,12.619,40,3,"abl_max_cov"
"titatnic",1,0.01,0.025,0.9812,0.2122,0.2077,0.1997,"Optimal",1.822,12.4859,40,3,"abl_overlap"
"titatnic",1,0.01,0.025,0.9903,0.2122,0.2149,0.2195,"Optimal",7.353,30.5922,89,3,"abl_preselect"
"titatnic",2,0.01,0.025,0.9844,0.2135,0.2142,0.209,"Optimal",1.832,11.2939,35,3,"no_abl"
"titatnic",2,0.01,0.025,0.9981,0.2135,0.223,0.2724,"Optimal",2.213,11.6761,35,3,"abl_conf"
"titatnic",2,0.01,0.025,0.9844,0.2135,0.2142,0.209,"Optimal",0.999,10.4626,35,3,"abl_supp"
"titatnic",2,0.01,0.025,0.9844,0.2135,0.2142,0.209,"Optimal",1.592,11.0037,35,3,"abl_length"
"titatnic",2,0.01,0.025,0.9942,0.2135,0.2134,0.2069,"Optimal",1.415,10.9777,35,3,"abl_mod"
"titatnic",2,0.999,0.025,0.9779,0.2135,0.3145,0.278,"Optimal",0.495,9.8908,35,2,"abl_acc"
"titatnic",2,0.01,0.999,0.7508,0.2135,0.2005,0,"Optimal",8.026,17.3846,35,1,"abl_min_cov"
"titatnic",2,0.01,0.025,0.9844,0.2135,0.2142,0.209,"Optimal",1.985,11.4564,35,3,"abl_max_cov"
"titatnic",2,0.01,0.025,0.9844,0.2135,0.2142,0.209,"Optimal",1.804,11.178,35,3,"abl_overlap"
"titatnic",2,0.01,0.025,0.9799,0.2135,0.2225,0,"Optimal",3.608,26.3036,86,2,"abl_preselect"
"titatnic",3,0.01,0.025,0.9831,0.2174,0.2125,0.2145,"Optimal",1.929,12.0842,38,3,"no_abl"
"titatnic",3,0.01,0.025,0.9968,0.2174,0.2188,0.2878,"Optimal",1.615,11.8848,38,3,"abl_conf"
"titatnic",3,0.01,0.025,0.9831,0.2174,0.2125,0.2145,"Optimal",1.264,11.4754,38,3,"abl_supp"
"titatnic",3,0.01,0.025,0.9831,0.2174,0.2125,0.2145,"Optimal",1.939,12.1546,38,3,"abl_length"
"titatnic",3,0.01,0.025,0.9916,0.2174,0.212,0.2127,"Optimal",1.967,12.2928,38,3,"abl_mod"
"titatnic",3,0.999,0.025,0.976,0.2174,0.3145,0.2939,"Optimal",0.462,10.6144,38,2,"abl_acc"
"titatnic",3,0.01,0.999,0.7631,0.2174,0.2049,0,"Optimal",7.935,18.1768,38,1,"abl_min_cov"
"titatnic",3,0.01,0.025,0.9831,0.2174,0.2125,0.2145,"Optimal",1.445,11.7586,38,3,"abl_max_cov"
"titatnic",3,0.01,0.025,0.9831,0.2174,0.2125,0.2145,"Optimal",1.75,11.9032,38,3,"abl_overlap"
"titatnic",3,0.01,0.025,1,0.2174,0.2213,0,"Optimal",1.236,23.6878,86,2,"abl_preselect"
"titatnic",4,0.01,0.025,0.9987,0.2193,0.2229,0.2956,"Optimal",1.887,11.8181,37,3,"no_abl"
"titatnic",4,0.01,0.025,0.9987,0.2193,0.2229,0.2956,"Optimal",2.567,12.5027,37,3,"abl_conf"
"titatnic",4,0.01,0.025,0.9825,0.2193,0.2166,0.2147,"Optimal",1.311,11.2705,37,3,"abl_supp"
"titatnic",4,0.01,0.025,0.9987,0.2193,0.2229,0.2956,"Optimal",1.991,12.0326,37,3,"abl_length"
"titatnic",4,0.01,0.025,0.9942,0.2193,0.2148,0.2121,"Optimal",2.371,12.3029,37,3,"abl_mod"
"titatnic",4,0.999,0.025,0.9799,0.2193,0.3172,0.3013,"Optimal",0.526,10.5758,37,2,"abl_acc"
"titatnic",4,0.01,0.999,0.7625,0.2193,0.2068,0,"Optimal",7.891,17.8897,37,1,"abl_min_cov"
"titatnic",4,0.01,0.025,0.9987,0.2193,0.2229,0.2956,"Optimal",2.082,12.0439,37,3,"abl_max_cov"
"titatnic",4,0.01,0.025,0.9987,0.2193,0.2229,0.2956,"Optimal",1.792,11.7789,37,3,"abl_overlap"
"titatnic",4,0.01,0.025,1,0.2193,0.2239,0,"Optimal",2.31,24.6501,85,2,"abl_preselect"
"titatnic",5,0.01,0.025,0.9838,0.2109,0.2091,0.2098,"Optimal",1.632,12.7134,41,3,"no_abl"
"titatnic",5,0.01,0.025,0.9792,0.2109,0.2194,0.2816,"Optimal",1.753,12.6741,41,3,"abl_conf"
