"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"auto",1,0.01,0.025,0.979,0,0.0071,0.2071,"Optimal",2.161,21.5538,811,18,"no_abl"
"auto",1,0.01,0.025,0.979,0,0.0071,0.3,"Optimal",1.757,21.0486,811,18,"abl_conf"
"auto",1,0.01,0.025,0.979,0,0.0071,0.15,"Optimal",1.324,20.6762,811,18,"abl_supp"
"auto",1,0.01,0.025,0.979,0,0.0071,0.2357,"Optimal",1.59,21.0558,811,18,"abl_length"
"auto",1,0.01,0.025,0.979,0,0.0071,0.2143,"Optimal",1.474,20.7593,811,18,"abl_mod"
"auto",1,0.999,0.025,0.979,0,0.1286,0.4,"Optimal",1.197,20.5315,811,12,"abl_acc"
"auto",1,0.01,0.999,0.2098,0,0,0,"Optimal",0.112,19.1353,811,1,"abl_min_cov"
"auto",1,0.01,0.025,0.979,0,0.0071,0.2071,"Optimal",2.25,21.2712,811,18,"abl_max_cov"
"auto",1,0.01,0.025,0.979,0,0.0071,0.2071,"Optimal",1.655,20.6753,811,18,"abl_overlap"
"auto",1,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",18.288,98.6326,3390,18,"abl_preselect"
"auto",2,0.01,0.025,0.979,0,0.0071,0.3143,"Optimal",4.398,23.9841,838,18,"no_abl"
"auto",2,0.01,0.025,0.979,0,0.0071,0.3571,"Optimal",5.306,24.9832,838,18,"abl_conf"
"auto",2,0.01,0.025,0.979,0,0.0071,0.2571,"Optimal",2.818,22.6416,838,18,"abl_supp"
"auto",2,0.01,0.025,0.979,0,0.0071,0.35,"Optimal",3.978,23.7448,838,18,"abl_length"
"auto",2,0.01,0.025,0.979,0,0.0071,0.3357,"Optimal",3.924,23.7311,838,18,"abl_mod"
"auto",2,0.999,0.025,0.979,0,0.1643,0.2571,"Optimal",0.33,20.0139,838,11,"abl_acc"
"auto",2,0.01,0.999,0.2028,0,0,0,"Optimal",0.163,19.81,838,1,"abl_min_cov"
"auto",2,0.01,0.025,0.979,0,0.0071,0.3143,"Optimal",4.401,24.1148,838,18,"abl_max_cov"
"auto",2,0.01,0.025,0.979,0,0.0071,0.3143,"Optimal",5.521,25.0678,838,18,"abl_overlap"
"auto",2,0.01,0.025,0.979,0,0.0071,0.25,"Optimal",4.94,88.1544,3495,17,"abl_preselect"
"auto",3,0.01,0.025,0.979,0,0.0071,0.2786,"Optimal",5.372,24.6315,821,19,"no_abl"
"auto",3,0.01,0.025,0.979,0,0.0071,0.4071,"Optimal",3.465,22.7614,821,19,"abl_conf"
"auto",3,0.01,0.025,0.979,0,0.0071,0.1929,"Optimal",1.691,21.256,821,19,"abl_supp"
"auto",3,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",2.342,21.8185,821,19,"abl_length"
"auto",3,0.01,0.025,0.979,0,0.0071,0.3,"Optimal",2.861,22.2868,821,19,"abl_mod"
"auto",3,0.999,0.025,0.979,0,0.15,0.1786,"Optimal",0.268,19.9539,821,11,"abl_acc"
"auto",3,0.01,0.999,0.1888,0,0,0,"Optimal",0.147,19.5255,821,1,"abl_min_cov"
"auto",3,0.01,0.025,0.979,0,0.0071,0.2786,"Optimal",2.791,22.3842,821,19,"abl_max_cov"
"auto",3,0.01,0.025,0.979,0,0.0071,0.2786,"Optimal",2.955,22.191,821,19,"abl_overlap"
"auto",3,0.01,0.025,0.979,0,0.0071,0.2929,"Optimal",8.472,91.1542,3553,18,"abl_preselect"
"auto",4,0.01,0.025,0.979,0,0.0071,0.3929,"Optimal",1.092,18.9937,764,18,"no_abl"
"auto",4,0.01,0.025,0.979,0,0.0071,0.3857,"Optimal",1.3,19.2451,764,18,"abl_conf"
"auto",4,0.01,0.025,0.979,0,0.0071,0.2786,"Optimal",1.02,19.056,764,18,"abl_supp"
"auto",4,0.01,0.025,0.979,0,0.0071,0.3786,"Optimal",2.231,20.1071,764,18,"abl_length"
"auto",4,0.01,0.025,0.979,0,0.0071,0.3929,"Optimal",1.111,18.9204,764,18,"abl_mod"
"auto",4,0.999,0.025,0.979,0,0.1929,0.2786,"Optimal",0.247,18.2129,764,11,"abl_acc"
"auto",4,0.01,0.999,0.2168,0,0,0,"Optimal",0.11,17.9835,764,1,"abl_min_cov"
"auto",4,0.01,0.025,0.979,0,0.0071,0.3929,"Optimal",1.57,19.4442,764,18,"abl_max_cov"
"auto",4,0.01,0.025,0.979,0,0.0071,0.3929,"Optimal",1.143,18.8432,764,18,"abl_overlap"
"auto",4,0.01,0.025,0.979,0,0.0071,0.3929,"Optimal",5.342,90,3603,18,"abl_preselect"
"auto",5,0.01,0.025,0.979,0,0.0071,0.2714,"Optimal",10.546,27.9136,747,21,"no_abl"
"auto",5,0.01,0.025,0.979,0,0.0071,0.45,"Optimal",8.047,25.7581,747,21,"abl_conf"
"auto",5,0.01,0.025,0.979,0,0.0071,0.2071,"Optimal",7.717,25.4729,747,21,"abl_supp"
"auto",5,0.01,0.025,0.979,0,0.0071,0.45,"Optimal",6.618,24.0113,747,21,"abl_length"
"auto",5,0.01,0.025,0.979,0,0.0071,0.2929,"Optimal",6.961,24.6998,747,21,"abl_mod"
"auto",5,0.999,0.025,0.979,0,0.1357,0.2786,"Optimal",0.634,18.1856,747,11,"abl_acc"
"auto",5,0.01,0.999,0.1259,0,0,0,"Optimal",0.107,17.6413,747,1,"abl_min_cov"
"auto",5,0.01,0.025,0.979,0,0.0071,0.2714,"Optimal",10.951,28.7284,747,21,"abl_max_cov"
"auto",5,0.01,0.025,0.979,0,0.0071,0.2714,"Optimal",6.443,24.0846,747,21,"abl_overlap"
"auto",5,0.01,0.025,0.979,0,0.0071,0.2357,"Optimal",13.919,96.9756,3533,19,"abl_preselect"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",4.854,22.967,781,20,"no_abl"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3286,"Optimal",5.898,24.0618,781,20,"abl_conf"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3071,"Optimal",6.027,24.5483,781,20,"abl_supp"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3571,"Optimal",7.634,26.3497,781,20,"abl_length"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3643,"Optimal",7.065,25.3129,781,20,"abl_mod"
"auto",6,0.999,0.025,0.979,0,0.1214,0.3071,"Optimal",0.2,18.4941,781,10,"abl_acc"
"auto",6,0.01,0.999,0.1678,0,0,0,"Optimal",0.108,18.2886,781,1,"abl_min_cov"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",8.941,27.2582,781,20,"abl_max_cov"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",6.134,24.6289,781,20,"abl_overlap"
"auto",6,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",17.371,101.3182,3597,19,"abl_preselect"
"auto",7,0.01,0.025,0.979,0,0.0071,0.4214,"Optimal",1.444,20.6999,818,19,"no_abl"
"auto",7,0.01,0.025,0.979,0,0.0071,0.4214,"Optimal",1.457,20.703,818,19,"abl_conf"
"auto",7,0.01,0.025,0.979,0,0.0071,0.2286,"Optimal",2.507,21.9504,818,19,"abl_supp"
"auto",7,0.01,0.025,0.979,0,0.0071,0.4286,"Optimal",1.554,21.1405,818,19,"abl_length"
"auto",7,0.01,0.025,0.979,0,0.0071,0.4214,"Optimal",1.67,21.0518,818,19,"abl_mod"
"auto",7,0.999,0.025,0.979,0,0.1429,0.1786,"Optimal",0.306,19.5483,818,11,"abl_acc"
"auto",7,0.01,0.999,0.1608,0,0,0,"Optimal",0.148,19.7038,818,1,"abl_min_cov"
"auto",7,0.01,0.025,0.979,0,0.0071,0.4214,"Optimal",2.266,21.5019,818,19,"abl_max_cov"
"auto",7,0.01,0.025,0.979,0,0.0071,0.4214,"Optimal",1.865,21.0495,818,19,"abl_overlap"
"auto",7,0.01,0.025,0.979,0,0.0071,0.4214,"Optimal",9.988,93.2523,3544,19,"abl_preselect"
"auto",8,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",4.236,22.2116,774,19,"no_abl"
"auto",8,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",5.624,23.9901,774,19,"abl_conf"
"auto",8,0.01,0.025,0.979,0,0.0071,0.2429,"Optimal",5.721,23.8764,774,19,"abl_supp"
"auto",8,0.01,0.025,0.979,0,0.0071,0.3929,"Optimal",6.291,24.5918,774,19,"abl_length"
"auto",8,0.01,0.025,0.979,0,0.0071,0.3643,"Optimal",3.779,22.0478,774,19,"abl_mod"
"auto",8,0.999,0.025,0.979,0,0.1643,0.3,"Optimal",0.96,19.2023,774,12,"abl_acc"
"auto",8,0.01,0.999,0.1049,0,0,0,"Optimal",0.096,18.3598,774,1,"abl_min_cov"
"auto",8,0.01,0.025,0.979,0,0.0071,0.2929,"Optimal",4.594,22.6781,774,19,"abl_max_cov"
"auto",8,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",3.592,21.9525,774,19,"abl_overlap"
"auto",8,0.01,0.025,0.979,0,0.0071,0.2643,"Optimal",10.146,91.8012,3508,18,"abl_preselect"
"auto",9,0.01,0.025,0.979,0,0.0071,0.35,"Optimal",4.2,23.1859,806,17,"no_abl"
"auto",9,0.01,0.025,0.979,0,0.0071,0.35,"Optimal",8.442,27.2655,806,17,"abl_conf"
"auto",9,0.01,0.025,0.979,0,0.0071,0.1643,"Optimal",3.083,21.9678,806,17,"abl_supp"
"auto",9,0.01,0.025,0.979,0,0.0071,0.3,"Optimal",4.621,23.5078,806,17,"abl_length"
"auto",9,0.01,0.025,0.979,0,0.0071,0.3571,"Optimal",6.214,25.2215,806,17,"abl_mod"
"auto",9,0.999,0.025,0.979,0,0.15,0.3857,"Optimal",2.417,21.4157,806,11,"abl_acc"
"auto",9,0.01,0.999,0.1818,0,0,0,"Optimal",0.142,19.1788,806,1,"abl_min_cov"
"auto",9,0.01,0.025,0.979,0,0.0071,0.3429,"Optimal",6.981,26.0149,806,17,"abl_max_cov"
"auto",9,0.01,0.025,0.979,0,0.0071,0.35,"Optimal",7.623,26.5642,806,17,"abl_overlap"
"auto",9,0.01,0.025,0.979,0,0.0071,0.2786,"Optimal",3.766,81.1597,3326,16,"abl_preselect"
"auto",10,0.01,0.025,0.979,0,0.0071,0.4071,"Optimal",2.935,19.9792,736,19,"no_abl"
"auto",10,0.01,0.025,0.979,0,0.0071,0.4286,"Optimal",8.134,25.4341,736,19,"abl_conf"
"auto",10,0.01,0.025,0.979,0,0.0071,0.15,"Optimal",1.462,18.6004,736,19,"abl_supp"
"auto",10,0.01,0.025,0.979,0,0.0071,0.4071,"Optimal",3.322,20.4928,736,19,"abl_length"
"auto",10,0.01,0.025,0.979,0,0.0071,0.4071,"Optimal",3.072,20.4938,736,19,"abl_mod"
"auto",10,0.999,0.025,0.979,0,0.1429,0.3571,"Optimal",0.985,18.2361,736,12,"abl_acc"
"auto",10,0.01,0.999,0.1818,0,0,0,"Optimal",0.1,17.6149,736,1,"abl_min_cov"
"auto",10,0.01,0.025,0.979,0,0.0071,0.4071,"Optimal",3.816,20.9869,736,19,"abl_max_cov"
"auto",10,0.01,0.025,0.979,0,0.0071,0.4071,"Optimal",3.562,20.9313,736,19,"abl_overlap"
"auto",10,0.01,0.025,0.979,0,0.0071,0.4071,"Optimal",19.911,105.019,3624,19,"abl_preselect"
