"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"derma",1,100,2399,432,9,8,"no_abl"
"derma",1,100,2399,432,9,8,"abl_conf"
"derma",1,100,2399,432,9,8,"abl_supp"
"derma",1,100,2399,432,9,8,"abl_length"
"derma",1,100,2399,432,9,8,"abl_mod"
"derma",1,100,2399,432,9,7,"abl_acc"
"derma",1,100,2399,432,1,1,"abl_min_cov"
"derma",1,100,2399,432,9,8,"abl_max_cov"
"derma",1,100,2399,432,9,8,"abl_overlap"
"derma",1,100,2399,2327,7,7,"abl_preselect"
"derma",2,100,2503,517,10,8,"no_abl"
"derma",2,100,2503,517,10,8,"abl_conf"
"derma",2,100,2503,517,10,8,"abl_supp"
"derma",2,100,2503,517,10,8,"abl_length"
"derma",2,100,2503,517,10,8,"abl_mod"
"derma",2,100,2503,517,7,7,"abl_acc"
"derma",2,100,2503,517,1,1,"abl_min_cov"
"derma",2,100,2503,517,10,8,"abl_max_cov"
"derma",2,100,2503,517,10,8,"abl_overlap"
"derma",2,100,2503,2436,8,8,"abl_preselect"
"derma",3,100,2533,508,11,10,"no_abl"
"derma",3,100,2533,508,11,10,"abl_conf"
"derma",3,100,2533,508,11,10,"abl_supp"
"derma",3,100,2533,508,11,10,"abl_length"
"derma",3,100,2533,508,11,10,"abl_mod"
"derma",3,100,2533,508,10,9,"abl_acc"
"derma",3,100,2533,508,1,1,"abl_min_cov"
"derma",3,100,2533,508,11,10,"abl_max_cov"
"derma",3,100,2533,508,11,10,"abl_overlap"
"derma",3,100,2533,2472,9,9,"abl_preselect"
"derma",4,100,2517,483,11,10,"no_abl"
"derma",4,100,2517,483,11,10,"abl_conf"
"derma",4,100,2517,483,11,10,"abl_supp"
"derma",4,100,2517,483,11,10,"abl_length"
"derma",4,100,2517,483,11,10,"abl_mod"
"derma",4,100,2517,483,9,9,"abl_acc"
"derma",4,100,2517,483,1,1,"abl_min_cov"
"derma",4,100,2517,483,11,10,"abl_max_cov"
"derma",4,100,2517,483,11,10,"abl_overlap"
"derma",4,100,2517,2457,8,8,"abl_preselect"
"derma",5,100,2539,507,10,10,"no_abl"
"derma",5,100,2539,507,10,10,"abl_conf"
"derma",5,100,2539,507,10,10,"abl_supp"
"derma",5,100,2539,507,10,10,"abl_length"
"derma",5,100,2539,507,10,10,"abl_mod"
"derma",5,100,2539,507,10,9,"abl_acc"
"derma",5,100,2539,507,1,1,"abl_min_cov"
"derma",5,100,2539,507,10,10,"abl_max_cov"
"derma",5,100,2539,507,10,10,"abl_overlap"
"derma",5,100,2539,2482,8,8,"abl_preselect"
"derma",6,100,2639,569,9,8,"no_abl"
"derma",6,100,2639,569,9,8,"abl_conf"
"derma",6,100,2639,569,9,9,"abl_supp"
"derma",6,100,2639,569,9,8,"abl_length"
"derma",6,100,2639,569,9,8,"abl_mod"
"derma",6,100,2639,569,8,8,"abl_acc"
"derma",6,100,2639,569,1,1,"abl_min_cov"
"derma",6,100,2639,569,9,8,"abl_max_cov"
"derma",6,100,2639,569,9,8,"abl_overlap"
"derma",6,100,2639,2590,8,8,"abl_preselect"
"derma",7,100,2527,496,10,8,"no_abl"
"derma",7,100,2527,496,10,9,"abl_conf"
"derma",7,100,2527,496,10,8,"abl_supp"
"derma",7,100,2527,496,10,8,"abl_length"
"derma",7,100,2527,496,10,8,"abl_mod"
"derma",7,100,2527,496,9,8,"abl_acc"
"derma",7,100,2527,496,1,1,"abl_min_cov"
"derma",7,100,2527,496,10,8,"abl_max_cov"
"derma",7,100,2527,496,10,8,"abl_overlap"
"derma",7,100,2527,2468,8,8,"abl_preselect"
"derma",8,100,2435,458,9,9,"no_abl"
"derma",8,100,2435,458,9,9,"abl_conf"
"derma",8,100,2435,458,9,9,"abl_supp"
"derma",8,100,2435,458,9,9,"abl_length"
"derma",8,100,2435,458,9,9,"abl_mod"
"derma",8,100,2435,458,8,8,"abl_acc"
"derma",8,100,2435,458,1,1,"abl_min_cov"
"derma",8,100,2435,458,9,9,"abl_max_cov"
"derma",8,100,2435,458,9,9,"abl_overlap"
"derma",8,100,2435,2385,7,7,"abl_preselect"
"derma",9,100,2599,516,11,9,"no_abl"
"derma",9,100,2599,516,11,9,"abl_conf"
"derma",9,100,2599,516,11,10,"abl_supp"
"derma",9,100,2599,516,11,10,"abl_length"
"derma",9,100,2599,516,11,9,"abl_mod"
"derma",9,100,2599,516,9,9,"abl_acc"
"derma",9,100,2599,516,1,1,"abl_min_cov"
"derma",9,100,2599,516,9,8,"abl_max_cov"
"derma",9,100,2599,516,11,10,"abl_overlap"
"derma",9,100,2599,2543,9,9,"abl_preselect"
"derma",10,100,2237,424,9,8,"no_abl"
"derma",10,100,2237,424,9,8,"abl_conf"
"derma",10,100,2237,424,9,8,"abl_supp"
"derma",10,100,2237,424,9,8,"abl_length"
"derma",10,100,2237,424,9,8,"abl_mod"
"derma",10,100,2237,424,7,7,"abl_acc"
"derma",10,100,2237,424,1,1,"abl_min_cov"
"derma",10,100,2237,424,9,8,"abl_max_cov"
"derma",10,100,2237,424,9,8,"abl_overlap"
"derma",10,100,2237,2170,8,8,"abl_preselect"
