"data","iter","PS_rules","Opt_rules","abl_model","NA"
"titatnic",1,"-1","1","no_abl",NA
"titatnic",1,"-1","1","abl_conf",NA
"titatnic",1,"-1","1","abl_supp",NA
"titatnic",1,"-1","1","abl_length",NA
"titatnic",1,"-1","1","abl_mod",NA
"titatnic",1,"-1","1","abl_acc",NA
"titatnic",1,"-1","1","abl_min_cov",NA
"titatnic",1,"-1","1","abl_max_cov",NA
"titatnic",1,"-1","1","abl_overlap",NA
"titatnic",1,"-1","1","abl_preselect",NA
"titatnic",2,"-1","1","no_abl",NA
"titatnic",2,"-1","1","abl_conf",NA
"titatnic",2,"-1","1","abl_supp",NA
"titatnic",2,"-1","1","abl_length",NA
"titatnic",2,"-1","1","abl_mod",NA
"titatnic",2,"-1","1","abl_acc",NA
"titatnic",2,"-1","1","abl_min_cov",NA
"titatnic",2,"-1","1","abl_max_cov",NA
"titatnic",2,"-1","1","abl_overlap",NA
"titatnic",2,"-1","1","abl_preselect",NA
"titatnic",3,"-1","1","no_abl",NA
"titatnic",3,"-1","1","abl_conf",NA
"titatnic",3,"-1","1","abl_supp",NA
"titatnic",3,"-1","1","abl_length",NA
"titatnic",3,"-1","1","abl_mod",NA
"titatnic",3,"-1","1","abl_acc",NA
"titatnic",3,"-1","1","abl_min_cov",NA
"titatnic",3,"-1","1","abl_max_cov",NA
"titatnic",3,"-1","1","abl_overlap",NA
"titatnic",3,"-1","-1","abl_preselect",NA
"titatnic",4,"-1","1","no_abl",NA
"titatnic",4,"-1","1","abl_conf",NA
"titatnic",4,"-1","1","abl_supp",NA
"titatnic",4,"-1","1","abl_length",NA
"titatnic",4,"-1","1","abl_mod",NA
"titatnic",4,"-1","1","abl_acc",NA
"titatnic",4,"-1","1","abl_min_cov",NA
"titatnic",4,"-1","1","abl_max_cov",NA
"titatnic",4,"-1","1","abl_overlap",NA
"titatnic",4,"-1","-1","abl_preselect",NA
"titatnic",5,"-1","1","no_abl",NA
"titatnic",5,"-1","1","abl_conf",NA
"titatnic",5,"-1","1","abl_supp",NA
"titatnic",5,"-1","1","abl_length",NA
"titatnic",5,"-1","1","abl_mod",NA
"titatnic",5,"-1","1","abl_acc",NA
"titatnic",5,"-1","1","abl_min_cov",NA
"titatnic",5,"-1","1","abl_max_cov",NA
"titatnic",5,"-1","1","abl_overlap",NA
"titatnic",5,"-1","1","abl_preselect",NA
"titatnic",6,"-1","1","no_abl",NA
"titatnic",6,"-1","1","abl_conf",NA
"titatnic",6,"-1","1","abl_supp",NA
"titatnic",6,"-1","1","abl_length",NA
"titatnic",6,"-1","1","abl_mod",NA
"titatnic",6,"-1","1","abl_acc",NA
"titatnic",6,"-1","1","abl_min_cov",NA
"titatnic",6,"-1","1","abl_max_cov",NA
"titatnic",6,"-1","1","abl_overlap",NA
"titatnic",6,"-1","1","abl_preselect",NA
"titatnic",7,"-1","-1","no_abl",NA
"titatnic",7,"-1","-1","abl_conf",NA
"titatnic",7,"-1","1","abl_supp",NA
"titatnic",7,"-1","-1","abl_length",NA
"titatnic",7,"-1","-1","abl_mod",NA
"titatnic",7,"-1","1","abl_acc",NA
"titatnic",7,"-1","1","abl_min_cov",NA
"titatnic",7,"-1","-1","abl_max_cov",NA
"titatnic",7,"-1","-1","abl_overlap",NA
"titatnic",7,"-1","1","abl_preselect",NA
"titatnic",8,"-1","1","no_abl",NA
"titatnic",8,"-1","1","abl_conf",NA
"titatnic",8,"-1","1","abl_supp",NA
"titatnic",8,"-1","1","abl_length",NA
"titatnic",8,"-1","1","abl_mod",NA
"titatnic",8,"-1","1","abl_acc",NA
"titatnic",8,"-1","1","abl_min_cov",NA
"titatnic",8,"-1","1","abl_max_cov",NA
"titatnic",8,"-1","1","abl_overlap",NA
"titatnic",8,"-1","1","abl_preselect",NA
"titatnic",9,"-1","1","no_abl",NA
"titatnic",9,"-1","1","abl_conf",NA
"titatnic",9,"-1","1","abl_supp",NA
"titatnic",9,"-1","1","abl_length",NA
"titatnic",9,"-1","1","abl_mod",NA
"titatnic",9,"-1","1","abl_acc",NA
"titatnic",9,"-1","1","abl_min_cov",NA
"titatnic",9,"-1","1","abl_max_cov",NA
"titatnic",9,"-1","1","abl_overlap",NA
"titatnic",9,"-1","1","abl_preselect",NA
"titatnic",10,"-1","1","no_abl",NA
"titatnic",10,"-1","1","abl_conf",NA
"titatnic",10,"-1","-1","abl_supp",NA
"titatnic",10,"-1","1","abl_length",NA
"titatnic",10,"-1","1","abl_mod",NA
"titatnic",10,"-1","1","abl_acc",NA
"titatnic",10,"-1","1","abl_min_cov",NA
"titatnic",10,"-1","1","abl_max_cov",NA
"titatnic",10,"-1","1","abl_overlap",NA
"titatnic",10,"-1","1","abl_preselect",NA
