"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"wine",1,1.0802,2.8493,4.2238,0.681,8.8054,"no_abl"
"wine",1,1.0802,2.8493,4.2238,0.904,9.2555,"abl_conf"
"wine",1,1.0802,2.8493,4.2238,0.695,9.0502,"abl_supp"
"wine",1,1.0802,2.8493,4.2238,0.871,9.2969,"abl_length"
"wine",1,1.0802,2.8493,4.2238,0.76,9.2909,"abl_mod"
"wine",1,1.0802,2.8493,4.2238,0.252,8.7074,"abl_acc"
"wine",1,1.0802,2.8493,4.2238,0.09,8.5902,"abl_min_cov"
"wine",1,1.0802,2.8493,4.2238,0.788,9.1873,"abl_max_cov"
"wine",1,1.0802,2.8493,4.2238,0.843,9.3218,"abl_overlap"
"wine",1,1.0802,1.5193,11.4733,1.828,22.5188,"abl_preselect"
"wine",2,0.9338,2.797,4.821,0.374,10.0646,"no_abl"
"wine",2,0.9338,2.797,4.821,0.521,10.4161,"abl_conf"
"wine",2,0.9338,2.797,4.821,0.328,10.1298,"abl_supp"
"wine",2,0.9338,2.797,4.821,0.482,10.338,"abl_length"
"wine",2,0.9338,2.797,4.821,0.329,10.1689,"abl_mod"
"wine",2,0.9338,2.797,4.821,0.26,10.0687,"abl_acc"
"wine",2,0.9338,2.797,4.821,0.154,9.917,"abl_min_cov"
"wine",2,0.9338,2.797,4.821,0.997,10.8503,"abl_max_cov"
"wine",2,0.9338,2.797,4.821,0.529,10.3427,"abl_overlap"
"wine",2,0.9338,1.6128,11.2558,0.845,23.596,"abl_preselect"
"wine",3,1.0344,2.9961,5.1751,1.48,11.5767,"no_abl"
"wine",3,1.0344,2.9961,5.1751,1.323,11.5928,"abl_conf"
"wine",3,1.0344,2.9961,5.1751,1.274,11.5011,"abl_supp"
"wine",3,1.0344,2.9961,5.1751,1.526,11.7556,"abl_length"
"wine",3,1.0344,2.9961,5.1751,1.293,11.4563,"abl_mod"
"wine",3,1.0344,2.9961,5.1751,0.248,10.4325,"abl_acc"
"wine",3,1.0344,2.9961,5.1751,0.135,10.3888,"abl_min_cov"
"wine",3,1.0344,2.9961,5.1751,2.06,12.246,"abl_max_cov"
"wine",3,1.0344,2.9961,5.1751,1.365,11.5784,"abl_overlap"
"wine",3,1.0344,1.7046,12.3761,1.795,26,"abl_preselect"
"wine",4,1.0426,3.0207,5.2041,1.774,12.5217,"no_abl"
"wine",4,1.0426,3.0207,5.2041,1.473,12.1899,"abl_conf"
"wine",4,1.0426,3.0207,5.2041,1.584,12.3558,"abl_supp"
"wine",4,1.0426,3.0207,5.2041,1.703,12.4259,"abl_length"
"wine",4,1.0426,3.0207,5.2041,1.408,12.1875,"abl_mod"
"wine",4,1.0426,3.0207,5.2041,0.439,11.1304,"abl_acc"
"wine",4,1.0426,3.0207,5.2041,0.153,10.8766,"abl_min_cov"
"wine",4,1.0426,3.0207,5.2041,1.711,12.5183,"abl_max_cov"
"wine",4,1.0426,3.0207,5.2041,1.538,12.2526,"abl_overlap"
"wine",4,1.0426,1.6835,12.1385,2.58,27.0981,"abl_preselect"
"wine",5,1.0188,3.0129,5.0669,1.763,12.3029,"no_abl"
"wine",5,1.0188,3.0129,5.0669,1.723,12.2301,"abl_conf"
"wine",5,1.0188,3.0129,5.0669,2.282,12.8066,"abl_supp"
"wine",5,1.0188,3.0129,5.0669,1.966,12.5265,"abl_length"
"wine",5,1.0188,3.0129,5.0669,1.667,12.2586,"abl_mod"
"wine",5,1.0188,3.0129,5.0669,0.369,10.8839,"abl_acc"
"wine",5,1.0188,3.0129,5.0669,0.166,10.6575,"abl_min_cov"
"wine",5,1.0188,3.0129,5.0669,2.168,12.6085,"abl_max_cov"
"wine",5,1.0188,3.0129,5.0669,1.712,12.3002,"abl_overlap"
"wine",5,1.0188,1.6599,11.9246,2.706,26.8612,"abl_preselect"
"wine",6,0.9496,2.8302,4.9742,1.581,11.8226,"no_abl"
"wine",6,0.9496,2.8302,4.9742,1.535,11.7598,"abl_conf"
"wine",6,0.9496,2.8302,4.9742,1.67,11.927,"abl_supp"
"wine",6,0.9496,2.8302,4.9742,1.792,12.1218,"abl_length"
"wine",6,0.9496,2.8302,4.9742,1.316,11.5035,"abl_mod"
"wine",6,0.9496,2.8302,4.9742,0.075,10.3591,"abl_acc"
"wine",6,0.9496,2.8302,4.9742,0.189,10.4611,"abl_min_cov"
"wine",6,0.9496,2.8302,4.9742,1.861,12.1894,"abl_max_cov"
"wine",6,0.9496,2.8302,4.9742,1.64,11.938,"abl_overlap"
"wine",6,0.9496,1.6297,11.3988,1.86,24.8322,"abl_preselect"
"wine",7,1.0527,2.8484,4.9856,1.757,11.9672,"no_abl"
"wine",7,1.0527,2.8484,4.9856,1.39,11.5918,"abl_conf"
"wine",7,1.0527,2.8484,4.9856,1.929,12.1267,"abl_supp"
"wine",7,1.0527,2.8484,4.9856,2,12.1995,"abl_length"
"wine",7,1.0527,2.8484,4.9856,2.18,12.4326,"abl_mod"
"wine",7,1.0527,2.8484,4.9856,0.086,10.2782,"abl_acc"
"wine",7,1.0527,2.8484,4.9856,0.143,10.3213,"abl_min_cov"
"wine",7,1.0527,2.8484,4.9856,2.27,12.4555,"abl_max_cov"
"wine",7,1.0527,2.8484,4.9856,1.627,11.8828,"abl_overlap"
"wine",7,1.0527,1.6762,11.6682,2.279,25.9324,"abl_preselect"
"wine",8,0.9804,2.9076,5.269,1.613,12.3291,"no_abl"
"wine",8,0.9804,2.9076,5.269,1.959,12.6347,"abl_conf"
"wine",8,0.9804,2.9076,5.269,1.634,12.2741,"abl_supp"
"wine",8,0.9804,2.9076,5.269,1.754,12.5295,"abl_length"
"wine",8,0.9804,2.9076,5.269,1.167,12.0289,"abl_mod"
"wine",8,0.9804,2.9076,5.269,0.321,11.0928,"abl_acc"
"wine",8,0.9804,2.9076,5.269,0.183,10.8625,"abl_min_cov"
"wine",8,0.9804,2.9076,5.269,1.572,12.2723,"abl_max_cov"
"wine",8,0.9804,2.9076,5.269,1.215,11.9939,"abl_overlap"
"wine",8,0.9804,1.819,11.257,2.758,25.9799,"abl_preselect"
"wine",9,1.0422,3.1418,5.555,1.606,12.9494,"no_abl"
"wine",9,1.0422,3.1418,5.555,1.898,13.1641,"abl_conf"
"wine",9,1.0422,3.1418,5.555,0.751,12.0407,"abl_supp"
"wine",9,1.0422,3.1418,5.555,1.645,12.9042,"abl_length"
"wine",9,1.0422,3.1418,5.555,1.495,12.689,"abl_mod"
"wine",9,1.0422,3.1418,5.555,0.153,11.4029,"abl_acc"
"wine",9,1.0422,3.1418,5.555,0.127,11.5292,"abl_min_cov"
"wine",9,1.0422,3.1418,5.555,1.616,12.8026,"abl_max_cov"
"wine",9,1.0422,3.1418,5.555,1.615,12.8987,"abl_overlap"
"wine",9,1.0422,1.679,12.2628,2.406,27.0501,"abl_preselect"
"wine",10,1.2717,3.1388,5.4326,1.453,12.5363,"no_abl"
"wine",10,1.2717,3.1388,5.4326,1.009,12.1174,"abl_conf"
"wine",10,1.2717,3.1388,5.4326,0.723,11.7743,"abl_supp"
"wine",10,1.2717,3.1388,5.4326,1.21,12.321,"abl_length"
"wine",10,1.2717,3.1388,5.4326,0.985,12.1056,"abl_mod"
"wine",10,1.2717,3.1388,5.4326,0.242,11.3896,"abl_acc"
"wine",10,1.2717,3.1388,5.4326,0.159,11.2052,"abl_min_cov"
"wine",10,1.2717,3.1388,5.4326,1.029,12.1536,"abl_max_cov"
"wine",10,1.2717,3.1388,5.4326,0.888,11.8755,"abl_overlap"
"wine",10,1.2717,1.8234,12.9907,1.426,27.3699,"abl_preselect"
