"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"Iris",1,0.6398,0.9607,1.5577,0.243,2.5351,"no_abl"
"Iris",1,0.6398,0.9607,1.5577,0.183,2.3419,"abl_conf"
"Iris",1,0.6398,0.9607,1.5577,0.167,2.3157,"abl_supp"
"Iris",1,0.6398,0.9607,1.5577,0.158,2.3384,"abl_length"
"Iris",1,0.6398,0.9607,1.5577,0.141,2.3073,"abl_mod"
"Iris",1,0.6398,0.9607,1.5577,0.022,2.2286,"abl_acc"
"Iris",1,0.6398,0.9607,1.5577,0.033,2.1655,"abl_min_cov"
"Iris",1,0.6398,0.9607,1.5577,0.155,2.3266,"abl_max_cov"
"Iris",1,0.6398,0.9607,1.5577,0.135,2.3033,"abl_overlap"
"Iris",1,0.6398,0.4078,3.3229,0.256,6.9417,"abl_preselect"
"Iris",2,0.368,0.6133,1.0077,0.017,1.9027,"no_abl"
"Iris",2,0.368,0.6133,1.0077,0.039,1.9502,"abl_conf"
"Iris",2,0.368,0.6133,1.0077,0.02,1.9239,"abl_supp"
"Iris",2,0.368,0.6133,1.0077,0.017,1.9059,"abl_length"
"Iris",2,0.368,0.6133,1.0077,0.017,1.928,"abl_mod"
"Iris",2,0.368,0.6133,1.0077,0.016,1.9886,"abl_acc"
"Iris",2,0.368,0.6133,1.0077,0.025,1.902,"abl_min_cov"
"Iris",2,0.368,0.6133,1.0077,0.018,1.9623,"abl_max_cov"
"Iris",2,0.368,0.6133,1.0077,0.017,1.931,"abl_overlap"
"Iris",2,0.368,0.2627,2.5922,0.092,5.2988,"abl_preselect"
"Iris",3,0.5143,0.8417,1.3109,0.044,2.4843,"no_abl"
"Iris",3,0.5143,0.8417,1.3109,0.07,2.4854,"abl_conf"
"Iris",3,0.5143,0.8417,1.3109,0.034,2.4674,"abl_supp"
"Iris",3,0.5143,0.8417,1.3109,0.06,2.4734,"abl_length"
"Iris",3,0.5143,0.8417,1.3109,0.046,2.483,"abl_mod"
"Iris",3,0.5143,0.8417,1.3109,0.016,2.4668,"abl_acc"
"Iris",3,0.5143,0.8417,1.3109,0.027,2.4403,"abl_min_cov"
"Iris",3,0.5143,0.8417,1.3109,0.05,2.5122,"abl_max_cov"
"Iris",3,0.5143,0.8417,1.3109,0.038,2.4556,"abl_overlap"
"Iris",3,0.5143,0.3917,3.8795,0.14,8.0601,"abl_preselect"
"Iris",4,0.5285,0.8472,1.3242,0.399,2.906,"no_abl"
"Iris",4,0.5285,0.8472,1.3242,0.349,2.8934,"abl_conf"
"Iris",4,0.5285,0.8472,1.3242,0.183,2.7166,"abl_supp"
"Iris",4,0.5285,0.8472,1.3242,0.341,2.8959,"abl_length"
"Iris",4,0.5285,0.8472,1.3242,0.395,2.8729,"abl_mod"
"Iris",4,0.5285,0.8472,1.3242,0.018,2.5058,"abl_acc"
"Iris",4,0.5285,0.8472,1.3242,0.032,2.4998,"abl_min_cov"
"Iris",4,0.5285,0.8472,1.3242,0.295,2.8342,"abl_max_cov"
"Iris",4,0.5285,0.8472,1.3242,0.345,2.8164,"abl_overlap"
"Iris",4,0.5285,0.4212,4.0005,0.285,8.0781,"abl_preselect"
"Iris",5,0.4697,0.7436,1.1445,0.026,2.3129,"no_abl"
"Iris",5,0.4697,0.7436,1.1445,0.036,2.3328,"abl_conf"
"Iris",5,0.4697,0.7436,1.1445,0.024,2.3149,"abl_supp"
"Iris",5,0.4697,0.7436,1.1445,0.017,2.3018,"abl_length"
"Iris",5,0.4697,0.7436,1.1445,0.018,2.2918,"abl_mod"
"Iris",5,0.4697,0.7436,1.1445,0.02,2.3114,"abl_acc"
"Iris",5,0.4697,0.7436,1.1445,0.03,2.3325,"abl_min_cov"
"Iris",5,0.4697,0.7436,1.1445,0.026,2.331,"abl_max_cov"
"Iris",5,0.4697,0.7436,1.1445,0.027,2.3976,"abl_overlap"
"Iris",5,0.4697,0.3533,3.4937,0.067,7.4692,"abl_preselect"
"Iris",6,0.5057,0.7611,1.2971,0.024,2.59,"no_abl"
"Iris",6,0.5057,0.7611,1.2971,0.034,2.6367,"abl_conf"
"Iris",6,0.5057,0.7611,1.2971,0.024,2.6214,"abl_supp"
"Iris",6,0.5057,0.7611,1.2971,0.024,2.5765,"abl_length"
"Iris",6,0.5057,0.7611,1.2971,0.024,2.6121,"abl_mod"
"Iris",6,0.5057,0.7611,1.2971,0.019,2.593,"abl_acc"
"Iris",6,0.5057,0.7611,1.2971,0.031,2.5923,"abl_min_cov"
"Iris",6,0.5057,0.7611,1.2971,0.023,2.571,"abl_max_cov"
"Iris",6,0.5057,0.7611,1.2971,0.025,2.5649,"abl_overlap"
"Iris",6,0.5057,0.3609,3.6252,0.047,7.352,"abl_preselect"
"Iris",7,0.4334,0.6817,1.0626,0.026,2.0734,"no_abl"
"Iris",7,0.4334,0.6817,1.0626,0.024,2.1143,"abl_conf"
"Iris",7,0.4334,0.6817,1.0626,0.022,2.0968,"abl_supp"
"Iris",7,0.4334,0.6817,1.0626,0.024,2.0854,"abl_length"
"Iris",7,0.4334,0.6817,1.0626,0.024,2.0915,"abl_mod"
"Iris",7,0.4334,0.6817,1.0626,0.019,2.0864,"abl_acc"
"Iris",7,0.4334,0.6817,1.0626,0.054,2.1248,"abl_min_cov"
"Iris",7,0.4334,0.6817,1.0626,0.027,2.0965,"abl_max_cov"
"Iris",7,0.4334,0.6817,1.0626,0.024,2.1143,"abl_overlap"
"Iris",7,0.4334,0.2965,2.9186,0.068,6.1407,"abl_preselect"
"Iris",8,0.537,0.8045,1.2251,0.045,2.4216,"no_abl"
"Iris",8,0.537,0.8045,1.2251,0.05,2.4545,"abl_conf"
"Iris",8,0.537,0.8045,1.2251,0.055,2.4738,"abl_supp"
"Iris",8,0.537,0.8045,1.2251,0.049,2.4774,"abl_length"
"Iris",8,0.537,0.8045,1.2251,0.049,2.4514,"abl_mod"
"Iris",8,0.537,0.8045,1.2251,0.02,2.4135,"abl_acc"
"Iris",8,0.537,0.8045,1.2251,0.03,2.4459,"abl_min_cov"
"Iris",8,0.537,0.8045,1.2251,0.067,2.4984,"abl_max_cov"
"Iris",8,0.537,0.8045,1.2251,0.042,2.4232,"abl_overlap"
"Iris",8,0.537,0.5795,3.6949,0.118,7.9445,"abl_preselect"
"Iris",9,0.5408,0.8403,1.3483,0.112,2.7908,"no_abl"
"Iris",9,0.5408,0.8403,1.3483,0.103,2.8245,"abl_conf"
"Iris",9,0.5408,0.8403,1.3483,0.104,2.8,"abl_supp"
"Iris",9,0.5408,0.8403,1.3483,0.095,2.7937,"abl_length"
"Iris",9,0.5408,0.8403,1.3483,0.112,2.8134,"abl_mod"
"Iris",9,0.5408,0.8403,1.3483,0.023,2.7472,"abl_acc"
"Iris",9,0.5408,0.8403,1.3483,0.031,2.7069,"abl_min_cov"
"Iris",9,0.5408,0.8403,1.3483,0.119,2.8393,"abl_max_cov"
"Iris",9,0.5408,0.8403,1.3483,0.105,2.8219,"abl_overlap"
