"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2,"no_abl"
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2,"no_abl"
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2,"abl_conf"
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2,"abl_conf"
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2,"abl_supp"
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2,"abl_supp"
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2,"abl_length"
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2,"abl_length"
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2,"abl_mod"
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2,"abl_mod"
"newthyroid",1,"OptimalRules",2,2,2,2,2,2,"abl_acc"
"newthyroid",1,"OPTSTEL",2,2,2,2,2,2,"abl_acc"
"newthyroid",1,"OptimalRules",4,4,4,4,4,4,"abl_min_cov"
"newthyroid",1,"OPTSTEL",4,4,4,4,4,4,"abl_min_cov"
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2,"abl_max_cov"
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2,"abl_max_cov"
"newthyroid",1,"OptimalRules",2.2,1,2,2,2,4,"abl_overlap"
"newthyroid",1,"OPTSTEL",2.2,1,2,2,2,4,"abl_overlap"
"newthyroid",1,"OptimalRules",1.8,1,2,2,2,2,"abl_preselect"
"newthyroid",1,"OPTSTEL",1.8,1,2,2,2,2,"abl_preselect"
"newthyroid",2,"OptimalRules",2.5,1,2,2.5,3,4,"no_abl"
"newthyroid",2,"OPTSTEL",2.5,1,2,2.5,3,4,"no_abl"
"newthyroid",2,"OptimalRules",2,1,2,2,2,3,"abl_conf"
"newthyroid",2,"OPTSTEL",2,1,2,2,2,3,"abl_conf"
"newthyroid",2,"OptimalRules",2.5,1,2,2,3.5,4,"abl_supp"
"newthyroid",2,"OPTSTEL",2.5,1,2,2,3.5,4,"abl_supp"
"newthyroid",2,"OptimalRules",2.5,1,2,2.5,3,4,"abl_length"
"newthyroid",2,"OPTSTEL",2.5,1,2,2.5,3,4,"abl_length"
"newthyroid",2,"OptimalRules",2.5,1,2,2.5,3,4,"abl_mod"
"newthyroid",2,"OPTSTEL",2.5,1,2,2.5,3,4,"abl_mod"
"newthyroid",2,"OptimalRules",2.75,2,2,2.5,3.25,4,"abl_acc"
"newthyroid",2,"OPTSTEL",2.67,2,2,2,3,4,"abl_acc"
"newthyroid",2,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"newthyroid",2,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"newthyroid",2,"OptimalRules",2.5,1,2,2.5,3,4,"abl_max_cov"
"newthyroid",2,"OPTSTEL",2.5,1,2,2.5,3,4,"abl_max_cov"
"newthyroid",2,"OptimalRules",2.33,1,2,2,2.75,4,"abl_overlap"
"newthyroid",2,"OPTSTEL",2.33,1,2,2,2.75,4,"abl_overlap"
"newthyroid",2,"OptimalRules",2.33,1,2,2,2.75,4,"abl_preselect"
"newthyroid",2,"OPTSTEL",2.33,1,2,2,2.75,4,"abl_preselect"
"newthyroid",3,"OptimalRules",2.33,1,2,2,2.75,4,"no_abl"
"newthyroid",3,"OPTSTEL",2.4,1,2,2,3,4,"no_abl"
"newthyroid",3,"OptimalRules",2.17,1,1.25,2,2.75,4,"abl_conf"
"newthyroid",3,"OPTSTEL",2.2,1,1,2,3,4,"abl_conf"
"newthyroid",3,"OptimalRules",2.33,1,2,2,2.75,4,"abl_supp"
"newthyroid",3,"OPTSTEL",2.4,1,2,2,3,4,"abl_supp"
"newthyroid",3,"OptimalRules",2.33,1,2,2,2.75,4,"abl_length"
"newthyroid",3,"OPTSTEL",2.4,1,2,2,3,4,"abl_length"
"newthyroid",3,"OptimalRules",2.33,1,2,2,2.75,4,"abl_mod"
"newthyroid",3,"OPTSTEL",2.4,1,2,2,3,4,"abl_mod"
"newthyroid",3,"OptimalRules",2.2,1,2,2,3,3,"abl_acc"
"newthyroid",3,"OPTSTEL",2.2,1,2,2,3,3,"abl_acc"
"newthyroid",3,"OptimalRules",4,4,4,4,4,4,"abl_min_cov"
"newthyroid",3,"OPTSTEL",4,4,4,4,4,4,"abl_min_cov"
"newthyroid",3,"OptimalRules",2.33,1,2,2,2.75,4,"abl_max_cov"
"newthyroid",3,"OPTSTEL",2.4,1,2,2,3,4,"abl_max_cov"
"newthyroid",3,"OptimalRules",2.17,1,2,2,2,4,"abl_overlap"
"newthyroid",3,"OPTSTEL",2.17,1,2,2,2,4,"abl_overlap"
"newthyroid",3,"OptimalRules",2.33,1,2,2,2.75,4,"abl_preselect"
"newthyroid",3,"OPTSTEL",2.4,1,2,2,3,4,"abl_preselect"
"newthyroid",4,"OptimalRules",2.4,1,1,2,3,5,"no_abl"
"newthyroid",4,"OPTSTEL",2.4,1,1,2,3,5,"no_abl"
"newthyroid",4,"OptimalRules",2.2,1,1,2,3,4,"abl_conf"
"newthyroid",4,"OPTSTEL",2.2,1,1,2,3,4,"abl_conf"
"newthyroid",4,"OptimalRules",2.6,1,2,2,3,5,"abl_supp"
"newthyroid",4,"OPTSTEL",2.6,1,2,2,3,5,"abl_supp"
"newthyroid",4,"OptimalRules",3,1,2,3,4,5,"abl_length"
"newthyroid",4,"OPTSTEL",3,1,2,3,4,5,"abl_length"
"newthyroid",4,"OptimalRules",2.4,1,1,2,3,5,"abl_mod"
"newthyroid",4,"OPTSTEL",2.4,1,1,2,3,5,"abl_mod"
"newthyroid",4,"OptimalRules",2.5,1,1,2,3.5,5,"abl_acc"
"newthyroid",4,"OPTSTEL",2.33,1,1,1,3,5,"abl_acc"
"newthyroid",4,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"newthyroid",4,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"newthyroid",4,"OptimalRules",2.4,1,1,2,3,5,"abl_max_cov"
"newthyroid",4,"OPTSTEL",2.4,1,1,2,3,5,"abl_max_cov"
"newthyroid",4,"OptimalRules",3,1,2,3,4,5,"abl_overlap"
"newthyroid",4,"OPTSTEL",2.75,1,1.75,2.5,3.5,5,"abl_overlap"
"newthyroid",4,"OptimalRules",2.4,1,2,3,3,3,"abl_preselect"
"newthyroid",4,"OPTSTEL",2.25,1,1.75,2.5,3,3,"abl_preselect"
"newthyroid",5,"OptimalRules",2.6,1,2,3,3,4,"no_abl"
"newthyroid",5,"OPTSTEL",2.6,1,2,3,3,4,"no_abl"
"newthyroid",5,"OptimalRules",2.6,1,2,3,3,4,"abl_conf"
"newthyroid",5,"OPTSTEL",2.6,1,2,3,3,4,"abl_conf"
"newthyroid",5,"OptimalRules",1.6,1,1,1,2,3,"abl_supp"
"newthyroid",5,"OPTSTEL",1.6,1,1,1,2,3,"abl_supp"
"newthyroid",5,"OptimalRules",2.6,1,2,3,3,4,"abl_length"
"newthyroid",5,"OPTSTEL",2.6,1,2,3,3,4,"abl_length"
"newthyroid",5,"OptimalRules",2.6,1,2,3,3,4,"abl_mod"
"newthyroid",5,"OPTSTEL",2.6,1,2,3,3,4,"abl_mod"
"newthyroid",5,"OptimalRules",2,1,1,2,3,3,"abl_acc"
"newthyroid",5,"OPTSTEL",2,1,1,2,3,3,"abl_acc"
"newthyroid",5,"OptimalRules",4,4,4,4,4,4,"abl_min_cov"
"newthyroid",5,"OPTSTEL",4,4,4,4,4,4,"abl_min_cov"
"newthyroid",5,"OptimalRules",2.6,1,2,3,3,4,"abl_max_cov"
"newthyroid",5,"OPTSTEL",2.6,1,2,3,3,4,"abl_max_cov"
"newthyroid",5,"OptimalRules",2.2,1,1,2,3,4,"abl_overlap"
"newthyroid",5,"OPTSTEL",2.2,1,1,2,3,4,"abl_overlap"
"newthyroid",5,"OptimalRules",2.6,1,2,3,3,4,"abl_preselect"
"newthyroid",5,"OPTSTEL",2.6,1,2,3,3,4,"abl_preselect"
"newthyroid",6,"OptimalRules",2.67,2,2,2.5,3,4,"no_abl"
"newthyroid",6,"OPTSTEL",2.67,2,2,2.5,3,4,"no_abl"
"newthyroid",6,"OptimalRules",2.5,1,1.25,2.5,3.75,4,"abl_conf"
"newthyroid",6,"OPTSTEL",2.5,1,1.25,2.5,3.75,4,"abl_conf"
"newthyroid",6,"OptimalRules",2.17,1,1.25,2,2.75,4,"abl_supp"
"newthyroid",6,"OPTSTEL",2.17,1,1.25,2,2.75,4,"abl_supp"
"newthyroid",6,"OptimalRules",2.67,2,2,2.5,3,4,"abl_length"
"newthyroid",6,"OPTSTEL",2.67,2,2,2.5,3,4,"abl_length"
"newthyroid",6,"OptimalRules",2.67,2,2,2.5,3,4,"abl_mod"
"newthyroid",6,"OPTSTEL",2.67,2,2,2.5,3,4,"abl_mod"
"newthyroid",6,"OptimalRules",2.25,1,1.75,2.5,3,3,"abl_acc"
"newthyroid",6,"OPTSTEL",2.25,1,1.75,2.5,3,3,"abl_acc"
"newthyroid",6,"OptimalRules",5,5,5,5,5,5,"abl_min_cov"
"newthyroid",6,"OPTSTEL",5,5,5,5,5,5,"abl_min_cov"
"newthyroid",6,"OptimalRules",2.67,2,2,2.5,3,4,"abl_max_cov"
"newthyroid",6,"OPTSTEL",2.67,2,2,2.5,3,4,"abl_max_cov"
"newthyroid",6,"OptimalRules",2.67,1,2,2.5,3.75,4,"abl_overlap"
"newthyroid",6,"OPTSTEL",2.67,1,2,2.5,3.75,4,"abl_overlap"
"newthyroid",6,"OptimalRules",2.67,2,2,2.5,3,4,"abl_preselect"
"newthyroid",6,"OPTSTEL",2.67,2,2,2.5,3,4,"abl_preselect"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"no_abl"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"no_abl"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"abl_conf"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"abl_conf"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"abl_supp"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"abl_supp"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"abl_length"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"abl_length"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"abl_mod"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"abl_mod"
"newthyroid",7,"OptimalRules",2,1,1.75,2,2.25,3,"abl_acc"
"newthyroid",7,"OPTSTEL",2,1,1.75,2,2.25,3,"abl_acc"
"newthyroid",7,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"newthyroid",7,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"abl_max_cov"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"abl_max_cov"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"abl_overlap"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"abl_overlap"
"newthyroid",7,"OptimalRules",2.6,2,2,3,3,3,"abl_preselect"
"newthyroid",7,"OPTSTEL",2.6,2,2,3,3,3,"abl_preselect"
"newthyroid",8,"OptimalRules",2.17,1,2,2,2.75,3,"no_abl"
"newthyroid",8,"OPTSTEL",2.17,1,2,2,2.75,3,"no_abl"
"newthyroid",8,"OptimalRules",2,1,1.25,2,2.75,3,"abl_conf"
"newthyroid",8,"OPTSTEL",2,1,1.25,2,2.75,3,"abl_conf"
"newthyroid",8,"OptimalRules",2.17,1,2,2,2.75,3,"abl_supp"
"newthyroid",8,"OPTSTEL",2.17,1,2,2,2.75,3,"abl_supp"
"newthyroid",8,"OptimalRules",2.33,1,2,2,2.75,4,"abl_length"
"newthyroid",8,"OPTSTEL",2.33,1,2,2,2.75,4,"abl_length"
"newthyroid",8,"OptimalRules",2.33,1,2,2,2.75,4,"abl_mod"
"newthyroid",8,"OPTSTEL",2.33,1,2,2,2.75,4,"abl_mod"
