"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect","abl_model"
"wine",1,"train","all","OptimalRules",0.992,0.992063492063492,0.993333333333333,0.992616932375968,0.992,0.992063492063492,0.993333333333333,0.992616932375968,NA,NA,NA,NA,"no_abl"
"wine",1,"train","covered","OptimalRules",0.991803278688525,0.992063492063492,0.993333333333333,0.992616932375968,0.991803278688525,0.992063492063492,0.993333333333333,0.992616932375968,NA,NA,NA,NA,"no_abl"
"wine",1,"train","notcovered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA,"no_abl"
"wine",1,"test","all","OptimalRules",0.886792452830189,0.906060606060606,0.882352941176471,0.877694235588973,0.94,0.949122807017544,0.928571428571429,0.933447131341868,0,0,0,NA,"no_abl"
"wine",1,"test","covered","OptimalRules",0.886792452830189,0.906060606060606,0.882352941176471,0.877694235588973,0.94,0.949122807017544,0.928571428571429,0.933447131341868,0,0,0,NA,"no_abl"
"wine",1,"test","notcovered","OptimalRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no_abl"
"wine",1,"train","all","OPTSTEL",0.984,0.982539682539682,0.986666666666667,0.98435029678014,0.984,0.982539682539682,0.986666666666667,0.98435029678014,NA,NA,NA,NA,"no_abl"
"wine",1,"train","covered","OPTSTEL",0.991735537190083,0.992063492063492,0.993197278911565,0.992547509626133,0.991735537190083,0.992063492063492,0.993197278911565,0.992547509626133,NA,NA,NA,NA,"no_abl"
"wine",1,"train","notcovered","OPTSTEL",0.75,0.75,0.5,0.857142857142857,0.75,0.75,0.5,0.857142857142857,NA,NA,NA,NA,"no_abl"
"wine",1,"test","all","OPTSTEL",0.905660377358491,0.908646616541353,0.903050108932462,0.90213983083253,0.94,0.938296596191333,0.933862433862434,0.935435435435436,0.333333333333333,0.5,0.333333333333333,0.5,"no_abl"
"wine",1,"test","covered","OPTSTEL",0.92156862745098,0.932456140350877,0.916666666666667,0.916344916344916,0.958333333333333,0.963937621832359,0.948717948717949,0.953689403689404,0.333333333333333,0.5,0.333333333333333,0.5,"no_abl"
"wine",1,"test","notcovered","OPTSTEL",0.5,0.5,0.5,0.666666666666667,0.5,0.5,0.5,0.666666666666667,NA,NA,NA,NA,"no_abl"
"wine",1,"train","all","OptimalRules",0.992,0.992063492063492,0.993333333333333,0.992616932375968,0.992,0.992063492063492,0.993333333333333,0.992616932375968,NA,NA,NA,NA,"abl_conf"
"wine",1,"train","covered","OptimalRules",0.991803278688525,0.992063492063492,0.993333333333333,0.992616932375968,0.991803278688525,0.992063492063492,0.993333333333333,0.992616932375968,NA,NA,NA,NA,"abl_conf"
"wine",1,"train","notcovered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA,"abl_conf"
"wine",1,"test","all","OptimalRules",0.886792452830189,0.906060606060606,0.882352941176471,0.877694235588973,0.94,0.949122807017544,0.928571428571429,0.933447131341868,0,0,0,NA,"abl_conf"
"wine",1,"test","covered","OptimalRules",0.886792452830189,0.906060606060606,0.882352941176471,0.877694235588973,0.94,0.949122807017544,0.928571428571429,0.933447131341868,0,0,0,NA,"abl_conf"
"wine",1,"test","notcovered","OptimalRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abl_conf"
"wine",1,"train","all","OPTSTEL",0.984,0.982539682539682,0.986666666666667,0.98435029678014,0.984,0.982539682539682,0.986666666666667,0.98435029678014,NA,NA,NA,NA,"abl_conf"
"wine",1,"train","covered","OPTSTEL",0.991735537190083,0.992063492063492,0.993197278911565,0.992547509626133,0.991735537190083,0.992063492063492,0.993197278911565,0.992547509626133,NA,NA,NA,NA,"abl_conf"
"wine",1,"train","notcovered","OPTSTEL",0.75,0.75,0.5,0.857142857142857,0.75,0.75,0.5,0.857142857142857,NA,NA,NA,NA,"abl_conf"
