"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"vertebral",1,"OptimalRules",3.5,1,3.25,4,4,4,"no_abl"
"vertebral",1,"OPTSTEL",3.5,1,3.25,4,4,4,"no_abl"
"vertebral",1,"OptimalRules",3.3,1,3,3.5,4,5,"abl_conf"
"vertebral",1,"OPTSTEL",3.3,1,3,3.5,4,5,"abl_conf"
"vertebral",1,"OptimalRules",3.5,1,3.25,4,4,4,"abl_supp"
"vertebral",1,"OPTSTEL",3.5,1,3.25,4,4,4,"abl_supp"
"vertebral",1,"OptimalRules",3.5,1,3.25,4,4,4,"abl_length"
"vertebral",1,"OPTSTEL",3.5,1,3.25,4,4,4,"abl_length"
"vertebral",1,"OptimalRules",3.5,1,3.25,4,4,4,"abl_mod"
"vertebral",1,"OPTSTEL",3.5,1,3.25,4,4,4,"abl_mod"
"vertebral",1,"OptimalRules",3.22,1,3,3,4,4,"abl_acc"
"vertebral",1,"OPTSTEL",3.25,1,3,3.5,4,4,"abl_acc"
"vertebral",1,"OptimalRules",1,1,1,1,1,1,"abl_min_cov"
"vertebral",1,"OPTSTEL",1,1,1,1,1,1,"abl_min_cov"
"vertebral",1,"OptimalRules",3.5,1,3.25,4,4,4,"abl_max_cov"
"vertebral",1,"OPTSTEL",3.5,1,3.25,4,4,4,"abl_max_cov"
"vertebral",1,"OptimalRules",3.5,1,3.25,4,4,4,"abl_overlap"
"vertebral",1,"OPTSTEL",3.5,1,3.25,4,4,4,"abl_overlap"
"vertebral",1,"OptimalRules",3.4,1,3,4,4,4,"abl_preselect"
"vertebral",1,"OPTSTEL",3.4,1,3,4,4,4,"abl_preselect"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"no_abl"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"no_abl"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"abl_conf"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"abl_conf"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"abl_supp"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"abl_supp"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"abl_length"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"abl_length"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"abl_mod"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"abl_mod"
"vertebral",2,"OptimalRules",3.62,1,3,3.5,5,5,"abl_acc"
"vertebral",2,"OPTSTEL",3.62,1,3,3.5,5,5,"abl_acc"
"vertebral",2,"OptimalRules",1,1,1,1,1,1,"abl_min_cov"
"vertebral",2,"OPTSTEL",1,1,1,1,1,1,"abl_min_cov"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"abl_max_cov"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"abl_max_cov"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"abl_overlap"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"abl_overlap"
"vertebral",2,"OptimalRules",3.67,1,3,4,5,5,"abl_preselect"
"vertebral",2,"OPTSTEL",3.67,1,3,4,5,5,"abl_preselect"
"vertebral",3,"OptimalRules",3.2,1,3,3,4,5,"no_abl"
"vertebral",3,"OPTSTEL",3.2,1,3,3,4,5,"no_abl"
"vertebral",3,"OptimalRules",3,1,3,3,3.75,4,"abl_conf"
"vertebral",3,"OPTSTEL",3,1,3,3,3.75,4,"abl_conf"
"vertebral",3,"OptimalRules",3.1,1,3,3,3.75,5,"abl_supp"
"vertebral",3,"OPTSTEL",3.1,1,3,3,3.75,5,"abl_supp"
"vertebral",3,"OptimalRules",3.3,1,3,3,4,5,"abl_length"
"vertebral",3,"OPTSTEL",3.3,1,3,3,4,5,"abl_length"
"vertebral",3,"OptimalRules",3.3,1,3,3,4,5,"abl_mod"
"vertebral",3,"OPTSTEL",3.3,1,3,3,4,5,"abl_mod"
"vertebral",3,"OptimalRules",3,1,2,3,4,5,"abl_acc"
"vertebral",3,"OPTSTEL",3.17,1,2.25,3.5,4,5,"abl_acc"
"vertebral",3,"OptimalRules",1,1,1,1,1,1,"abl_min_cov"
"vertebral",3,"OPTSTEL",1,1,1,1,1,1,"abl_min_cov"
"vertebral",3,"OptimalRules",3.2,1,3,3,4,5,"abl_max_cov"
