"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"heart",1,"OptimalRules",4.29,3,4,4,5,6,"no_abl"
"heart",1,"OPTSTEL",4.29,3,4,4,5,6,"no_abl"
"heart",1,"OptimalRules",4.07,3,4,4,4,6,"abl_conf"
"heart",1,"OPTSTEL",4.07,3,4,4,4,6,"abl_conf"
"heart",1,"OptimalRules",4.29,3,4,4,5,6,"abl_supp"
"heart",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_supp"
"heart",1,"OptimalRules",4.29,3,4,4,5,6,"abl_length"
"heart",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_length"
"heart",1,"OptimalRules",4.29,3,4,4,5,6,"abl_mod"
"heart",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_mod"
"heart",1,"OptimalRules",3.38,2,3,3,4,5,"abl_acc"
"heart",1,"OPTSTEL",3.38,2,3,3,4,5,"abl_acc"
"heart",1,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"heart",1,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"heart",1,"OptimalRules",3.79,2,3,4,4.75,6,"abl_max_cov"
"heart",1,"OPTSTEL",3.79,2,3,4,4.75,6,"abl_max_cov"
"heart",1,"OptimalRules",4.29,3,4,4,5,6,"abl_overlap"
"heart",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_overlap"
"heart",1,"OptimalRules",4.29,3,4,4,5,6,"abl_preselect"
"heart",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_preselect"
"heart",2,"OptimalRules",4,2,3,5,5,6,"no_abl"
"heart",2,"OPTSTEL",4,2,3,5,5,6,"no_abl"
"heart",2,"OptimalRules",3.82,3,3,3,4.5,6,"abl_conf"
"heart",2,"OPTSTEL",3.8,3,3,3,4.75,6,"abl_conf"
"heart",2,"OptimalRules",3.91,2,3,4,5,6,"abl_supp"
"heart",2,"OPTSTEL",3.91,2,3,4,5,6,"abl_supp"
"heart",2,"OptimalRules",4,2,3,5,5,6,"abl_length"
"heart",2,"OPTSTEL",4,2,3,5,5,6,"abl_length"
"heart",2,"OptimalRules",4,2,3,5,5,6,"abl_mod"
"heart",2,"OPTSTEL",4,2,3,5,5,6,"abl_mod"
"heart",2,"OptimalRules",3.12,2,3,3,3.25,4,"abl_acc"
"heart",2,"OPTSTEL",3.14,2,3,3,3.5,4,"abl_acc"
"heart",2,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"heart",2,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"heart",2,"OptimalRules",3.27,2,3,3,4,5,"abl_max_cov"
"heart",2,"OPTSTEL",3.3,2,3,3,4,5,"abl_max_cov"
"heart",2,"OptimalRules",3.64,2,3,3,5,6,"abl_overlap"
"heart",2,"OPTSTEL",3.64,2,3,3,5,6,"abl_overlap"
"heart",2,"OptimalRules",3.82,2,3,4,5,6,"abl_preselect"
"heart",2,"OPTSTEL",3.82,2,3,4,5,6,"abl_preselect"
"heart",3,"OptimalRules",4.15,3,3,4,5,6,"no_abl"
"heart",3,"OPTSTEL",4.15,3,3,4,5,6,"no_abl"
"heart",3,"OptimalRules",4.15,3,3,4,5,6,"abl_conf"
"heart",3,"OPTSTEL",4.15,3,3,4,5,6,"abl_conf"
"heart",3,"OptimalRules",4.15,3,3,4,5,6,"abl_supp"
"heart",3,"OPTSTEL",4.15,3,3,4,5,6,"abl_supp"
"heart",3,"OptimalRules",4.15,3,3,4,5,6,"abl_length"
"heart",3,"OPTSTEL",4.15,3,3,4,5,6,"abl_length"
"heart",3,"OptimalRules",4.15,3,3,4,5,6,"abl_mod"
"heart",3,"OPTSTEL",4.15,3,3,4,5,6,"abl_mod"
"heart",3,"OptimalRules",3.89,3,3,3,5,6,"abl_acc"
"heart",3,"OPTSTEL",3.89,3,3,3,5,6,"abl_acc"
"heart",3,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"heart",3,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"heart",3,"OptimalRules",4.15,3,3,4,5,6,"abl_max_cov"
"heart",3,"OPTSTEL",4.15,3,3,4,5,6,"abl_max_cov"
"heart",3,"OptimalRules",4.15,3,3,4,5,6,"abl_overlap"
"heart",3,"OPTSTEL",4.15,3,3,4,5,6,"abl_overlap"
"heart",3,"OptimalRules",4.38,3,4,4,5,7,"abl_preselect"
"heart",3,"OPTSTEL",4.38,3,4,4,5,7,"abl_preselect"
"heart",4,"OptimalRules",4,3,3.75,4,4.25,5,"no_abl"
"heart",4,"OPTSTEL",4,3,3.75,4,4.25,5,"no_abl"
"heart",4,"OptimalRules",3.67,2,3,4,4,5,"abl_conf"
"heart",4,"OPTSTEL",3.67,2,3,4,4,5,"abl_conf"
"heart",4,"OptimalRules",3.92,3,3.75,4,4,5,"abl_supp"
"heart",4,"OPTSTEL",3.92,3,3.75,4,4,5,"abl_supp"
"heart",4,"OptimalRules",4,3,3.75,4,4.25,5,"abl_length"
"heart",4,"OPTSTEL",4,3,3.75,4,4.25,5,"abl_length"
"heart",4,"OptimalRules",4,3,3.75,4,4.25,5,"abl_mod"
"heart",4,"OPTSTEL",4,3,3.75,4,4.25,5,"abl_mod"
"heart",4,"OptimalRules",2.75,2,2,2.5,3.25,4,"abl_acc"
"heart",4,"OPTSTEL",2.75,2,2,2.5,3.25,4,"abl_acc"
"heart",4,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"heart",4,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"heart",4,"OptimalRules",4,3,3,4,4.25,6,"abl_max_cov"
"heart",4,"OPTSTEL",4,3,3,4,4.25,6,"abl_max_cov"
"heart",4,"OptimalRules",3.75,2,3,4,4,5,"abl_overlap"
"heart",4,"OPTSTEL",3.75,2,3,4,4,5,"abl_overlap"
"heart",4,"OptimalRules",3.83,3,3.75,4,4,5,"abl_preselect"
"heart",4,"OPTSTEL",3.83,3,3.75,4,4,5,"abl_preselect"
"heart",5,"OptimalRules",3.92,3,3,4,4,6,"no_abl"
"heart",5,"OPTSTEL",3.92,3,3,4,4,6,"no_abl"
"heart",5,"OptimalRules",3.62,3,3,4,4,5,"abl_conf"
"heart",5,"OPTSTEL",3.62,3,3,4,4,5,"abl_conf"
"heart",5,"OptimalRules",3.85,3,3,4,5,5,"abl_supp"
"heart",5,"OPTSTEL",3.85,3,3,4,5,5,"abl_supp"
"heart",5,"OptimalRules",3.92,3,3,4,4,6,"abl_length"
"heart",5,"OPTSTEL",3.92,3,3,4,4,6,"abl_length"
"heart",5,"OptimalRules",3.92,3,3,4,4,6,"abl_mod"
"heart",5,"OPTSTEL",3.92,3,3,4,4,6,"abl_mod"
"heart",5,"OptimalRules",3.12,2,3,3,3.25,4,"abl_acc"
"heart",5,"OPTSTEL",3.14,2,3,3,3.5,4,"abl_acc"
"heart",5,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"heart",5,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"heart",5,"OptimalRules",3.92,2,3,4,5,6,"abl_max_cov"
"heart",5,"OPTSTEL",3.92,2,3,4,5,6,"abl_max_cov"
"heart",5,"OptimalRules",3.77,3,3,4,4,5,"abl_overlap"
"heart",5,"OPTSTEL",3.77,3,3,4,4,5,"abl_overlap"
"heart",5,"OptimalRules",3.92,3,3,4,4,6,"abl_preselect"
"heart",5,"OPTSTEL",3.92,3,3,4,4,6,"abl_preselect"
"heart",6,"OptimalRules",3.92,2,3.75,4,4.25,5,"no_abl"
"heart",6,"OPTSTEL",3.92,2,3.75,4,4.25,5,"no_abl"
"heart",6,"OptimalRules",3.92,2,3.75,4,4.25,5,"abl_conf"
"heart",6,"OPTSTEL",3.92,2,3.75,4,4.25,5,"abl_conf"
"heart",6,"OptimalRules",3.92,2,3.75,4,4.25,5,"abl_supp"
"heart",6,"OPTSTEL",3.92,2,3.75,4,4.25,5,"abl_supp"
"heart",6,"OptimalRules",3.92,2,3.75,4,4.25,5,"abl_length"
"heart",6,"OPTSTEL",3.92,2,3.75,4,4.25,5,"abl_length"
"heart",6,"OptimalRules",3.92,2,3.75,4,4.25,5,"abl_mod"
"heart",6,"OPTSTEL",3.92,2,3.75,4,4.25,5,"abl_mod"
"heart",6,"OptimalRules",3.11,2,3,3,3,4,"abl_acc"
"heart",6,"OPTSTEL",3.12,2,3,3,3.25,4,"abl_acc"
"heart",6,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"heart",6,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"heart",6,"OptimalRules",3.92,2,3.75,4,4.25,5,"abl_max_cov"
