"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"titatnic",1,100,538,40,3,3,"no_abl"
"titatnic",1,100,538,40,3,2,"abl_conf"
"titatnic",1,100,538,40,3,3,"abl_supp"
"titatnic",1,100,538,40,3,3,"abl_length"
"titatnic",1,100,538,40,3,3,"abl_mod"
"titatnic",1,100,538,40,2,2,"abl_acc"
"titatnic",1,100,538,40,1,1,"abl_min_cov"
"titatnic",1,100,538,40,3,3,"abl_max_cov"
"titatnic",1,100,538,40,3,3,"abl_overlap"
"titatnic",1,100,538,89,3,3,"abl_preselect"
"titatnic",2,100,537,35,3,3,"no_abl"
"titatnic",2,100,537,35,3,2,"abl_conf"
"titatnic",2,100,537,35,3,3,"abl_supp"
"titatnic",2,100,537,35,3,3,"abl_length"
"titatnic",2,100,537,35,3,3,"abl_mod"
"titatnic",2,100,537,35,2,2,"abl_acc"
"titatnic",2,100,537,35,1,1,"abl_min_cov"
"titatnic",2,100,537,35,3,3,"abl_max_cov"
"titatnic",2,100,537,35,3,3,"abl_overlap"
"titatnic",2,100,537,86,2,2,"abl_preselect"
"titatnic",3,100,566,38,3,3,"no_abl"
"titatnic",3,100,566,38,3,2,"abl_conf"
"titatnic",3,100,566,38,3,3,"abl_supp"
"titatnic",3,100,566,38,3,3,"abl_length"
"titatnic",3,100,566,38,3,3,"abl_mod"
"titatnic",3,100,566,38,2,2,"abl_acc"
"titatnic",3,100,566,38,1,1,"abl_min_cov"
"titatnic",3,100,566,38,3,3,"abl_max_cov"
"titatnic",3,100,566,38,3,3,"abl_overlap"
"titatnic",3,100,566,86,2,1,"abl_preselect"
"titatnic",4,100,526,37,3,2,"no_abl"
"titatnic",4,100,526,37,3,2,"abl_conf"
"titatnic",4,100,526,37,3,3,"abl_supp"
"titatnic",4,100,526,37,3,2,"abl_length"
"titatnic",4,100,526,37,3,3,"abl_mod"
"titatnic",4,100,526,37,2,2,"abl_acc"
"titatnic",4,100,526,37,1,1,"abl_min_cov"
"titatnic",4,100,526,37,3,2,"abl_max_cov"
"titatnic",4,100,526,37,3,2,"abl_overlap"
"titatnic",4,100,526,85,2,1,"abl_preselect"
"titatnic",5,100,555,41,3,3,"no_abl"
"titatnic",5,100,555,41,3,3,"abl_conf"
"titatnic",5,100,555,41,3,3,"abl_supp"
"titatnic",5,100,555,41,3,3,"abl_length"
"titatnic",5,100,555,41,3,3,"abl_mod"
"titatnic",5,100,555,41,2,2,"abl_acc"
"titatnic",5,100,555,41,1,1,"abl_min_cov"
"titatnic",5,100,555,41,3,3,"abl_max_cov"
"titatnic",5,100,555,41,3,3,"abl_overlap"
"titatnic",5,100,555,85,2,2,"abl_preselect"
"titatnic",6,100,517,35,3,3,"no_abl"
"titatnic",6,100,517,35,3,2,"abl_conf"
"titatnic",6,100,517,35,3,3,"abl_supp"
"titatnic",6,100,517,35,3,3,"abl_length"
"titatnic",6,100,517,35,3,3,"abl_mod"
"titatnic",6,100,517,35,2,2,"abl_acc"
"titatnic",6,100,517,35,1,1,"abl_min_cov"
"titatnic",6,100,517,35,3,3,"abl_max_cov"
"titatnic",6,100,517,35,3,3,"abl_overlap"
"titatnic",6,100,517,80,2,2,"abl_preselect"
"titatnic",7,100,574,41,3,2,"no_abl"
"titatnic",7,100,574,41,3,2,"abl_conf"
"titatnic",7,100,574,41,3,3,"abl_supp"
"titatnic",7,100,574,41,3,2,"abl_length"
"titatnic",7,100,574,41,3,2,"abl_mod"
"titatnic",7,100,574,41,2,2,"abl_acc"
"titatnic",7,100,574,41,1,1,"abl_min_cov"
"titatnic",7,100,574,41,3,2,"abl_max_cov"
"titatnic",7,100,574,41,3,2,"abl_overlap"
"titatnic",7,100,574,93,2,2,"abl_preselect"
"titatnic",8,100,564,37,3,3,"no_abl"
"titatnic",8,100,564,37,3,2,"abl_conf"
"titatnic",8,100,564,37,3,3,"abl_supp"
"titatnic",8,100,564,37,3,3,"abl_length"
"titatnic",8,100,564,37,3,3,"abl_mod"
"titatnic",8,100,564,37,2,2,"abl_acc"
"titatnic",8,100,564,37,1,1,"abl_min_cov"
"titatnic",8,100,564,37,3,3,"abl_max_cov"
"titatnic",8,100,564,37,3,3,"abl_overlap"
"titatnic",8,100,564,85,2,2,"abl_preselect"
"titatnic",9,100,531,39,3,3,"no_abl"
"titatnic",9,100,531,39,3,3,"abl_conf"
"titatnic",9,100,531,39,3,3,"abl_supp"
"titatnic",9,100,531,39,3,3,"abl_length"
"titatnic",9,100,531,39,3,3,"abl_mod"
"titatnic",9,100,531,39,2,2,"abl_acc"
"titatnic",9,100,531,39,1,1,"abl_min_cov"
"titatnic",9,100,531,39,3,3,"abl_max_cov"
"titatnic",9,100,531,39,3,3,"abl_overlap"
"titatnic",9,100,531,83,3,3,"abl_preselect"
"titatnic",10,100,511,36,3,3,"no_abl"
"titatnic",10,100,511,36,3,3,"abl_conf"
"titatnic",10,100,511,36,3,3,"abl_supp"
"titatnic",10,100,511,36,3,3,"abl_length"
"titatnic",10,100,511,36,3,3,"abl_mod"
"titatnic",10,100,511,36,2,2,"abl_acc"
"titatnic",10,100,511,36,1,1,"abl_min_cov"
"titatnic",10,100,511,36,3,3,"abl_max_cov"
"titatnic",10,100,511,36,3,3,"abl_overlap"
"titatnic",10,100,511,87,3,3,"abl_preselect"
