"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"vertebral",1,100,2718,761,10,10,"no_abl"
"vertebral",1,100,2718,761,10,10,"abl_conf"
"vertebral",1,100,2718,761,10,10,"abl_supp"
"vertebral",1,100,2718,761,10,10,"abl_length"
"vertebral",1,100,2718,761,10,10,"abl_mod"
"vertebral",1,100,2718,761,9,8,"abl_acc"
"vertebral",1,100,2718,761,1,1,"abl_min_cov"
"vertebral",1,100,2718,761,10,10,"abl_max_cov"
"vertebral",1,100,2718,761,10,10,"abl_overlap"
"vertebral",1,100,2718,2585,10,10,"abl_preselect"
"vertebral",2,100,2514,698,9,9,"no_abl"
"vertebral",2,100,2514,698,9,9,"abl_conf"
"vertebral",2,100,2514,698,9,9,"abl_supp"
"vertebral",2,100,2514,698,9,9,"abl_length"
"vertebral",2,100,2514,698,9,9,"abl_mod"
"vertebral",2,100,2514,698,8,8,"abl_acc"
"vertebral",2,100,2514,698,1,1,"abl_min_cov"
"vertebral",2,100,2514,698,9,9,"abl_max_cov"
"vertebral",2,100,2514,698,9,9,"abl_overlap"
"vertebral",2,100,2514,2399,9,9,"abl_preselect"
"vertebral",3,100,2585,718,10,10,"no_abl"
"vertebral",3,100,2585,718,10,10,"abl_conf"
"vertebral",3,100,2585,718,10,10,"abl_supp"
"vertebral",3,100,2585,718,10,10,"abl_length"
"vertebral",3,100,2585,718,10,10,"abl_mod"
"vertebral",3,100,2585,718,7,6,"abl_acc"
"vertebral",3,100,2585,718,1,1,"abl_min_cov"
"vertebral",3,100,2585,718,10,10,"abl_max_cov"
"vertebral",3,100,2585,718,10,10,"abl_overlap"
"vertebral",3,100,2585,2420,9,9,"abl_preselect"
"vertebral",4,100,2669,745,10,10,"no_abl"
"vertebral",4,100,2669,745,10,10,"abl_conf"
"vertebral",4,100,2669,745,10,10,"abl_supp"
"vertebral",4,100,2669,745,10,10,"abl_length"
"vertebral",4,100,2669,745,10,10,"abl_mod"
"vertebral",4,100,2669,745,9,8,"abl_acc"
"vertebral",4,100,2669,745,1,1,"abl_min_cov"
"vertebral",4,100,2669,745,10,10,"abl_max_cov"
"vertebral",4,100,2669,745,10,10,"abl_overlap"
"vertebral",4,100,2669,2545,10,10,"abl_preselect"
"vertebral",5,100,2701,686,10,9,"no_abl"
"vertebral",5,100,2701,686,10,9,"abl_conf"
"vertebral",5,100,2701,686,10,8,"abl_supp"
"vertebral",5,100,2701,686,10,9,"abl_length"
"vertebral",5,100,2701,686,10,9,"abl_mod"
"vertebral",5,100,2701,686,7,6,"abl_acc"
"vertebral",5,100,2701,686,1,1,"abl_min_cov"
"vertebral",5,100,2701,686,10,9,"abl_max_cov"
"vertebral",5,100,2701,686,10,9,"abl_overlap"
"vertebral",5,100,2701,2539,8,8,"abl_preselect"
"vertebral",6,100,2889,670,14,13,"no_abl"
"vertebral",6,100,2889,670,14,14,"abl_conf"
"vertebral",6,100,2889,670,14,13,"abl_supp"
"vertebral",6,100,2889,670,14,13,"abl_length"
"vertebral",6,100,2889,670,13,12,"abl_mod"
"vertebral",6,100,2889,670,10,8,"abl_acc"
"vertebral",6,100,2889,670,1,1,"abl_min_cov"
"vertebral",6,100,2889,670,14,13,"abl_max_cov"
"vertebral",6,100,2889,670,14,13,"abl_overlap"
"vertebral",6,100,2889,2777,14,14,"abl_preselect"
"vertebral",7,100,2752,744,9,9,"no_abl"
"vertebral",7,100,2752,744,9,9,"abl_conf"
"vertebral",7,100,2752,744,9,9,"abl_supp"
"vertebral",7,100,2752,744,9,9,"abl_length"
"vertebral",7,100,2752,744,9,9,"abl_mod"
"vertebral",7,100,2752,744,8,8,"abl_acc"
"vertebral",7,100,2752,744,1,1,"abl_min_cov"
"vertebral",7,100,2752,744,9,9,"abl_max_cov"
"vertebral",7,100,2752,744,9,9,"abl_overlap"
"vertebral",7,100,2752,2561,9,9,"abl_preselect"
"vertebral",8,100,2762,674,11,10,"no_abl"
"vertebral",8,100,2762,674,11,10,"abl_conf"
"vertebral",8,100,2762,674,11,10,"abl_supp"
"vertebral",8,100,2762,674,11,10,"abl_length"
"vertebral",8,100,2762,674,11,10,"abl_mod"
"vertebral",8,100,2762,674,10,7,"abl_acc"
"vertebral",8,100,2762,674,1,1,"abl_min_cov"
"vertebral",8,100,2762,674,11,10,"abl_max_cov"
"vertebral",8,100,2762,674,11,10,"abl_overlap"
"vertebral",8,100,2762,2643,11,11,"abl_preselect"
"vertebral",9,100,2845,723,12,12,"no_abl"
"vertebral",9,100,2845,723,12,12,"abl_conf"
"vertebral",9,100,2845,723,12,12,"abl_supp"
"vertebral",9,100,2845,723,12,12,"abl_length"
"vertebral",9,100,2845,723,12,12,"abl_mod"
"vertebral",9,100,2845,723,3,3,"abl_acc"
"vertebral",9,100,2845,723,1,1,"abl_min_cov"
"vertebral",9,100,2845,723,12,12,"abl_max_cov"
"vertebral",9,100,2845,723,12,12,"abl_overlap"
"vertebral",9,100,2845,2742,12,12,"abl_preselect"
"vertebral",10,100,2723,690,12,12,"no_abl"
"vertebral",10,100,2723,690,12,12,"abl_conf"
"vertebral",10,100,2723,690,12,12,"abl_supp"
"vertebral",10,100,2723,690,12,12,"abl_length"
"vertebral",10,100,2723,690,12,12,"abl_mod"
"vertebral",10,100,2723,690,8,8,"abl_acc"
"vertebral",10,100,2723,690,1,1,"abl_min_cov"
"vertebral",10,100,2723,690,12,12,"abl_max_cov"
"vertebral",10,100,2723,690,12,12,"abl_overlap"
"vertebral",10,100,2723,2591,12,11,"abl_preselect"
