"data","iter","PS_rules","Opt_rules","abl_model","NA"
"Iris",1,"setosa","virginica","no_abl",NA
"Iris",1,"setosa","versicolor","abl_conf",NA
"Iris",1,"setosa","virginica","abl_supp",NA
"Iris",1,"setosa","virginica","abl_length",NA
"Iris",1,"setosa","virginica","abl_mod",NA
"Iris",1,"setosa","setosa","abl_acc",NA
"Iris",1,"setosa","versicolor","abl_min_cov",NA
"Iris",1,"setosa","virginica","abl_max_cov",NA
"Iris",1,"setosa","virginica","abl_overlap",NA
"Iris",1,"setosa","virginica","abl_preselect",NA
"Iris",2,"setosa","virginica","no_abl",NA
"Iris",2,"setosa","virginica","abl_conf",NA
"Iris",2,"setosa","virginica","abl_supp",NA
"Iris",2,"setosa","virginica","abl_length",NA
"Iris",2,"setosa","virginica","abl_mod",NA
"Iris",2,"setosa","virginica","abl_acc",NA
"Iris",2,"setosa","versicolor","abl_min_cov",NA
"Iris",2,"setosa","virginica","abl_max_cov",NA
"Iris",2,"setosa","virginica","abl_overlap",NA
"Iris",2,"setosa","virginica","abl_preselect",NA
"Iris",3,"setosa","setosa","no_abl",NA
"Iris",3,"setosa","setosa","abl_conf",NA
"Iris",3,"setosa","setosa","abl_supp",NA
"Iris",3,"setosa","versicolor","abl_length",NA
"Iris",3,"setosa","setosa","abl_mod",NA
"Iris",3,"setosa","virginica","abl_acc",NA
"Iris",3,"setosa","versicolor","abl_min_cov",NA
"Iris",3,"setosa","setosa","abl_max_cov",NA
"Iris",3,"setosa","setosa","abl_overlap",NA
"Iris",3,"setosa","setosa","abl_preselect",NA
"Iris",4,"setosa","versicolor","no_abl",NA
"Iris",4,"setosa","versicolor","abl_conf",NA
"Iris",4,"setosa","versicolor","abl_supp",NA
"Iris",4,"setosa","versicolor","abl_length",NA
"Iris",4,"setosa","versicolor","abl_mod",NA
"Iris",4,"setosa","setosa","abl_acc",NA
"Iris",4,"setosa","versicolor","abl_min_cov",NA
"Iris",4,"setosa","versicolor","abl_max_cov",NA
"Iris",4,"setosa","versicolor","abl_overlap",NA
"Iris",4,"setosa","versicolor","abl_preselect",NA
"Iris",5,"setosa","virginica","no_abl",NA
"Iris",5,"setosa","virginica","abl_conf",NA
"Iris",5,"setosa","virginica","abl_supp",NA
"Iris",5,"setosa","virginica","abl_length",NA
"Iris",5,"setosa","virginica","abl_mod",NA
"Iris",5,"setosa","setosa","abl_acc",NA
"Iris",5,"setosa","versicolor","abl_min_cov",NA
"Iris",5,"setosa","virginica","abl_max_cov",NA
"Iris",5,"setosa","virginica","abl_overlap",NA
"Iris",5,"setosa","virginica","abl_preselect",NA
"Iris",6,"setosa","virginica","no_abl",NA
"Iris",6,"setosa","virginica","abl_conf",NA
"Iris",6,"setosa","virginica","abl_supp",NA
"Iris",6,"setosa","virginica","abl_length",NA
"Iris",6,"setosa","virginica","abl_mod",NA
"Iris",6,"setosa","virginica","abl_acc",NA
"Iris",6,"setosa","versicolor","abl_min_cov",NA
"Iris",6,"setosa","virginica","abl_max_cov",NA
"Iris",6,"setosa","virginica","abl_overlap",NA
"Iris",6,"setosa","virginica","abl_preselect",NA
"Iris",7,"setosa","versicolor","no_abl",NA
"Iris",7,"setosa","versicolor","abl_conf",NA
"Iris",7,"setosa","versicolor","abl_supp",NA
"Iris",7,"setosa","versicolor","abl_length",NA
"Iris",7,"setosa","versicolor","abl_mod",NA
"Iris",7,"setosa","setosa","abl_acc",NA
"Iris",7,"setosa","versicolor","abl_min_cov",NA
"Iris",7,"setosa","versicolor","abl_max_cov",NA
"Iris",7,"setosa","versicolor","abl_overlap",NA
"Iris",7,"setosa","versicolor","abl_preselect",NA
"Iris",8,"setosa","versicolor","no_abl",NA
"Iris",8,"setosa","versicolor","abl_conf",NA
"Iris",8,"setosa","virginica","abl_supp",NA
"Iris",8,"setosa","versicolor","abl_length",NA
"Iris",8,"setosa","versicolor","abl_mod",NA
"Iris",8,"setosa","setosa","abl_acc",NA
"Iris",8,"setosa","versicolor","abl_min_cov",NA
"Iris",8,"setosa","versicolor","abl_max_cov",NA
"Iris",8,"setosa","versicolor","abl_overlap",NA
"Iris",8,"setosa","versicolor","abl_preselect",NA
"Iris",9,"setosa","versicolor","no_abl",NA
"Iris",9,"setosa","versicolor","abl_conf",NA
"Iris",9,"setosa","virginica","abl_supp",NA
"Iris",9,"setosa","virginica","abl_length",NA
"Iris",9,"setosa","versicolor","abl_mod",NA
"Iris",9,"setosa","virginica","abl_acc",NA
"Iris",9,"setosa","versicolor","abl_min_cov",NA
"Iris",9,"setosa","versicolor","abl_max_cov",NA
"Iris",9,"setosa","versicolor","abl_overlap",NA
"Iris",9,"setosa","versicolor","abl_preselect",NA
"Iris",10,"setosa","virginica","no_abl",NA
"Iris",10,"setosa","virginica","abl_conf",NA
"Iris",10,"setosa","virginica","abl_supp",NA
"Iris",10,"setosa","virginica","abl_length",NA
"Iris",10,"setosa","virginica","abl_mod",NA
"Iris",10,"setosa","virginica","abl_acc",NA
"Iris",10,"setosa","versicolor","abl_min_cov",NA
"Iris",10,"setosa","virginica","abl_max_cov",NA
"Iris",10,"setosa","virginica","abl_overlap",NA
"Iris",10,"setosa","virginica","abl_preselect",NA
