"data","iter","id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used","abl_model"
"BCo",1,8,1,0.0551020408163265,0.0841121495327103,4,22,0.666666666666667,0.478260869565217,"X[,2] %in% c('1','2','3','6') & X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1') & X[,8] %in% c('1','2','3','4','6','7','8','9','10')","'2'","V2,V3,V6,V8","no_abl"
"BCo",1,93,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","no_abl"
"BCo",1,207,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","no_abl"
"BCo",1,209,0.983193277310924,0.242857142857143,0.704142011834319,3,23,0.5,0.5,"X[,1] %in% c('2','5','6','7','8','9','10') & X[,2] %in% c('1','2','3','4','5','6','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10')","'4'","V1,V2,V6","no_abl"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","no_abl"
"BCo",1,93,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_conf"
"BCo",1,207,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","abl_conf"
"BCo",1,272,0.96551724137931,0.0591836734693878,0.0903426791277259,4,14,0.666666666666667,0.304347826086957,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1','2','4') & X[,8] %in% c('1','2') & X[,9] %in% c('1')","'2'","V3,V6,V8,V9","abl_conf"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","abl_conf"
"BCo",1,341,0.984496124031008,0.263265306122449,0.763313609467456,3,24,0.5,0.521739130434783,"X[,1] %in% c('1','2','4','5','6','7','8','9','10') & X[,2] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','9','10')","'4'","V1,V2,V6","abl_conf"
"BCo",1,93,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_supp"
"BCo",1,209,0.983193277310924,0.242857142857143,0.704142011834319,3,23,0.5,0.5,"X[,1] %in% c('2','5','6','7','8','9','10') & X[,2] %in% c('1','2','3','4','5','6','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_supp"
"BCo",1,272,0.96551724137931,0.0591836734693878,0.0903426791277259,4,14,0.666666666666667,0.304347826086957,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1','2','4') & X[,8] %in% c('1','2') & X[,9] %in% c('1')","'2'","V3,V6,V8,V9","abl_supp"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","abl_supp"
"BCo",1,371,0.988235294117647,0.173469387755102,0.502958579881657,1,3,0.166666666666667,0.0652173913043478,"X[,2] %in% c('5','8','10')","'4'","V2","abl_supp"
"BCo",1,8,1,0.0551020408163265,0.0841121495327103,4,22,0.666666666666667,0.478260869565217,"X[,2] %in% c('1','2','3','6') & X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1') & X[,8] %in% c('1','2','3','4','6','7','8','9','10')","'2'","V2,V3,V6,V8","abl_length"
"BCo",1,93,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_length"
"BCo",1,207,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","abl_length"
"BCo",1,209,0.983193277310924,0.242857142857143,0.704142011834319,3,23,0.5,0.5,"X[,1] %in% c('2','5','6','7','8','9','10') & X[,2] %in% c('1','2','3','4','5','6','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_length"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","abl_length"
"BCo",1,8,1,0.0551020408163265,0.0841121495327103,4,22,0.666666666666667,0.478260869565217,"X[,2] %in% c('1','2','3','6') & X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1') & X[,8] %in% c('1','2','3','4','6','7','8','9','10')","'2'","V2,V3,V6,V8","abl_mod"
"BCo",1,93,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_mod"
"BCo",1,207,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","abl_mod"
"BCo",1,209,0.983193277310924,0.242857142857143,0.704142011834319,3,23,0.5,0.5,"X[,1] %in% c('2','5','6','7','8','9','10') & X[,2] %in% c('1','2','3','4','5','6','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_mod"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","abl_mod"
"BCo",1,8,1,0.0551020408163265,0.0841121495327103,4,22,0.666666666666667,0.478260869565217,"X[,2] %in% c('1','2','3','6') & X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1') & X[,8] %in% c('1','2','3','4','6','7','8','9','10')","'2'","V2,V3,V6,V8","abl_acc"
"BCo",1,93,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_acc"
"BCo",1,207,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","abl_acc"
"BCo",1,209,0.983193277310924,0.242857142857143,0.704142011834319,3,23,0.5,0.5,"X[,1] %in% c('2','5','6','7','8','9','10') & X[,2] %in% c('1','2','3','4','5','6','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_acc"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","abl_acc"
"BCo",1,204,1,0.608163265306122,0.928348909657321,3,8,0.5,0.173913043478261,"X[,2] %in% c('1','2','3') & X[,6] %in% c('1','2') & X[,8] %in% c('1','2','3')","'2'","V2,V6,V8","abl_min_cov"
"BCo",1,8,1,0.0551020408163265,0.0841121495327103,4,22,0.666666666666667,0.478260869565217,"X[,2] %in% c('1','2','3','6') & X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1') & X[,8] %in% c('1','2','3','4','6','7','8','9','10')","'2'","V2,V3,V6,V8","abl_max_cov"
"BCo",1,93,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_max_cov"
"BCo",1,207,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","abl_max_cov"
"BCo",1,209,0.983193277310924,0.242857142857143,0.704142011834319,3,23,0.5,0.5,"X[,1] %in% c('2','5','6','7','8','9','10') & X[,2] %in% c('1','2','3','4','5','6','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_max_cov"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","abl_max_cov"
"BCo",1,204,1,0.608163265306122,0.928348909657321,3,8,0.5,0.173913043478261,"X[,2] %in% c('1','2','3') & X[,6] %in% c('1','2') & X[,8] %in% c('1','2','3')","'2'","V2,V6,V8","abl_overlap"
"BCo",1,207,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","abl_overlap"
"BCo",1,321,0.996415770609319,0.569387755102041,0.869158878504673,2,5,0.333333333333333,0.108695652173913,"X[,3] %in% c('1','2') & X[,7] %in% c('1','2','3')","'2'","V3,V7","abl_overlap"
"BCo",1,396,0.962264150943396,0.216326530612245,0.627218934911243,4,32,0.666666666666667,0.695652173913043,"X[,2] %in% c('4','5','6','7','8','9','10') & X[,4] %in% c('1','2','4','5','6','7','8','9','10') & X[,5] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('1','2','4','5','6','7','9','10')","'4'","V2,V4,V5,V6","abl_overlap"
"BCo",1,253,0.968992248062015,0.263265306122449,0.763313609467456,2,14,0.333333333333333,0.304347826086957,"X[,1] %in% c('1','2','5','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_preselect"
"BCo",1,508,0.989130434782609,0.187755102040816,0.544378698224852,2,13,0.333333333333333,0.282608695652174,"X[,4] %in% c('4','5','7','8','10') & X[,5] %in% c('3','4','5','6','7','8','9','10')","'4'","V4,V5","abl_preselect"
"BCo",1,565,0.978571428571429,0.285714285714286,0.828402366863905,3,24,0.5,0.521739130434783,"X[,3] %in% c('3','4','5','6','7','8','9','10') & X[,6] %in% c('3','4','5','6','7','8','9','10') & X[,8] %in% c('1','3','4','5','6','8','9','10')","'4'","V3,V6,V8","abl_preselect"
"BCo",1,1042,0.99025974025974,0.628571428571429,0.959501557632399,4,16,0.666666666666667,0.347826086956522,"X[,2] %in% c('1','2','3') & X[,5] %in% c('1','2','3','4') & X[,6] %in% c('1','2','3','5') & X[,8] %in% c('1','2','3','5','7')","'2'","V2,V5,V6,V8","abl_preselect"
"BCo",2,74,1,0.497959183673469,0.7601246105919,3,16,0.5,0.313725490196078,"X[,1] %in% c('1','2','3','4','6') & X[,4] %in% c('1','2','3','5','6','7','9','10') & X[,7] %in% c('1','2','3')","'2'","V1,V4,V7","no_abl"
"BCo",2,221,0.993288590604027,0.608163265306122,0.928348909657321,3,14,0.5,0.274509803921569,"X[,1] %in% c('1','2','3','4','5') & X[,6] %in% c('1','2','3','4') & X[,8] %in% c('1','2','3','6','8')","'2'","V1,V6,V8","no_abl"
"BCo",2,226,1,0.036734693877551,0.106508875739645,3,17,0.5,0.333333333333333,"X[,1] %in% c('1','2','3','4') & X[,6] %in% c('4','6','7','8','9','10') & X[,7] %in% c('4','5','6','7','8','9','10')","'4'","V1,V6,V7","no_abl"
"BCo",2,311,0.869565217391304,0.0469387755102041,0.136094674556213,3,17,0.5,0.333333333333333,"X[,1] %in% c('2','4','5','7','8','9','10') & X[,2] %in% c('1','2','3') & X[,6] %in% c('3','5','6','7','8','9','10')","'4'","V1,V2,V6","no_abl"
"BCo",2,365,0.955223880597015,0.273469387755102,0.792899408284024,2,15,0.333333333333333,0.294117647058824,"X[,1] %in% c('1','2','5','6','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","no_abl"
"BCo",2,74,1,0.497959183673469,0.7601246105919,3,16,0.5,0.313725490196078,"X[,1] %in% c('1','2','3','4','6') & X[,4] %in% c('1','2','3','5','6','7','9','10') & X[,7] %in% c('1','2','3')","'2'","V1,V4,V7","abl_conf"
"BCo",2,221,0.993288590604027,0.608163265306122,0.928348909657321,3,14,0.5,0.274509803921569,"X[,1] %in% c('1','2','3','4','5') & X[,6] %in% c('1','2','3','4') & X[,8] %in% c('1','2','3','6','8')","'2'","V1,V6,V8","abl_conf"
"BCo",2,226,1,0.036734693877551,0.106508875739645,3,17,0.5,0.333333333333333,"X[,1] %in% c('1','2','3','4') & X[,6] %in% c('4','6','7','8','9','10') & X[,7] %in% c('4','5','6','7','8','9','10')","'4'","V1,V6,V7","abl_conf"
"BCo",2,311,0.869565217391304,0.0469387755102041,0.136094674556213,3,17,0.5,0.333333333333333,"X[,1] %in% c('2','4','5','7','8','9','10') & X[,2] %in% c('1','2','3') & X[,6] %in% c('3','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_conf"
"BCo",2,365,0.955223880597015,0.273469387755102,0.792899408284024,2,15,0.333333333333333,0.294117647058824,"X[,1] %in% c('1','2','5','6','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_conf"
"BCo",2,31,0.989795918367347,0.2,0.579881656804734,3,21,0.5,0.411764705882353,"X[,2] %in% c('1','2','3','5','6','7','8','9','10') & X[,3] %in% c('4','5','6','7','8','9','10') & X[,6] %in% c('4','5','6','9','10')","'4'","V2,V3,V6","abl_supp"
"BCo",2,42,1,0.0428571428571429,0.0654205607476636,4,13,0.666666666666667,0.254901960784314,"X[,1] %in% c('1','2','3','4','5') & X[,2] %in% c('1','3') & X[,3] %in% c('1','2','3') & X[,5] %in% c('3','4','8')","'2'","V1,V2,V3,V5","abl_supp"
"BCo",2,199,0.972972972972973,0.226530612244898,0.656804733727811,4,32,0.666666666666667,0.627450980392157,"X[,3] %in% c('2','3','5','6','8','9','10') & X[,4] %in% c('1','2','3','4','5','6','7','8','10') & X[,5] %in% c('2','3','4','5','6','7','8','9','10') & X[,7] %in% c('4','5','6','7','8','9','10')","'4'","V3,V4,V5,V7","abl_supp"
"BCo",2,362,1,0.579591836734694,0.884735202492212,4,17,0.666666666666667,0.333333333333333,"X[,2] %in% c('1','2','3') & X[,4] %in% c('1','2','3','5','6') & X[,5] %in% c('1','2','5') & X[,8] %in% c('1','2','3','5','6','8')","'2'","V2,V4,V5,V8","abl_supp"
"BCo",2,365,0.955223880597015,0.273469387755102,0.792899408284024,2,15,0.333333333333333,0.294117647058824,"X[,1] %in% c('1','2','5','6','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_supp"
"BCo",2,74,1,0.497959183673469,0.7601246105919,3,16,0.5,0.313725490196078,"X[,1] %in% c('1','2','3','4','6') & X[,4] %in% c('1','2','3','5','6','7','9','10') & X[,7] %in% c('1','2','3')","'2'","V1,V4,V7","abl_length"
"BCo",2,226,1,0.036734693877551,0.106508875739645,3,17,0.5,0.333333333333333,"X[,1] %in% c('1','2','3','4') & X[,6] %in% c('4','6','7','8','9','10') & X[,7] %in% c('4','5','6','7','8','9','10')","'4'","V1,V6,V7","abl_length"
"BCo",2,311,0.869565217391304,0.0469387755102041,0.136094674556213,3,17,0.5,0.333333333333333,"X[,1] %in% c('2','4','5','7','8','9','10') & X[,2] %in% c('1','2','3') & X[,6] %in% c('3','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_length"
"BCo",2,365,0.955223880597015,0.273469387755102,0.792899408284024,2,15,0.333333333333333,0.294117647058824,"X[,1] %in% c('1','2','5','6','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_length"
"BCo",2,414,1,0.610204081632653,0.931464174454829,4,17,0.666666666666667,0.333333333333333,"X[,1] %in% c('1','2','3','4','5','6') & X[,2] %in% c('1','2','3') & X[,6] %in% c('1','2','3','5') & X[,8] %in% c('1','2','3','8')","'2'","V1,V2,V6,V8","abl_length"
"BCo",2,74,1,0.497959183673469,0.7601246105919,3,16,0.5,0.313725490196078,"X[,1] %in% c('1','2','3','4','6') & X[,4] %in% c('1','2','3','5','6','7','9','10') & X[,7] %in% c('1','2','3')","'2'","V1,V4,V7","abl_mod"
"BCo",2,221,0.993288590604027,0.608163265306122,0.928348909657321,3,14,0.5,0.274509803921569,"X[,1] %in% c('1','2','3','4','5') & X[,6] %in% c('1','2','3','4') & X[,8] %in% c('1','2','3','6','8')","'2'","V1,V6,V8","abl_mod"
"BCo",2,226,1,0.036734693877551,0.106508875739645,3,17,0.5,0.333333333333333,"X[,1] %in% c('1','2','3','4') & X[,6] %in% c('4','6','7','8','9','10') & X[,7] %in% c('4','5','6','7','8','9','10')","'4'","V1,V6,V7","abl_mod"
"BCo",2,311,0.869565217391304,0.0469387755102041,0.136094674556213,3,17,0.5,0.333333333333333,"X[,1] %in% c('2','4','5','7','8','9','10') & X[,2] %in% c('1','2','3') & X[,6] %in% c('3','5','6','7','8','9','10')","'4'","V1,V2,V6","abl_mod"
"BCo",2,365,0.955223880597015,0.273469387755102,0.792899408284024,2,15,0.333333333333333,0.294117647058824,"X[,1] %in% c('1','2','5','6','7','8','9','10') & X[,2] %in% c('4','5','6','7','8','9','10')","'4'","V1,V2","abl_mod"
