"data","iter","PS_rules","Opt_rules","abl_model","NA"
"wine",1,"2","3","no_abl",NA
"wine",1,"2","3","abl_conf",NA
"wine",1,"2","1","abl_supp",NA
"wine",1,"2","3","abl_length",NA
"wine",1,"2","3","abl_mod",NA
"wine",1,"2","3","abl_acc",NA
"wine",1,"2","1","abl_min_cov",NA
"wine",1,"2","3","abl_max_cov",NA
"wine",1,"2","3","abl_overlap",NA
"wine",1,"2","3","abl_preselect",NA
"wine",2,"2","2","no_abl",NA
"wine",2,"2","2","abl_conf",NA
"wine",2,"2","1","abl_supp",NA
"wine",2,"2","2","abl_length",NA
"wine",2,"2","2","abl_mod",NA
"wine",2,"2","2","abl_acc",NA
"wine",2,"2","1","abl_min_cov",NA
"wine",2,"2","2","abl_max_cov",NA
"wine",2,"2","2","abl_overlap",NA
"wine",2,"2","2","abl_preselect",NA
"wine",3,"2","2","no_abl",NA
"wine",3,"2","2","abl_conf",NA
"wine",3,"2","2","abl_supp",NA
"wine",3,"2","2","abl_length",NA
"wine",3,"2","2","abl_mod",NA
"wine",3,"2","3","abl_acc",NA
"wine",3,"2","1","abl_min_cov",NA
"wine",3,"2","2","abl_max_cov",NA
"wine",3,"2","2","abl_overlap",NA
"wine",3,"2","2","abl_preselect",NA
"wine",4,"2","1","no_abl",NA
"wine",4,"2","1","abl_conf",NA
"wine",4,"2","1","abl_supp",NA
"wine",4,"2","1","abl_length",NA
"wine",4,"2","1","abl_mod",NA
"wine",4,"2","3","abl_acc",NA
"wine",4,"2","1","abl_min_cov",NA
"wine",4,"2","1","abl_max_cov",NA
"wine",4,"2","1","abl_overlap",NA
"wine",4,"2","2","abl_preselect",NA
"wine",5,"2","3","no_abl",NA
"wine",5,"2","3","abl_conf",NA
"wine",5,"2","2","abl_supp",NA
"wine",5,"2","3","abl_length",NA
"wine",5,"2","3","abl_mod",NA
"wine",5,"2","1","abl_acc",NA
"wine",5,"2","1","abl_min_cov",NA
"wine",5,"2","3","abl_max_cov",NA
"wine",5,"2","3","abl_overlap",NA
"wine",5,"2","3","abl_preselect",NA
"wine",6,"2","1","no_abl",NA
"wine",6,"2","1","abl_conf",NA
"wine",6,"2","1","abl_supp",NA
"wine",6,"2","1","abl_length",NA
"wine",6,"2","1","abl_mod",NA
"wine",6,"2","2","abl_acc",NA
"wine",6,"2","1","abl_min_cov",NA
"wine",6,"2","1","abl_max_cov",NA
"wine",6,"2","1","abl_overlap",NA
"wine",6,"2","1","abl_preselect",NA
"wine",7,"2","3","no_abl",NA
"wine",7,"2","3","abl_conf",NA
"wine",7,"2","2","abl_supp",NA
"wine",7,"2","3","abl_length",NA
"wine",7,"2","3","abl_mod",NA
"wine",7,"2","2","abl_acc",NA
"wine",7,"2","1","abl_min_cov",NA
"wine",7,"2","3","abl_max_cov",NA
"wine",7,"2","3","abl_overlap",NA
"wine",7,"2","2","abl_preselect",NA
"wine",8,"2","2","no_abl",NA
"wine",8,"2","2","abl_conf",NA
"wine",8,"2","2","abl_supp",NA
"wine",8,"2","2","abl_length",NA
"wine",8,"2","2","abl_mod",NA
"wine",8,"2","3","abl_acc",NA
"wine",8,"2","1","abl_min_cov",NA
"wine",8,"2","2","abl_max_cov",NA
"wine",8,"2","2","abl_overlap",NA
"wine",8,"2","2","abl_preselect",NA
"wine",9,"2","2","no_abl",NA
"wine",9,"2","2","abl_conf",NA
"wine",9,"2","2","abl_supp",NA
"wine",9,"2","1","abl_length",NA
"wine",9,"2","1","abl_mod",NA
"wine",9,"2","1","abl_acc",NA
"wine",9,"2","1","abl_min_cov",NA
"wine",9,"2","2","abl_max_cov",NA
"wine",9,"2","2","abl_overlap",NA
"wine",9,"2","2","abl_preselect",NA
"wine",10,"2","2","no_abl",NA
"wine",10,"2","2","abl_conf",NA
"wine",10,"2","2","abl_supp",NA
"wine",10,"2","2","abl_length",NA
"wine",10,"2","2","abl_mod",NA
"wine",10,"2","2","abl_acc",NA
"wine",10,"2","1","abl_min_cov",NA
"wine",10,"2","2","abl_max_cov",NA
"wine",10,"2","2","abl_overlap",NA
"wine",10,"2","2","abl_preselect",NA
