"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"BCo",1,"OptimalRules",2.8,2,2,3,3,4,"no_abl"
"BCo",1,"OPTSTEL",2.8,2,2,3,3,4,"no_abl"
"BCo",1,"OptimalRules",2.8,2,2,3,3,4,"abl_conf"
"BCo",1,"OPTSTEL",2.8,2,2,3,3,4,"abl_conf"
"BCo",1,"OptimalRules",2.4,1,2,2,3,4,"abl_supp"
"BCo",1,"OPTSTEL",2.4,1,2,2,3,4,"abl_supp"
"BCo",1,"OptimalRules",2.8,2,2,3,3,4,"abl_length"
"BCo",1,"OPTSTEL",2.8,2,2,3,3,4,"abl_length"
"BCo",1,"OptimalRules",2.8,2,2,3,3,4,"abl_mod"
"BCo",1,"OPTSTEL",2.8,2,2,3,3,4,"abl_mod"
"BCo",1,"OptimalRules",2.8,2,2,3,3,4,"abl_acc"
"BCo",1,"OPTSTEL",2.8,2,2,3,3,4,"abl_acc"
"BCo",1,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"BCo",1,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"BCo",1,"OptimalRules",2.8,2,2,3,3,4,"abl_max_cov"
"BCo",1,"OPTSTEL",2.8,2,2,3,3,4,"abl_max_cov"
"BCo",1,"OptimalRules",3,2,2.75,3,3.25,4,"abl_overlap"
"BCo",1,"OPTSTEL",3,2,2.75,3,3.25,4,"abl_overlap"
"BCo",1,"OptimalRules",2.75,2,2,2.5,3.25,4,"abl_preselect"
"BCo",1,"OPTSTEL",2.75,2,2,2.5,3.25,4,"abl_preselect"
"BCo",2,"OptimalRules",2.8,2,3,3,3,3,"no_abl"
"BCo",2,"OPTSTEL",2.8,2,3,3,3,3,"no_abl"
"BCo",2,"OptimalRules",2.8,2,3,3,3,3,"abl_conf"
"BCo",2,"OPTSTEL",2.8,2,3,3,3,3,"abl_conf"
"BCo",2,"OptimalRules",3.4,2,3,4,4,4,"abl_supp"
"BCo",2,"OPTSTEL",3.4,2,3,4,4,4,"abl_supp"
"BCo",2,"OptimalRules",3,2,3,3,3,4,"abl_length"
"BCo",2,"OPTSTEL",3,2,3,3,3,4,"abl_length"
"BCo",2,"OptimalRules",2.8,2,3,3,3,3,"abl_mod"
"BCo",2,"OPTSTEL",2.8,2,3,3,3,3,"abl_mod"
"BCo",2,"OptimalRules",4.25,4,4,4,4.25,5,"abl_acc"
"BCo",2,"OPTSTEL",4.25,4,4,4,4.25,5,"abl_acc"
"BCo",2,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"BCo",2,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"BCo",2,"OptimalRules",2.8,2,3,3,3,3,"abl_max_cov"
"BCo",2,"OPTSTEL",2.8,2,3,3,3,3,"abl_max_cov"
"BCo",2,"OptimalRules",4.25,2,3.5,4.5,5.25,6,"abl_overlap"
"BCo",2,"OPTSTEL",4.25,2,3.5,4.5,5.25,6,"abl_overlap"
"BCo",2,"OptimalRules",3.25,2,2.75,3.5,4,4,"abl_preselect"
"BCo",2,"OPTSTEL",3.25,2,2.75,3.5,4,4,"abl_preselect"
"BCo",3,"OptimalRules",3.25,3,3,3,3.25,4,"no_abl"
"BCo",3,"OPTSTEL",3.25,3,3,3,3.25,4,"no_abl"
