"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"no_abl"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"no_abl"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"abl_conf"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"abl_conf"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"abl_supp"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"abl_supp"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"abl_length"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"abl_length"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"abl_mod"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"abl_mod"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"abl_acc"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"abl_acc"
"banknote",1,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"banknote",1,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"abl_max_cov"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"abl_max_cov"
"banknote",1,"OptimalRules",2.57,2,2,3,3,3,"abl_overlap"
"banknote",1,"OPTSTEL",2.57,2,2,3,3,3,"abl_overlap"
"banknote",1,"OptimalRules",2.43,1,2,3,3,3,"abl_preselect"
"banknote",1,"OPTSTEL",2.43,1,2,3,3,3,"abl_preselect"
"banknote",2,"OptimalRules",2.5,1,2,3,3,3,"no_abl"
"banknote",2,"OPTSTEL",2.5,1,2,3,3,3,"no_abl"
"banknote",2,"OptimalRules",2.5,1,2,3,3,3,"abl_conf"
"banknote",2,"OPTSTEL",2.5,1,2,3,3,3,"abl_conf"
"banknote",2,"OptimalRules",2.5,1,2,3,3,3,"abl_supp"
"banknote",2,"OPTSTEL",2.5,1,2,3,3,3,"abl_supp"
"banknote",2,"OptimalRules",2.5,1,2,3,3,3,"abl_length"
"banknote",2,"OPTSTEL",2.5,1,2,3,3,3,"abl_length"
"banknote",2,"OptimalRules",2.5,1,2,3,3,3,"abl_mod"
"banknote",2,"OPTSTEL",2.5,1,2,3,3,3,"abl_mod"
"banknote",2,"OptimalRules",2.71,2,2.5,3,3,3,"abl_acc"
"banknote",2,"OPTSTEL",2.71,2,2.5,3,3,3,"abl_acc"
"banknote",2,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"banknote",2,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"banknote",2,"OptimalRules",2.5,1,2,3,3,3,"abl_max_cov"
"banknote",2,"OPTSTEL",2.5,1,2,3,3,3,"abl_max_cov"
"banknote",2,"OptimalRules",2.5,1,2,3,3,3,"abl_overlap"
"banknote",2,"OPTSTEL",2.5,1,2,3,3,3,"abl_overlap"
