"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"derma",1,2.3401,6.8211,14.1033,0.538,18.6543,"no_abl"
"derma",1,2.3401,6.8211,14.1033,0.575,18.6289,"abl_conf"
"derma",1,2.3401,6.8211,14.1033,0.495,18.9135,"abl_supp"
"derma",1,2.3401,6.8211,14.1033,0.514,18.6943,"abl_length"
"derma",1,2.3401,6.8211,14.1033,0.495,18.7568,"abl_mod"
"derma",1,2.3401,6.8211,14.1033,0.463,18.907,"abl_acc"
"derma",1,2.3401,6.8211,14.1033,0.194,18.4605,"abl_min_cov"
"derma",1,2.3401,6.8211,14.1033,1.242,19.4616,"abl_max_cov"
"derma",1,2.3401,6.8211,14.1033,0.495,18.8419,"abl_overlap"
"derma",1,2.3401,7.3279,81.546,1.325,99.0721,"abl_preselect"
"derma",2,2.2287,7.1241,16.6402,5.618,27.3793,"no_abl"
"derma",2,2.2287,7.1241,16.6402,4.739,26.4245,"abl_conf"
"derma",2,2.2287,7.1241,16.6402,4.379,26.1143,"abl_supp"
"derma",2,2.2287,7.1241,16.6402,5.266,27.1271,"abl_length"
"derma",2,2.2287,7.1241,16.6402,4.74,26.3465,"abl_mod"
"derma",2,2.2287,7.1241,16.6402,0.305,22.1077,"abl_acc"
"derma",2,2.2287,7.1241,16.6402,0.237,22.0083,"abl_min_cov"
"derma",2,2.2287,7.1241,16.6402,6.565,28.2481,"abl_max_cov"
"derma",2,2.2287,7.1241,16.6402,5.269,27.0634,"abl_overlap"
"derma",2,2.2287,7.9778,88.2255,3.06,104.9421,"abl_preselect"
"derma",3,2.2315,7.1634,16.3838,0.982,22.2742,"no_abl"
"derma",3,2.2315,7.1634,16.3838,0.922,22.3595,"abl_conf"
"derma",3,2.2315,7.1634,16.3838,1.581,23.111,"abl_supp"
"derma",3,2.2315,7.1634,16.3838,0.71,22.0784,"abl_length"
"derma",3,2.2315,7.1634,16.3838,0.851,22.1108,"abl_mod"
"derma",3,2.2315,7.1634,16.3838,0.877,22.5074,"abl_acc"
"derma",3,2.2315,7.1634,16.3838,0.146,21.4975,"abl_min_cov"
"derma",3,2.2315,7.1634,16.3838,2.24,23.9249,"abl_max_cov"
"derma",3,2.2315,7.1634,16.3838,1.118,22.279,"abl_overlap"
"derma",3,2.2315,7.9206,89.7169,3.117,106.7938,"abl_preselect"
"derma",4,2.291,6.8815,15.512,1.137,20.9273,"no_abl"
"derma",4,2.291,6.8815,15.512,1.495,21.4644,"abl_conf"
"derma",4,2.291,6.8815,15.512,1.48,21.8668,"abl_supp"
"derma",4,2.291,6.8815,15.512,1.197,21.5037,"abl_length"
"derma",4,2.291,6.8815,15.512,1.219,21.6381,"abl_mod"
"derma",4,2.291,6.8815,15.512,0.604,21.0362,"abl_acc"
"derma",4,2.291,6.8815,15.512,0.185,20.1974,"abl_min_cov"
"derma",4,2.291,6.8815,15.512,2.247,22.3022,"abl_max_cov"
"derma",4,2.291,6.8815,15.512,1.024,21.313,"abl_overlap"
"derma",4,2.291,7.9279,88.9829,2.764,105.2798,"abl_preselect"
"derma",5,2.2463,7.32,16.3407,0.594,21.9195,"no_abl"
