"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"anneal",1,4.4182,14.3248,27.966,2.106,44.4883,"no_abl"
"anneal",1,4.4182,14.3248,27.966,4.518,46.4153,"abl_conf"
"anneal",1,4.4182,14.3248,27.966,1.763,43.7185,"abl_supp"
"anneal",1,4.4182,14.3248,27.966,2.051,44.1458,"abl_length"
"anneal",1,4.4182,14.3248,27.966,2.6,45.2597,"abl_mod"
"anneal",1,4.4182,14.3248,27.966,0.646,43.147,"abl_acc"
"anneal",1,4.4182,14.3248,27.966,0.741,43.5632,"abl_min_cov"
"anneal",1,4.4182,14.3248,27.966,5.005,47.6707,"abl_max_cov"
"anneal",1,4.4182,14.3248,27.966,2.127,44.7259,"abl_overlap"
"anneal",1,4.4182,11.7182,339.0102,55.151,457.3885,"abl_preselect"
"anneal",2,4.1846,13.5764,27.0336,0.703,40.8074,"no_abl"
"anneal",2,4.1846,13.5764,27.0336,1.046,40.8159,"abl_conf"
"anneal",2,4.1846,13.5764,27.0336,0.61,40.4228,"abl_supp"
"anneal",2,4.1846,13.5764,27.0336,0.793,40.9477,"abl_length"
"anneal",2,4.1846,13.5764,27.0336,0.602,40.8402,"abl_mod"
"anneal",2,4.1846,13.5764,27.0336,0.712,40.7861,"abl_acc"
"anneal",2,4.1846,13.5764,27.0336,0.548,41.4261,"abl_min_cov"
"anneal",2,4.1846,13.5764,27.0336,0.705,40.3567,"abl_max_cov"
"anneal",2,4.1846,13.5764,27.0336,0.714,41.3283,"abl_overlap"
"anneal",2,4.1846,13.4695,389.2913,60.541,456.0054,"abl_preselect"
"anneal",3,4.4245,13.4571,27.2766,17.63,58.3265,"no_abl"
"anneal",3,4.4245,13.4571,27.2766,21.662,62.076,"abl_conf"
"anneal",3,4.4245,13.4571,27.2766,16.93,57.8086,"abl_supp"
"anneal",3,4.4245,13.4571,27.2766,22.572,63.5594,"abl_length"
"anneal",3,4.4245,13.4571,27.2766,17.082,57.7693,"abl_mod"
"anneal",3,4.4245,13.4571,27.2766,0.605,41.6979,"abl_acc"
"anneal",3,4.4245,13.4571,27.2766,0.92,41.9627,"abl_min_cov"
"anneal",3,4.4245,13.4571,27.2766,23.156,63.8788,"abl_max_cov"
"anneal",3,4.4245,13.4571,27.2766,15.375,56.3471,"abl_overlap"
"anneal",3,4.4245,13.727,391.6934,46.971,451.6332,"abl_preselect"
"anneal",4,4.2,13.1452,25.8607,15.409,54.4958,"no_abl"
"anneal",4,4.2,13.1452,25.8607,12.141,50.9387,"abl_conf"
"anneal",4,4.2,13.1452,25.8607,9.91,48.3814,"abl_supp"
"anneal",4,4.2,13.1452,25.8607,17.524,56.344,"abl_length"
"anneal",4,4.2,13.1452,25.8607,18.301,57.0929,"abl_mod"
"anneal",4,4.2,13.1452,25.8607,3.892,42.795,"abl_acc"
"anneal",4,4.2,13.1452,25.8607,0.89,39.4363,"abl_min_cov"
"anneal",4,4.2,13.1452,25.8607,12.992,51.7497,"abl_max_cov"
"anneal",4,4.2,13.1452,25.8607,12.828,51.5544,"abl_overlap"
"anneal",4,4.2,13.8194,403.0327,30.267,436.9722,"abl_preselect"
"anneal",5,4.3027,13.148,24.6646,2.978,39.6306,"no_abl"
"anneal",5,4.3027,13.148,24.6646,2.235,39.3363,"abl_conf"
"anneal",5,4.3027,13.148,24.6646,2.137,39.1773,"abl_supp"
"anneal",5,4.3027,13.148,24.6646,3.181,40.2916,"abl_length"
"anneal",5,4.3027,13.148,24.6646,1.799,38.9973,"abl_mod"
"anneal",5,4.3027,13.148,24.6646,0.713,37.7045,"abl_acc"
"anneal",5,4.3027,13.148,24.6646,0.718,37.8467,"abl_min_cov"
"anneal",5,4.3027,13.148,24.6646,4.859,41.5705,"abl_max_cov"
"anneal",5,4.3027,13.148,24.6646,2.986,40.3996,"abl_overlap"
