"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"anneal",1,"OptimalRules",3.75,1,2,3.5,5.25,6,"no_abl"
"anneal",1,"OPTSTEL",3.82,1,2,4,5.5,6,"no_abl"
"anneal",1,"OptimalRules",3.75,1,2,3.5,5.25,6,"abl_conf"
"anneal",1,"OPTSTEL",3.82,1,2,4,5.5,6,"abl_conf"
"anneal",1,"OptimalRules",3.83,1,2,3.5,6,6,"abl_supp"
"anneal",1,"OPTSTEL",4.1,1,2.25,4.5,6,6,"abl_supp"
"anneal",1,"OptimalRules",3.92,1,2,4,6,6,"abl_length"
"anneal",1,"OPTSTEL",3.92,1,2,4,6,6,"abl_length"
"anneal",1,"OptimalRules",3.75,1,2,3.5,5.25,6,"abl_mod"
"anneal",1,"OPTSTEL",3.82,1,2,4,5.5,6,"abl_mod"
"anneal",1,"OptimalRules",4.3,1,3,5,6,6,"abl_acc"
"anneal",1,"OPTSTEL",4.3,1,3,5,6,6,"abl_acc"
"anneal",1,"OptimalRules",5,5,5,5,5,5,"abl_min_cov"
"anneal",1,"OPTSTEL",5,5,5,5,5,5,"abl_min_cov"
"anneal",1,"OptimalRules",3.75,1,2,3.5,5.25,6,"abl_max_cov"
"anneal",1,"OPTSTEL",3.82,1,2,4,5.5,6,"abl_max_cov"
"anneal",1,"OptimalRules",3.75,1,2,3.5,5.25,6,"abl_overlap"
"anneal",1,"OPTSTEL",3.82,1,2,4,5.5,6,"abl_overlap"
"anneal",1,"OptimalRules",4.36,1,2.5,4,6.5,8,"abl_preselect"
"anneal",1,"OPTSTEL",4.2,1,2.25,3.5,6.25,8,"abl_preselect"
"anneal",2,"OptimalRules",4.08,1,3,4.5,5.25,6,"no_abl"
"anneal",2,"OPTSTEL",4.08,1,3,4.5,5.25,6,"no_abl"
"anneal",2,"OptimalRules",4.08,1,3,4.5,5.25,6,"abl_conf"
"anneal",2,"OPTSTEL",4.08,1,3,4.5,5.25,6,"abl_conf"
"anneal",2,"OptimalRules",4.08,1,3,4.5,5.25,6,"abl_supp"
"anneal",2,"OPTSTEL",4.08,1,3,4.5,5.25,6,"abl_supp"
"anneal",2,"OptimalRules",4.08,1,3,4.5,5.25,6,"abl_length"
"anneal",2,"OPTSTEL",4.08,1,3,4.5,5.25,6,"abl_length"
"anneal",2,"OptimalRules",4.08,1,3,4.5,5.25,6,"abl_mod"
"anneal",2,"OPTSTEL",4.08,1,3,4.5,5.25,6,"abl_mod"
"anneal",2,"OptimalRules",3.83,1,2,4,6,6,"abl_acc"
"anneal",2,"OPTSTEL",4.09,1,2.5,4,6,6,"abl_acc"
"anneal",2,"OptimalRules",6,6,6,6,6,6,"abl_min_cov"
"anneal",2,"OPTSTEL",6,6,6,6,6,6,"abl_min_cov"
"anneal",2,"OptimalRules",4.08,1,3,4.5,5.25,6,"abl_max_cov"
"anneal",2,"OPTSTEL",4.08,1,3,4.5,5.25,6,"abl_max_cov"
"anneal",2,"OptimalRules",4.08,1,3,4.5,5.25,6,"abl_overlap"
"anneal",2,"OPTSTEL",4.08,1,3,4.5,5.25,6,"abl_overlap"
"anneal",2,"OptimalRules",4.36,1,3,4,6,8,"abl_preselect"
"anneal",2,"OPTSTEL",4.36,1,3,4,6,8,"abl_preselect"
"anneal",3,"OptimalRules",4.07,1,2.5,5,5.5,6,"no_abl"
"anneal",3,"OPTSTEL",3.92,1,2.75,4.5,5,6,"no_abl"
"anneal",3,"OptimalRules",3.8,1,2,4,5,6,"abl_conf"
"anneal",3,"OPTSTEL",3.75,1,2,4,5,6,"abl_conf"
"anneal",3,"OptimalRules",3.8,1,2.5,4,5,6,"abl_supp"
"anneal",3,"OPTSTEL",3.75,1,2.75,4,5,6,"abl_supp"
"anneal",3,"OptimalRules",4.13,1,3,5,5.5,6,"abl_length"
"anneal",3,"OPTSTEL",4,1,3,4.5,5,6,"abl_length"
"anneal",3,"OptimalRules",4.13,1,3,5,5.5,6,"abl_mod"
"anneal",3,"OPTSTEL",4,1,3,4.5,5,6,"abl_mod"
"anneal",3,"OptimalRules",3.7,1,3,4,4.75,6,"abl_acc"
"anneal",3,"OPTSTEL",3.7,1,3,4,4.75,6,"abl_acc"
"anneal",3,"OptimalRules",5,5,5,5,5,5,"abl_min_cov"
"anneal",3,"OPTSTEL",5,5,5,5,5,5,"abl_min_cov"
"anneal",3,"OptimalRules",4.07,1,2.5,5,5.5,6,"abl_max_cov"
"anneal",3,"OPTSTEL",3.92,1,2.75,4.5,5,6,"abl_max_cov"
"anneal",3,"OptimalRules",4.07,1,2.5,5,5.5,6,"abl_overlap"
"anneal",3,"OPTSTEL",3.92,1,2.75,4.5,5,6,"abl_overlap"
"anneal",3,"OptimalRules",4.18,1,2.5,3,5,10,"abl_preselect"
"anneal",3,"OPTSTEL",4,1,3,3.5,4.5,8,"abl_preselect"
"anneal",4,"OptimalRules",4,1,3,3.5,6,6,"no_abl"
"anneal",4,"OPTSTEL",4,1,3,3.5,6,6,"no_abl"
"anneal",4,"OptimalRules",3.43,1,2,3,4.75,6,"abl_conf"
"anneal",4,"OPTSTEL",3.54,1,2,3,5,6,"abl_conf"
"anneal",4,"OptimalRules",3.93,1,3,3.5,5.75,6,"abl_supp"
"anneal",4,"OPTSTEL",3.9,1,3,3.5,5.75,6,"abl_supp"
"anneal",4,"OptimalRules",4.14,1,3,4,6,6,"abl_length"
"anneal",4,"OPTSTEL",4.3,1,3,5,6,6,"abl_length"
"anneal",4,"OptimalRules",4.07,1,3,4,6,6,"abl_mod"
