"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.4919,"Optimal",52.354,77.6275,818,14,"no_abl"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.4865,"Optimal",64.791,90.5246,818,14,"abl_conf"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.4919,"Optimal",41.591,67.1521,818,14,"abl_supp"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.4919,"Optimal",45.703,71.3011,818,14,"abl_length"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.4919,"Optimal",61.132,86.7167,818,14,"abl_mod"
"heart",1,0.999,0.025,0.9788,0.0265,0.1189,0.4973,"Optimal",1.001,26.4643,818,8,"abl_acc"
"heart",1,0.01,0.999,0.2222,0.0265,0,0,"Optimal",0.397,25.9579,818,1,"abl_min_cov"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.4703,"Optimal",163.68,189.1776,818,14,"abl_max_cov"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.573,"Optimal",34.283,59.6917,818,14,"abl_overlap"
"heart",1,0.01,0.025,0.9788,0.0265,0.0324,0.4919,"Optimal",158.057,233.157,2415,14,"abl_preselect"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.4973,"Optimal",26.147,53.3649,873,11,"no_abl"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.4973,"Optimal",41.002,68.2553,873,11,"abl_conf"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.4595,"Optimal",19.471,46.3023,873,11,"abl_supp"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.4973,"Optimal",23.928,50.9669,873,11,"abl_length"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.4973,"Optimal",22.438,49.8493,873,11,"abl_mod"
"heart",2,0.999,0.025,0.9788,0.0582,0.1351,0.4757,"Optimal",0.632,27.94,873,8,"abl_acc"
"heart",2,0.01,0.999,0.3069,0.0582,0.0345,0,"Optimal",0.261,27.6076,873,1,"abl_min_cov"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.4703,"Optimal",55.019,82.043,873,11,"abl_max_cov"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.6486,"Optimal",16.537,43.4852,873,11,"abl_overlap"
"heart",2,0.01,0.025,0.9788,0.0582,0.0649,0.4865,"Optimal",42.739,115.8086,2345,11,"abl_preselect"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.427,"Optimal",232.35,259.8202,894,13,"no_abl"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.427,"Optimal",212.289,240.0632,894,13,"abl_conf"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.427,"Optimal",64.854,92.7007,894,13,"abl_supp"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.427,"Optimal",183.187,211.0822,894,13,"abl_length"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.427,"Optimal",159.138,187.4491,894,13,"abl_mod"
"heart",3,0.999,0.025,0.9788,0.0529,0.1568,0.4811,"Optimal",1.578,29.4827,894,9,"abl_acc"
"heart",3,0.01,0.999,0.1799,0.0529,0,0,"Optimal",0.268,27.9524,894,1,"abl_min_cov"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.427,"Optimal",373.725,401.6695,894,13,"abl_max_cov"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.427,"Optimal",106.065,133.7953,894,13,"abl_overlap"
"heart",3,0.01,0.025,0.9788,0.0529,0.0595,0.4865,"Optimal",631.442,709.8934,2492,13,"abl_preselect"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",62.366,89.1148,856,12,"no_abl"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.4973,"Optimal",154.978,181.6469,856,12,"abl_conf"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.4216,"Optimal",41.735,68.5994,856,12,"abl_supp"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",56.582,83.0019,856,12,"abl_length"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",42.575,69.1518,856,12,"abl_mod"
"heart",4,0.999,0.025,0.9788,0.0317,0.1297,0.4757,"Optimal",0.392,26.9995,856,8,"abl_acc"
"heart",4,0.01,0.999,0.3439,0.0317,0.0308,0,"Optimal",0.275,26.9384,856,1,"abl_min_cov"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.4757,"Optimal",134.993,161.7404,856,12,"abl_max_cov"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.5459,"Optimal",54.104,81.1726,856,12,"abl_overlap"
"heart",4,0.01,0.025,0.9788,0.0317,0.0378,0.4973,"Optimal",91.737,161.0321,2254,12,"abl_preselect"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.4865,"Optimal",126.818,154.2956,876,13,"no_abl"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.4595,"Optimal",254.293,281.2974,876,13,"abl_conf"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.4649,"Optimal",105.877,133.0953,876,13,"abl_supp"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.4865,"Optimal",179.187,206.4036,876,13,"abl_length"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.4865,"Optimal",246.472,273.9478,876,13,"abl_mod"
"heart",5,0.999,0.025,0.9788,0.0317,0.1243,0.4595,"Optimal",1.384,28.6091,876,8,"abl_acc"
"heart",5,0.01,0.999,0.328,0.0317,0.0323,0,"Optimal",0.274,27.7393,876,1,"abl_min_cov"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.4432,"Optimal",186.917,214.2826,876,12,"abl_max_cov"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.5838,"Optimal",108.425,135.6476,876,13,"abl_overlap"
"heart",5,0.01,0.025,0.9788,0.0317,0.0378,0.4865,"Optimal",247.291,317.2061,2238,13,"abl_preselect"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.3351,"Optimal",67.407,96.733,929,12,"no_abl"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.3351,"Optimal",67.335,96.2454,929,12,"abl_conf"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.2811,"Optimal",31.531,60.6017,929,12,"abl_supp"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.3351,"Optimal",27.102,55.7567,929,12,"abl_length"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.3351,"Optimal",25.112,53.9134,929,12,"abl_mod"
"heart",6,0.999,0.025,0.9788,0.0476,0.1081,0.4865,"Optimal",1.209,30.2257,929,9,"abl_acc"
"heart",6,0.01,0.999,0.2487,0.0476,0.0426,0,"Optimal",0.27,29.1763,929,1,"abl_min_cov"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.3351,"Optimal",98.912,127.5272,929,12,"abl_max_cov"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.3351,"Optimal",47.859,76.9202,929,12,"abl_overlap"
"heart",6,0.01,0.025,0.9788,0.0476,0.0541,0.3351,"Optimal",47.466,124.9424,2486,12,"abl_preselect"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4865,"Optimal",15.572,42.8838,871,11,"no_abl"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4595,"Optimal",25.714,52.5156,871,11,"abl_conf"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4703,"Optimal",12.972,40.0818,871,11,"abl_supp"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4865,"Optimal",16.893,44.3876,871,11,"abl_length"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4865,"Optimal",14.109,41.3076,871,11,"abl_mod"
"heart",7,0.999,0.025,0.9788,0.0529,0.1459,0.4973,"Optimal",1.286,28.3233,871,8,"abl_acc"
"heart",7,0.01,0.999,0.3545,0.0529,0.0448,0,"Optimal",0.278,27.7669,871,1,"abl_min_cov"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4973,"Optimal",12.104,39.2455,871,11,"abl_max_cov"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4865,"Optimal",8.429,35.9999,871,11,"abl_overlap"
"heart",7,0.01,0.025,0.9788,0.0529,0.0595,0.4865,"Optimal",49.352,121.9364,2339,11,"abl_preselect"
"heart",8,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",159.801,186.484,852,15,"no_abl"
"heart",8,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",183.899,210.6524,852,15,"abl_conf"
"heart",8,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",102.109,128.5415,852,15,"abl_supp"
"heart",8,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",179.493,206.1273,852,15,"abl_length"
"heart",8,0.01,0.025,0.9788,0.0317,0.0378,0.4919,"Optimal",170.03,196.5424,852,15,"abl_mod"
"heart",8,0.999,0.025,0.9788,0.0317,0.1243,0.4486,"Optimal",1.049,27.8535,852,10,"abl_acc"
