"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"vote",1,0.01,0.025,0.977,0.0262,0.0336,0.3725,"Optimal",1.056,30.395,580,6,"no_abl"
"vote",1,0.01,0.025,0.977,0.0262,0.0336,0.3725,"Optimal",1.013,30.3786,580,6,"abl_conf"
"vote",1,0.01,0.025,0.9803,0.0262,0.0334,0.4281,"Optimal",1.746,31.256,580,6,"abl_supp"
"vote",1,0.01,0.025,0.977,0.0262,0.0336,0.3725,"Optimal",1.18,30.6153,580,6,"abl_length"
"vote",1,0.01,0.025,0.977,0.0262,0.0336,0.3725,"Optimal",1.045,30.4784,580,6,"abl_mod"
"vote",1,0.999,0.025,0.977,0.0262,0.0369,0.0369,"Optimal",0.385,29.9656,580,5,"abl_acc"
"vote",1,0.01,0.999,0.4262,0.0262,0.0077,0,"Optimal",0.364,29.9739,580,1,"abl_min_cov"
"vote",1,0.01,0.025,0.977,0.0262,0.0336,0.3725,"Optimal",1.193,30.7134,580,6,"abl_max_cov"
"vote",1,0.01,0.025,0.9803,0.0262,0.0334,0.5652,"Optimal",0.91,30.4428,580,6,"abl_overlap"
"vote",1,0.01,0.025,0.977,0.0262,0.0336,0.3725,"Optimal",2.36,86.3764,1669,6,"abl_preselect"
"vote",2,0.01,0.025,0.9803,0.0262,0.0268,0.3043,"Optimal",0.467,29.126,563,5,"no_abl"
"vote",2,0.01,0.025,0.9803,0.0262,0.0268,0.3043,"Optimal",0.456,29.0723,563,5,"abl_conf"
"vote",2,0.01,0.025,0.9803,0.0262,0.0268,0.3043,"Optimal",0.489,29.2824,563,5,"abl_supp"
"vote",2,0.01,0.025,0.9803,0.0262,0.0268,0.3043,"Optimal",0.472,29.0914,563,5,"abl_length"
"vote",2,0.01,0.025,0.9803,0.0262,0.0268,0.3043,"Optimal",0.422,28.8401,563,5,"abl_mod"
"vote",2,0.999,0.025,0.9803,0.0262,0.0268,0.3043,"Optimal",0.398,29.0044,563,5,"abl_acc"
"vote",2,0.01,0.999,0.5279,0.0262,0.0124,0,"Optimal",0.387,28.9851,563,1,"abl_min_cov"
"vote",2,0.01,0.025,0.9803,0.0262,0.0268,0.3043,"Optimal",0.691,29.4135,563,5,"abl_max_cov"
"vote",2,0.01,0.025,0.977,0.0262,0.0336,0.6174,"Optimal",0.419,29.1473,563,5,"abl_overlap"
