"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect","abl_model"
"cryotherapy",1,"train","all","OptimalRules",0.952380952380952,0.950811359026369,0.953571428571429,0.951945080091533,0.983333333333333,0.982142857142857,0.984848484848485,0.983216783216783,0.333333333333333,0.25,0.25,0.5,"no_abl"
"cryotherapy",1,"train","covered","OptimalRules",0.951612903225806,0.950365726227795,0.952731092436975,0.951296150824823,0.983050847457627,0.982142857142857,0.984375,0.982972582972583,0.333333333333333,0.25,0.25,0.5,"no_abl"
"cryotherapy",1,"train","notcovered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA,"no_abl"
"cryotherapy",1,"test","all","OptimalRules",0.703703703703704,0.703296703296703,0.703296703296703,0.703296703296703,0.65,0.651515151515151,0.65,0.649122807017544,0.857142857142857,0.875,0.875,0.857142857142857,"no_abl"
"cryotherapy",1,"test","covered","OptimalRules",0.730769230769231,0.732142857142857,0.730769230769231,0.73037037037037,0.684210526315789,0.693181818181818,0.688888888888889,0.683333333333333,0.857142857142857,0.875,0.875,0.857142857142857,"no_abl"
"cryotherapy",1,"test","notcovered","OptimalRules",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,"no_abl"
"cryotherapy",1,"train","all","OPTSTEL",0.952380952380952,0.950811359026369,0.953571428571429,0.951945080091533,0.983333333333333,0.982142857142857,0.984848484848485,0.983216783216783,0.333333333333333,0.25,0.25,0.5,"no_abl"
"cryotherapy",1,"train","covered","OPTSTEL",0.948275862068966,0.948275862068966,0.948809523809524,0.948260481712757,0.982142857142857,0.982142857142857,0.982758620689655,0.98213716108453,0,0,0,NA,"no_abl"
"cryotherapy",1,"train","notcovered","OPTSTEL",1,1,1,1,1,1,1,1,1,1,1,1,"no_abl"
"cryotherapy",1,"test","all","OPTSTEL",0.666666666666667,0.667582417582418,0.667582417582418,0.666666666666667,0.65,0.651515151515151,0.65,0.649122807017544,0.714285714285714,0.8,0.75,0.708333333333333,"no_abl"
"cryotherapy",1,"test","covered","OPTSTEL",0.708333333333333,0.70979020979021,0.708333333333333,0.707826086956522,0.722222222222222,0.746753246753247,0.7375,0.721362229102167,0.666666666666667,0.75,0.75,0.666666666666667,"no_abl"
"cryotherapy",1,"test","notcovered","OPTSTEL",0.333333333333333,0.333333333333333,0.5,0.5,0,0,0,NA,1,1,1,1,"no_abl"
"cryotherapy",1,"train","all","OptimalRules",1,1,1,1,1,1,1,1,1,1,1,1,"abl_conf"
"cryotherapy",1,"train","covered","OptimalRules",1,1,1,1,1,1,1,1,1,1,1,1,"abl_conf"
"cryotherapy",1,"train","notcovered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA,"abl_conf"
"cryotherapy",1,"test","all","OptimalRules",0.851851851851852,0.860795454545455,0.848901098901099,0.85,0.9,0.916666666666667,0.9,0.898989898989899,0.714285714285714,0.708333333333333,0.708333333333333,0.708333333333333,"abl_conf"
"cryotherapy",1,"test","covered","OptimalRules",0.851851851851852,0.860795454545455,0.848901098901099,0.85,0.9,0.916666666666667,0.9,0.898989898989899,0.714285714285714,0.708333333333333,0.708333333333333,0.708333333333333,"abl_conf"
"cryotherapy",1,"test","notcovered","OptimalRules",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abl_conf"
"cryotherapy",1,"train","all","OPTSTEL",0.968253968253968,0.966666666666667,0.971428571428571,0.968052738336714,0.983333333333333,0.982142857142857,0.984848484848485,0.983216783216783,0.666666666666667,0.75,0.75,0.666666666666667,"abl_conf"
"cryotherapy",1,"train","covered","OPTSTEL",0.962962962962963,0.966666666666667,0.961538461538462,0.962758620689655,0.980392156862745,0.982142857142857,0.979166666666667,0.98027079303675,0.666666666666667,0.75,0.75,0.666666666666667,"abl_conf"
"cryotherapy",1,"train","notcovered","OPTSTEL",1,1,1,1,1,1,1,1,NA,NA,NA,NA,"abl_conf"
"cryotherapy",1,"test","all","OPTSTEL",0.962962962962963,0.964285714285714,0.964285714285714,0.962962962962963,0.95,0.954545454545455,0.95,0.949874686716792,1,1,1,1,"abl_conf"
"cryotherapy",1,"test","covered","OPTSTEL",0.956521739130435,0.95,0.964285714285714,0.955165692007797,0.941176470588235,0.9375,0.95,0.940350877192982,1,1,1,1,"abl_conf"
"cryotherapy",1,"test","notcovered","OPTSTEL",1,1,1,1,1,1,1,1,1,1,1,1,"abl_conf"
"cryotherapy",1,"train","all","OptimalRules",0.952380952380952,0.950811359026369,0.953571428571429,0.951945080091533,0.983333333333333,0.982142857142857,0.984848484848485,0.983216783216783,0.333333333333333,0.25,0.25,0.5,"abl_supp"
"cryotherapy",1,"train","covered","OptimalRules",0.951612903225806,0.950365726227795,0.952731092436975,0.951296150824823,0.983050847457627,0.982142857142857,0.984375,0.982972582972583,0.333333333333333,0.25,0.25,0.5,"abl_supp"
"cryotherapy",1,"train","notcovered","OptimalRules",1,1,1,1,1,1,1,1,NA,NA,NA,NA,"abl_supp"
"cryotherapy",1,"test","all","OptimalRules",0.703703703703704,0.703296703296703,0.703296703296703,0.703296703296703,0.65,0.651515151515151,0.65,0.649122807017544,0.857142857142857,0.875,0.875,0.857142857142857,"abl_supp"
"cryotherapy",1,"test","covered","OptimalRules",0.76,0.766233766233766,0.762820512820513,0.759615384615385,0.722222222222222,0.746753246753247,0.7375,0.721362229102167,0.857142857142857,0.875,0.875,0.857142857142857,"abl_supp"
"cryotherapy",1,"test","notcovered","OptimalRules",0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,"abl_supp"
"cryotherapy",1,"train","all","OPTSTEL",0.952380952380952,0.950811359026369,0.953571428571429,0.951945080091533,0.983333333333333,0.982142857142857,0.984848484848485,0.983216783216783,0.333333333333333,0.25,0.25,0.5,"abl_supp"
"cryotherapy",1,"train","covered","OPTSTEL",0.948275862068966,0.948275862068966,0.948809523809524,0.948260481712757,0.982142857142857,0.982142857142857,0.982758620689655,0.98213716108453,0,0,0,NA,"abl_supp"
