"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"Appendicitis",1,0.9367,1.8583,1.6615,0.724,4.613,"no_abl"
"Appendicitis",1,0.9367,1.8583,1.6615,0.652,4.5896,"abl_conf"
"Appendicitis",1,0.9367,1.8583,1.6615,0.849,4.8071,"abl_supp"
"Appendicitis",1,0.9367,1.8583,1.6615,1.144,5.0857,"abl_length"
"Appendicitis",1,0.9367,1.8583,1.6615,1.013,4.9446,"abl_mod"
"Appendicitis",1,0.9367,1.8583,1.6615,0.088,4.0348,"abl_acc"
"Appendicitis",1,0.9367,1.8583,1.6615,0.074,3.9834,"abl_min_cov"
"Appendicitis",1,0.9367,1.8583,1.6615,0.976,4.8937,"abl_max_cov"
"Appendicitis",1,0.9367,1.8583,1.6615,0.848,4.7592,"abl_overlap"
"Appendicitis",1,0.9367,1.144,5.1956,1.779,14.4019,"abl_preselect"
"Appendicitis",2,0.7623,1.7635,1.7729,0.656,4.842,"no_abl"
"Appendicitis",2,0.7623,1.7635,1.7729,0.714,4.9358,"abl_conf"
"Appendicitis",2,0.7623,1.7635,1.7729,0.692,4.9111,"abl_supp"
"Appendicitis",2,0.7623,1.7635,1.7729,0.759,4.97,"abl_length"
"Appendicitis",2,0.7623,1.7635,1.7729,0.944,5.1468,"abl_mod"
"Appendicitis",2,0.7623,1.7635,1.7729,0.115,4.2785,"abl_acc"
"Appendicitis",2,0.7623,1.7635,1.7729,0.083,4.2332,"abl_min_cov"
"Appendicitis",2,0.7623,1.7635,1.7729,0.988,5.1598,"abl_max_cov"
"Appendicitis",2,0.7623,1.7635,1.7729,0.836,5.0391,"abl_overlap"
"Appendicitis",2,0.7623,1.008,4.784,1.496,12.6856,"abl_preselect"
"Appendicitis",3,0.8294,1.8252,1.6264,0.553,4.4156,"no_abl"
"Appendicitis",3,0.8294,1.8252,1.6264,0.775,4.5617,"abl_conf"
"Appendicitis",3,0.8294,1.8252,1.6264,0.387,4.2111,"abl_supp"
"Appendicitis",3,0.8294,1.8252,1.6264,0.586,4.4225,"abl_length"
"Appendicitis",3,0.8294,1.8252,1.6264,0.772,4.5758,"abl_mod"
"Appendicitis",3,0.8294,1.8252,1.6264,0.078,3.9583,"abl_acc"
"Appendicitis",3,0.8294,1.8252,1.6264,0.073,3.9139,"abl_min_cov"
"Appendicitis",3,0.8294,1.8252,1.6264,0.624,4.4546,"abl_max_cov"
"Appendicitis",3,0.8294,1.8252,1.6264,0.746,4.5455,"abl_overlap"
"Appendicitis",3,0.8294,1.9942,43.5038,1.087,12.6918,"abl_preselect"
"Appendicitis",4,1.0251,2.1925,1.9549,0.884,5.5004,"no_abl"
"Appendicitis",4,1.0251,2.1925,1.9549,0.557,5.1687,"abl_conf"
"Appendicitis",4,1.0251,2.1925,1.9549,0.593,5.1834,"abl_supp"
"Appendicitis",4,1.0251,2.1925,1.9549,0.819,5.4481,"abl_length"
"Appendicitis",4,1.0251,2.1925,1.9549,0.876,5.4933,"abl_mod"
"Appendicitis",4,1.0251,2.1925,1.9549,0.074,4.7024,"abl_acc"
"Appendicitis",4,1.0251,2.1925,1.9549,0.069,4.6902,"abl_min_cov"
"Appendicitis",4,1.0251,2.1925,1.9549,0.819,5.4569,"abl_max_cov"
"Appendicitis",4,1.0251,2.1925,1.9549,0.592,5.3005,"abl_overlap"
"Appendicitis",4,1.0251,1.2388,5.8065,1.314,15.2304,"abl_preselect"
"Appendicitis",5,0.8407,1.8107,1.7205,0.499,4.525,"no_abl"
"Appendicitis",5,0.8407,1.8107,1.7205,0.605,4.6287,"abl_conf"
"Appendicitis",5,0.8407,1.8107,1.7205,0.635,4.6298,"abl_supp"
"Appendicitis",5,0.8407,1.8107,1.7205,1.09,5.1452,"abl_length"
"Appendicitis",5,0.8407,1.8107,1.7205,0.671,4.6499,"abl_mod"
"Appendicitis",5,0.8407,1.8107,1.7205,0.076,4.0498,"abl_acc"
"Appendicitis",5,0.8407,1.8107,1.7205,0.068,4.057,"abl_min_cov"
"Appendicitis",5,0.8407,1.8107,1.7205,0.638,4.6686,"abl_max_cov"
"Appendicitis",5,0.8407,1.8107,1.7205,0.613,4.5509,"abl_overlap"
"Appendicitis",5,0.8407,1.0485,4.8723,1.425,13.1718,"abl_preselect"
"Appendicitis",6,0.8751,1.945,1.7973,1.195,5.2908,"no_abl"
"Appendicitis",6,0.8751,1.945,1.7973,1.803,5.9097,"abl_conf"
"Appendicitis",6,0.8751,1.945,1.7973,0.711,4.8035,"abl_supp"
"Appendicitis",6,0.8751,1.945,1.7973,0.948,5.0953,"abl_length"
"Appendicitis",6,0.8751,1.945,1.7973,1.339,5.4598,"abl_mod"
"Appendicitis",6,0.8751,1.945,1.7973,0.083,4.1493,"abl_acc"
"Appendicitis",6,0.8751,1.945,1.7973,0.116,4.221,"abl_min_cov"
"Appendicitis",6,0.8751,1.945,1.7973,1.296,5.4183,"abl_max_cov"
"Appendicitis",6,0.8751,1.945,1.7973,1.039,5.1623,"abl_overlap"
"Appendicitis",6,0.8751,1.1176,5.5817,1.837,14.3705,"abl_preselect"
"Appendicitis",7,0.9582,1.9304,1.6562,0.671,4.7272,"no_abl"
"Appendicitis",7,0.9582,1.9304,1.6562,0.631,4.6991,"abl_conf"
"Appendicitis",7,0.9582,1.9304,1.6562,0.619,4.6381,"abl_supp"
"Appendicitis",7,0.9582,1.9304,1.6562,0.569,4.5664,"abl_length"
"Appendicitis",7,0.9582,1.9304,1.6562,0.803,4.7996,"abl_mod"
"Appendicitis",7,0.9582,1.9304,1.6562,0.062,4.1149,"abl_acc"
"Appendicitis",7,0.9582,1.9304,1.6562,0.077,4.1148,"abl_min_cov"
"Appendicitis",7,0.9582,1.9304,1.6562,0.969,4.9608,"abl_max_cov"
"Appendicitis",7,0.9582,1.9304,1.6562,0.722,4.7086,"abl_overlap"
"Appendicitis",7,0.9582,1.1732,5.4393,0.897,14.384,"abl_preselect"
"Appendicitis",8,0.9048,2.0313,1.9142,0.713,5.1712,"no_abl"
"Appendicitis",8,0.9048,2.0313,1.9142,0.46,4.9085,"abl_conf"
"Appendicitis",8,0.9048,2.0313,1.9142,0.481,4.914,"abl_supp"
"Appendicitis",8,0.9048,2.0313,1.9142,0.534,4.9919,"abl_length"
"Appendicitis",8,0.9048,2.0313,1.9142,0.683,5.1123,"abl_mod"
"Appendicitis",8,0.9048,2.0313,1.9142,0.051,4.4616,"abl_acc"
"Appendicitis",8,0.9048,2.0313,1.9142,0.11,4.6136,"abl_min_cov"
"Appendicitis",8,0.9048,2.0313,1.9142,0.614,5.0974,"abl_max_cov"
"Appendicitis",8,0.9048,2.0313,1.9142,0.732,5.2094,"abl_overlap"
"Appendicitis",8,0.9048,1.182,5.8154,0.891,14.107,"abl_preselect"
"Appendicitis",9,0.8078,1.7277,1.71,0.708,4.6402,"no_abl"
