"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"auto",1,4.0229,11.7123,15.1404,2.161,21.5538,"no_abl"
"auto",1,4.0229,11.7123,15.1404,1.757,21.0486,"abl_conf"
"auto",1,4.0229,11.7123,15.1404,1.324,20.6762,"abl_supp"
"auto",1,4.0229,11.7123,15.1404,1.59,21.0558,"abl_length"
"auto",1,4.0229,11.7123,15.1404,1.474,20.7593,"abl_mod"
"auto",1,4.0229,11.7123,15.1404,1.197,20.5315,"abl_acc"
"auto",1,4.0229,11.7123,15.1404,0.112,19.1353,"abl_min_cov"
"auto",1,4.0229,11.7123,15.1404,2.25,21.2712,"abl_max_cov"
"auto",1,4.0229,11.7123,15.1404,1.655,20.6753,"abl_overlap"
"auto",1,4.0229,12.8302,88.4469,18.288,98.6326,"abl_preselect"
"auto",2,4.2114,12.4384,16.0364,4.398,23.9841,"no_abl"
"auto",2,4.2114,12.4384,16.0364,5.306,24.9832,"abl_conf"
"auto",2,4.2114,12.4384,16.0364,2.818,22.6416,"abl_supp"
"auto",2,4.2114,12.4384,16.0364,3.978,23.7448,"abl_length"
"auto",2,4.2114,12.4384,16.0364,3.924,23.7311,"abl_mod"
"auto",2,4.2114,12.4384,16.0364,0.33,20.0139,"abl_acc"
"auto",2,4.2114,12.4384,16.0364,0.163,19.81,"abl_min_cov"
"auto",2,4.2114,12.4384,16.0364,4.401,24.1148,"abl_max_cov"
"auto",2,4.2114,12.4384,16.0364,5.521,25.0678,"abl_overlap"
"auto",2,4.2114,13.4414,90.994,4.94,88.1544,"abl_preselect"
"auto",3,4.3225,12.1321,15.486,5.372,24.6315,"no_abl"
"auto",3,4.3225,12.1321,15.486,3.465,22.7614,"abl_conf"
"auto",3,4.3225,12.1321,15.486,1.691,21.256,"abl_supp"
"auto",3,4.3225,12.1321,15.486,2.342,21.8185,"abl_length"
"auto",3,4.3225,12.1321,15.486,2.861,22.2868,"abl_mod"
"auto",3,4.3225,12.1321,15.486,0.268,19.9539,"abl_acc"
"auto",3,4.3225,12.1321,15.486,0.147,19.5255,"abl_min_cov"
"auto",3,4.3225,12.1321,15.486,2.791,22.3842,"abl_max_cov"
"auto",3,4.3225,12.1321,15.486,2.955,22.191,"abl_overlap"
"auto",3,4.3225,14.1154,90.9336,8.472,91.1542,"abl_preselect"
"auto",4,4.4106,12.6153,14.4265,1.092,18.9937,"no_abl"
"auto",4,4.4106,12.6153,14.4265,1.3,19.2451,"abl_conf"
"auto",4,4.4106,12.6153,14.4265,1.02,19.056,"abl_supp"
"auto",4,4.4106,12.6153,14.4265,2.231,20.1071,"abl_length"
"auto",4,4.4106,12.6153,14.4265,1.111,18.9204,"abl_mod"
"auto",4,4.4106,12.6153,14.4265,0.247,18.2129,"abl_acc"
"auto",4,4.4106,12.6153,14.4265,0.11,17.9835,"abl_min_cov"
"auto",4,4.4106,12.6153,14.4265,1.57,19.4442,"abl_max_cov"
"auto",4,4.4106,12.6153,14.4265,1.143,18.8432,"abl_overlap"
"auto",4,4.4106,13.3785,91.5906,5.342,90,"abl_preselect"
"auto",5,4.2194,12.1869,14.0245,10.546,27.9136,"no_abl"
"auto",5,4.2194,12.1869,14.0245,8.047,25.7581,"abl_conf"
"auto",5,4.2194,12.1869,14.0245,7.717,25.4729,"abl_supp"
"auto",5,4.2194,12.1869,14.0245,6.618,24.0113,"abl_length"
"auto",5,4.2194,12.1869,14.0245,6.961,24.6998,"abl_mod"
"auto",5,4.2194,12.1869,14.0245,0.634,18.1856,"abl_acc"
"auto",5,4.2194,12.1869,14.0245,0.107,17.6413,"abl_min_cov"
"auto",5,4.2194,12.1869,14.0245,10.951,28.7284,"abl_max_cov"
"auto",5,4.2194,12.1869,14.0245,6.443,24.0846,"abl_overlap"
"auto",5,4.2194,13.3406,90.1135,13.919,96.9756,"abl_preselect"
"auto",6,4.2799,11.6722,14.8006,4.854,22.967,"no_abl"
"auto",6,4.2799,11.6722,14.8006,5.898,24.0618,"abl_conf"
"auto",6,4.2799,11.6722,14.8006,6.027,24.5483,"abl_supp"
"auto",6,4.2799,11.6722,14.8006,7.634,26.3497,"abl_length"
"auto",6,4.2799,11.6722,14.8006,7.065,25.3129,"abl_mod"
"auto",6,4.2799,11.6722,14.8006,0.2,18.4941,"abl_acc"
"auto",6,4.2799,11.6722,14.8006,0.108,18.2886,"abl_min_cov"
