"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"wine",1,"OptimalRules",2.4,2,2,2,2,4,"no_abl"
"wine",1,"OPTSTEL",2.5,2,2,2,2.5,4,"no_abl"
"wine",1,"OptimalRules",2.4,2,2,2,2,4,"abl_conf"
"wine",1,"OPTSTEL",2.5,2,2,2,2.5,4,"abl_conf"
"wine",1,"OptimalRules",2.2,1,2,2,2,4,"abl_supp"
"wine",1,"OPTSTEL",2.2,1,2,2,2,4,"abl_supp"
"wine",1,"OptimalRules",2.8,2,2,3,3,4,"abl_length"
"wine",1,"OPTSTEL",2.75,2,2,2.5,3.25,4,"abl_length"
"wine",1,"OptimalRules",2.4,2,2,2,2,4,"abl_mod"
"wine",1,"OPTSTEL",2.5,2,2,2,2.5,4,"abl_mod"
"wine",1,"OptimalRules",3,2,2,3,4,4,"abl_acc"
"wine",1,"OPTSTEL",3.33,2,3,4,4,4,"abl_acc"
"wine",1,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"wine",1,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"wine",1,"OptimalRules",2.4,2,2,2,2,4,"abl_max_cov"
"wine",1,"OPTSTEL",2.5,2,2,2,2.5,4,"abl_max_cov"
"wine",1,"OptimalRules",2.4,2,2,2,2,4,"abl_overlap"
"wine",1,"OPTSTEL",2.5,2,2,2,2.5,4,"abl_overlap"
"wine",1,"OptimalRules",2.4,2,2,2,2,4,"abl_preselect"
"wine",1,"OPTSTEL",2.5,2,2,2,2.5,4,"abl_preselect"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"no_abl"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"no_abl"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_conf"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_conf"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_supp"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_supp"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_length"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_length"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_mod"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_mod"
"wine",2,"OptimalRules",2.25,2,2,2,2.25,3,"abl_acc"
"wine",2,"OPTSTEL",2.25,2,2,2,2.25,3,"abl_acc"
"wine",2,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"wine",2,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_max_cov"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_max_cov"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_overlap"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_overlap"
"wine",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_preselect"
"wine",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_preselect"
"wine",3,"OptimalRules",2.6,2,2,2,3,4,"no_abl"
"wine",3,"OPTSTEL",2.6,2,2,2,3,4,"no_abl"
"wine",3,"OptimalRules",2.8,2,2,3,3,4,"abl_conf"
"wine",3,"OPTSTEL",2.8,2,2,3,3,4,"abl_conf"
"wine",3,"OptimalRules",2.6,2,2,2,3,4,"abl_supp"
"wine",3,"OPTSTEL",2.6,2,2,2,3,4,"abl_supp"
"wine",3,"OptimalRules",2.6,2,2,2,3,4,"abl_length"
"wine",3,"OPTSTEL",2.6,2,2,2,3,4,"abl_length"
"wine",3,"OptimalRules",2.6,2,2,2,3,4,"abl_mod"
"wine",3,"OPTSTEL",2.6,2,2,2,3,4,"abl_mod"
"wine",3,"OptimalRules",2.75,2,2.75,3,3,3,"abl_acc"
"wine",3,"OPTSTEL",2.75,2,2.75,3,3,3,"abl_acc"
"wine",3,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"wine",3,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"wine",3,"OptimalRules",2.6,2,2,2,3,4,"abl_max_cov"
"wine",3,"OPTSTEL",2.6,2,2,2,3,4,"abl_max_cov"
"wine",3,"OptimalRules",2.6,2,2,2,3,4,"abl_overlap"
"wine",3,"OPTSTEL",2.6,2,2,2,3,4,"abl_overlap"
"wine",3,"OptimalRules",2.6,2,2,2,3,4,"abl_preselect"
"wine",3,"OPTSTEL",2.6,2,2,2,3,4,"abl_preselect"
"wine",4,"OptimalRules",2.8,2,2,3,3,4,"no_abl"
"wine",4,"OPTSTEL",2.8,2,2,3,3,4,"no_abl"
"wine",4,"OptimalRules",2.8,2,2,3,3,4,"abl_conf"
"wine",4,"OPTSTEL",2.8,2,2,3,3,4,"abl_conf"
"wine",4,"OptimalRules",2.8,2,2,3,3,4,"abl_supp"
"wine",4,"OPTSTEL",2.8,2,2,3,3,4,"abl_supp"
"wine",4,"OptimalRules",3,2,3,3,3,4,"abl_length"
"wine",4,"OPTSTEL",3,2,3,3,3,4,"abl_length"
"wine",4,"OptimalRules",2.8,2,2,3,3,4,"abl_mod"
"wine",4,"OPTSTEL",2.8,2,2,3,3,4,"abl_mod"
"wine",4,"OptimalRules",2.75,2,2.75,3,3,3,"abl_acc"
"wine",4,"OPTSTEL",2.75,2,2.75,3,3,3,"abl_acc"
"wine",4,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"wine",4,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"wine",4,"OptimalRules",2.8,2,2,3,3,4,"abl_max_cov"
"wine",4,"OPTSTEL",2.8,2,2,3,3,4,"abl_max_cov"
"wine",4,"OptimalRules",2.8,2,2,3,3,4,"abl_overlap"
"wine",4,"OPTSTEL",2.8,2,2,3,3,4,"abl_overlap"
"wine",4,"OptimalRules",2.4,2,2,2,3,3,"abl_preselect"
"wine",4,"OPTSTEL",2.4,2,2,2,3,3,"abl_preselect"
"wine",5,"OptimalRules",3,2,3,3,3,4,"no_abl"
"wine",5,"OPTSTEL",3,2,3,3,3,4,"no_abl"
