"data","iter","PS_rules","Opt_rules","abl_model","NA"
"heart",1,"1","2","no_abl",NA
"heart",1,"1","2","abl_conf",NA
"heart",1,"1","2","abl_supp",NA
"heart",1,"1","2","abl_length",NA
"heart",1,"1","2","abl_mod",NA
"heart",1,"1","1","abl_acc",NA
"heart",1,"1","1","abl_min_cov",NA
"heart",1,"1","2","abl_max_cov",NA
"heart",1,"1","1","abl_overlap",NA
"heart",1,"1","2","abl_preselect",NA
"heart",2,"1","2","no_abl",NA
"heart",2,"1","2","abl_conf",NA
"heart",2,"1","2","abl_supp",NA
"heart",2,"1","2","abl_length",NA
"heart",2,"1","2","abl_mod",NA
"heart",2,"1","1","abl_acc",NA
"heart",2,"1","2","abl_min_cov",NA
"heart",2,"1","1","abl_max_cov",NA
"heart",2,"1","1","abl_overlap",NA
"heart",2,"1","2","abl_preselect",NA
"heart",3,"1","2","no_abl",NA
"heart",3,"1","2","abl_conf",NA
"heart",3,"1","2","abl_supp",NA
"heart",3,"1","2","abl_length",NA
"heart",3,"1","2","abl_mod",NA
"heart",3,"1","1","abl_acc",NA
"heart",3,"1","1","abl_min_cov",NA
"heart",3,"1","2","abl_max_cov",NA
"heart",3,"1","2","abl_overlap",NA
"heart",3,"1","2","abl_preselect",NA
"heart",4,"1","1","no_abl",NA
"heart",4,"1","1","abl_conf",NA
"heart",4,"1","2","abl_supp",NA
"heart",4,"1","1","abl_length",NA
"heart",4,"1","1","abl_mod",NA
"heart",4,"1","1","abl_acc",NA
"heart",4,"1","2","abl_min_cov",NA
"heart",4,"1","1","abl_max_cov",NA
"heart",4,"1","1","abl_overlap",NA
"heart",4,"1","1","abl_preselect",NA
"heart",5,"1","1","no_abl",NA
"heart",5,"1","1","abl_conf",NA
"heart",5,"1","1","abl_supp",NA
"heart",5,"1","1","abl_length",NA
"heart",5,"1","1","abl_mod",NA
"heart",5,"1","1","abl_acc",NA
"heart",5,"1","2","abl_min_cov",NA
"heart",5,"1","2","abl_max_cov",NA
"heart",5,"1","1","abl_overlap",NA
"heart",5,"1","1","abl_preselect",NA
"heart",6,"1","1","no_abl",NA
"heart",6,"1","1","abl_conf",NA
"heart",6,"1","1","abl_supp",NA
"heart",6,"1","1","abl_length",NA
"heart",6,"1","1","abl_mod",NA
"heart",6,"1","2","abl_acc",NA
"heart",6,"1","2","abl_min_cov",NA
"heart",6,"1","1","abl_max_cov",NA
"heart",6,"1","1","abl_overlap",NA
"heart",6,"1","1","abl_preselect",NA
"heart",7,"1","2","no_abl",NA
"heart",7,"1","2","abl_conf",NA
"heart",7,"1","2","abl_supp",NA
"heart",7,"1","2","abl_length",NA
"heart",7,"1","2","abl_mod",NA
"heart",7,"1","2","abl_acc",NA
"heart",7,"1","2","abl_min_cov",NA
"heart",7,"1","1","abl_max_cov",NA
"heart",7,"1","2","abl_overlap",NA
"heart",7,"1","2","abl_preselect",NA
"heart",8,"1","2","no_abl",NA
"heart",8,"1","2","abl_conf",NA
"heart",8,"1","2","abl_supp",NA
"heart",8,"1","2","abl_length",NA
"heart",8,"1","2","abl_mod",NA
"heart",8,"1","2","abl_acc",NA
"heart",8,"1","1","abl_min_cov",NA
"heart",8,"1","2","abl_max_cov",NA
"heart",8,"1","2","abl_overlap",NA
"heart",8,"1","1","abl_preselect",NA
"heart",9,"1","2","no_abl",NA
"heart",9,"1","1","abl_conf",NA
"heart",9,"1","2","abl_supp",NA
"heart",9,"1","2","abl_length",NA
"heart",9,"1","2","abl_mod",NA
"heart",9,"1","1","abl_acc",NA
"heart",9,"1","2","abl_min_cov",NA
"heart",9,"1","1","abl_max_cov",NA
"heart",9,"1","1","abl_overlap",NA
"heart",9,"1","1","abl_preselect",NA
"heart",10,"1","2","no_abl",NA
"heart",10,"1","2","abl_conf",NA
"heart",10,"1","2","abl_supp",NA
"heart",10,"1","2","abl_length",NA
"heart",10,"1","2","abl_mod",NA
"heart",10,"1","2","abl_acc",NA
"heart",10,"1","2","abl_min_cov",NA
"heart",10,"1","2","abl_max_cov",NA
"heart",10,"1","2","abl_overlap",NA
"heart",10,"1","1","abl_preselect",NA
