"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"auto",1,"OptimalRules",4.33,3,4,4,5,6,"no_abl"
"auto",1,"OPTSTEL",4.29,3,4,4,5,6,"no_abl"
"auto",1,"OptimalRules",4.22,3,3.25,4,5,6,"abl_conf"
"auto",1,"OPTSTEL",4.22,3,3.25,4,5,6,"abl_conf"
"auto",1,"OptimalRules",4.28,3,4,4,5,6,"abl_supp"
"auto",1,"OPTSTEL",4.24,3,4,4,5,6,"abl_supp"
"auto",1,"OptimalRules",4.44,3,4,5,5,6,"abl_length"
"auto",1,"OPTSTEL",4.41,3,4,5,5,6,"abl_length"
"auto",1,"OptimalRules",4.33,3,4,4,5,6,"abl_mod"
"auto",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_mod"
"auto",1,"OptimalRules",3.83,2,3,3.5,5,6,"abl_acc"
"auto",1,"OPTSTEL",4,3,3,4,5,6,"abl_acc"
"auto",1,"OptimalRules",3,3,3,3,3,3,"abl_min_cov"
"auto",1,"OPTSTEL",3,3,3,3,3,3,"abl_min_cov"
"auto",1,"OptimalRules",4.33,3,4,4,5,6,"abl_max_cov"
"auto",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_max_cov"
"auto",1,"OptimalRules",4.33,3,4,4,5,6,"abl_overlap"
"auto",1,"OPTSTEL",4.29,3,4,4,5,6,"abl_overlap"
"auto",1,"OptimalRules",4.56,3,4,5,5,7,"abl_preselect"
"auto",1,"OPTSTEL",4.53,3,4,5,5,7,"abl_preselect"
"auto",2,"OptimalRules",4.44,2,4,4.5,5,6,"no_abl"
"auto",2,"OPTSTEL",4.47,2,4,5,5,6,"no_abl"
"auto",2,"OptimalRules",4.61,3,4,4.5,5,6,"abl_conf"
"auto",2,"OPTSTEL",4.61,3,4,4.5,5,6,"abl_conf"
"auto",2,"OptimalRules",4.39,2,4,4.5,5,6,"abl_supp"
"auto",2,"OPTSTEL",4.41,2,4,5,5,6,"abl_supp"
"auto",2,"OptimalRules",5.06,3,5,5,6,6,"abl_length"
"auto",2,"OPTSTEL",5.06,3,5,5,6,6,"abl_length"
"auto",2,"OptimalRules",4.5,2,4,4.5,5,6,"abl_mod"
"auto",2,"OPTSTEL",4.53,2,4,5,5,6,"abl_mod"
"auto",2,"OptimalRules",4.18,2,3.5,4,5,6,"abl_acc"
"auto",2,"OPTSTEL",4.18,2,3.5,4,5,6,"abl_acc"
"auto",2,"OptimalRules",4,4,4,4,4,4,"abl_min_cov"
"auto",2,"OPTSTEL",4,4,4,4,4,4,"abl_min_cov"
"auto",2,"OptimalRules",4.44,2,4,4.5,5,6,"abl_max_cov"
"auto",2,"OPTSTEL",4.47,2,4,5,5,6,"abl_max_cov"
"auto",2,"OptimalRules",4.44,2,4,4.5,5,6,"abl_overlap"
"auto",2,"OPTSTEL",4.47,2,4,5,5,6,"abl_overlap"
"auto",2,"OptimalRules",5.35,3,4,5,6,9,"abl_preselect"
"auto",2,"OPTSTEL",5.35,3,4,5,6,9,"abl_preselect"
"auto",3,"OptimalRules",4.05,2,3.5,4,4.5,6,"no_abl"
"auto",3,"OPTSTEL",4.05,2,3.5,4,4.5,6,"no_abl"
"auto",3,"OptimalRules",4.26,3,4,4,5,6,"abl_conf"
"auto",3,"OPTSTEL",4.22,3,4,4,5,6,"abl_conf"
"auto",3,"OptimalRules",4,2,3,4,4.5,6,"abl_supp"
"auto",3,"OPTSTEL",4.06,2,3.25,4,4.75,6,"abl_supp"
"auto",3,"OptimalRules",4.37,3,4,4,5,6,"abl_length"
"auto",3,"OPTSTEL",4.37,3,4,4,5,6,"abl_length"
"auto",3,"OptimalRules",4.11,3,3.5,4,4.5,6,"abl_mod"
"auto",3,"OPTSTEL",4.11,3,3.5,4,4.5,6,"abl_mod"
"auto",3,"OptimalRules",4.09,2,3,5,5,6,"abl_acc"
"auto",3,"OPTSTEL",4.09,2,3,5,5,6,"abl_acc"
"auto",3,"OptimalRules",4,4,4,4,4,4,"abl_min_cov"
"auto",3,"OPTSTEL",4,4,4,4,4,4,"abl_min_cov"
"auto",3,"OptimalRules",4.05,2,3.5,4,4.5,6,"abl_max_cov"
"auto",3,"OPTSTEL",4.05,2,3.5,4,4.5,6,"abl_max_cov"
"auto",3,"OptimalRules",4.05,2,3.5,4,4.5,6,"abl_overlap"
"auto",3,"OPTSTEL",4.05,2,3.5,4,4.5,6,"abl_overlap"
"auto",3,"OptimalRules",4.61,3,4,4.5,5,7,"abl_preselect"
"auto",3,"OPTSTEL",4.61,3,4,4.5,5,7,"abl_preselect"
"auto",4,"OptimalRules",4.22,3,4,4,5,6,"no_abl"
"auto",4,"OPTSTEL",4.18,3,4,4,5,6,"no_abl"
"auto",4,"OptimalRules",4.22,3,4,4,5,6,"abl_conf"
"auto",4,"OPTSTEL",4.18,3,4,4,5,6,"abl_conf"
"auto",4,"OptimalRules",4.22,3,3.25,4,5,6,"abl_supp"
"auto",4,"OPTSTEL",4.18,3,3,4,5,6,"abl_supp"
"auto",4,"OptimalRules",4.28,3,4,4,5,6,"abl_length"
"auto",4,"OPTSTEL",4.18,3,4,4,5,6,"abl_length"
"auto",4,"OptimalRules",4.22,3,4,4,5,6,"abl_mod"
"auto",4,"OPTSTEL",4.18,3,4,4,5,6,"abl_mod"
"auto",4,"OptimalRules",4.09,3,3,4,5,6,"abl_acc"
"auto",4,"OPTSTEL",4.09,3,3,4,5,6,"abl_acc"
"auto",4,"OptimalRules",4,4,4,4,4,4,"abl_min_cov"
"auto",4,"OPTSTEL",4,4,4,4,4,4,"abl_min_cov"
"auto",4,"OptimalRules",4.22,3,4,4,5,6,"abl_max_cov"
"auto",4,"OPTSTEL",4.18,3,4,4,5,6,"abl_max_cov"
"auto",4,"OptimalRules",4.22,3,4,4,5,6,"abl_overlap"
"auto",4,"OPTSTEL",4.18,3,4,4,5,6,"abl_overlap"
"auto",4,"OptimalRules",4.5,3,4,4,5,9,"abl_preselect"
"auto",4,"OPTSTEL",4.47,3,4,4,5,9,"abl_preselect"
"auto",5,"OptimalRules",4.43,3,4,4,5,6,"no_abl"
"auto",5,"OPTSTEL",4.4,3,4,4,5,6,"no_abl"
