"data","iter","PS_rules","Opt_rules","abl_model","NA"
"glass",1,"2","3","no_abl",NA
"glass",1,"2","3","abl_conf",NA
"glass",1,"2","3","abl_supp",NA
"glass",1,"2","3","abl_length",NA
"glass",1,"2","3","abl_mod",NA
"glass",1,"2","2","abl_acc",NA
"glass",1,"2","2","abl_min_cov",NA
"glass",1,"2","3","abl_max_cov",NA
"glass",1,"2","3","abl_overlap",NA
"glass",1,"2","1","abl_preselect",NA
"glass",2,"2","1","no_abl",NA
"glass",2,"2","1","abl_conf",NA
"glass",2,"2","1","abl_supp",NA
"glass",2,"2","1","abl_length",NA
"glass",2,"2","1","abl_mod",NA
"glass",2,"2","1","abl_acc",NA
"glass",2,"2","2","abl_min_cov",NA
"glass",2,"2","1","abl_max_cov",NA
"glass",2,"2","1","abl_overlap",NA
"glass",2,"2","1","abl_preselect",NA
"glass",3,"2","3","no_abl",NA
"glass",3,"2","3","abl_conf",NA
"glass",3,"2","1","abl_supp",NA
"glass",3,"2","3","abl_length",NA
"glass",3,"2","3","abl_mod",NA
"glass",3,"2","3","abl_acc",NA
"glass",3,"2","2","abl_min_cov",NA
"glass",3,"2","3","abl_max_cov",NA
"glass",3,"2","3","abl_overlap",NA
"glass",3,"2","2","abl_preselect",NA
"glass",4,"2","1","no_abl",NA
"glass",4,"2","1","abl_conf",NA
"glass",4,"2","1","abl_supp",NA
"glass",4,"2","1","abl_length",NA
"glass",4,"2","1","abl_mod",NA
"glass",4,"2","2","abl_acc",NA
"glass",4,"2","2","abl_min_cov",NA
"glass",4,"2","1","abl_max_cov",NA
"glass",4,"2","1","abl_overlap",NA
"glass",4,"2","1","abl_preselect",NA
"glass",5,"2","7","no_abl",NA
"glass",5,"2","7","abl_conf",NA
"glass",5,"2","7","abl_supp",NA
"glass",5,"2","7","abl_length",NA
"glass",5,"2","7","abl_mod",NA
"glass",5,"2","2","abl_acc",NA
"glass",5,"2","2","abl_min_cov",NA
"glass",5,"2","7","abl_max_cov",NA
"glass",5,"2","7","abl_overlap",NA
"glass",5,"2","7","abl_preselect",NA
"glass",6,"2","1","no_abl",NA
"glass",6,"2","1","abl_conf",NA
"glass",6,"2","1","abl_supp",NA
"glass",6,"2","1","abl_length",NA
"glass",6,"2","1","abl_mod",NA
"glass",6,"2","2","abl_acc",NA
"glass",6,"2","2","abl_min_cov",NA
"glass",6,"2","1","abl_max_cov",NA
"glass",6,"2","1","abl_overlap",NA
"glass",6,"2","2","abl_preselect",NA
"glass",7,"2","2","no_abl",NA
"glass",7,"2","2","abl_conf",NA
"glass",7,"2","2","abl_supp",NA
"glass",7,"2","2","abl_length",NA
"glass",7,"2","3","abl_mod",NA
"glass",7,"2","3","abl_acc",NA
"glass",7,"2","2","abl_min_cov",NA
"glass",7,"2","2","abl_max_cov",NA
"glass",7,"2","2","abl_overlap",NA
"glass",7,"2","2","abl_preselect",NA
"glass",8,"2","1","no_abl",NA
"glass",8,"2","1","abl_conf",NA
"glass",8,"2","1","abl_supp",NA
"glass",8,"2","2","abl_length",NA
"glass",8,"2","1","abl_mod",NA
"glass",8,"2","5","abl_acc",NA
"glass",8,"2","2","abl_min_cov",NA
"glass",8,"2","1","abl_max_cov",NA
"glass",8,"2","1","abl_overlap",NA
"glass",8,"2","2","abl_preselect",NA
"glass",9,"2","1","no_abl",NA
"glass",9,"2","3","abl_conf",NA
"glass",9,"2","3","abl_supp",NA
"glass",9,"2","3","abl_length",NA
"glass",9,"2","1","abl_mod",NA
"glass",9,"2","2","abl_acc",NA
"glass",9,"2","2","abl_min_cov",NA
"glass",9,"2","3","abl_max_cov",NA
"glass",9,"2","1","abl_overlap",NA
"glass",9,"2","3","abl_preselect",NA
"glass",10,"2","1","no_abl",NA
"glass",10,"2","1","abl_conf",NA
"glass",10,"2","1","abl_supp",NA
"glass",10,"2","1","abl_length",NA
"glass",10,"2","1","abl_mod",NA
"glass",10,"2","2","abl_acc",NA
"glass",10,"2","2","abl_min_cov",NA
"glass",10,"2","1","abl_max_cov",NA
"glass",10,"2","1","abl_overlap",NA
"glass",10,"2","2","abl_preselect",NA
