"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.3517,"Optimal",34.752,193.7398,795,26,"no_abl"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.3517,"Optimal",41.009,197.762,795,26,"abl_conf"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.2,"Optimal",37.999,196.5028,795,26,"abl_supp"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.3237,"Optimal",37.848,195.0109,795,26,"abl_length"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.3237,"Optimal",32.963,192.8186,795,26,"abl_mod"
"CAR",1,0.999,0.025,0.9752,0.005,0.0407,0.3025,"Optimal",5.202,164.846,795,20,"abl_acc"
"CAR",1,0.01,0.999,0.3364,0.005,0,0,"Optimal",2.251,160.7415,795,1,"abl_min_cov"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.3881,"Optimal",50.496,210.7352,795,26,"abl_max_cov"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.3517,"Optimal",25.749,183.8168,795,26,"abl_overlap"
"CAR",1,0.01,0.025,0.9752,0.005,0.0144,0.3237,"Optimal",58.921,1384.9873,6674,24,"abl_preselect"
"CAR",2,0.01,0.025,0.9752,0.0074,0.017,0.3647,"Optimal",16.244,175.0245,802,31,"no_abl"
"CAR",2,0.01,0.025,0.9752,0.0074,0.017,0.374,"Optimal",24.236,184.1173,802,31,"abl_conf"
"CAR",2,0.01,0.025,0.9752,0.0074,0.017,0.3172,"Optimal",7.723,165.6371,802,31,"abl_supp"
"CAR",2,0.01,0.025,0.9752,0.0074,0.017,0.3647,"Optimal",35.34,195.0908,802,31,"abl_length"
"CAR",2,0.01,0.025,0.9752,0.0074,0.017,0.374,"Optimal",18.885,178.9618,802,31,"abl_mod"
