"data","iter","PS_rules","Opt_rules","abl_model","NA"
"BCo",1,"2","2","no_abl",NA
"BCo",1,"2","2","abl_conf",NA
"BCo",1,"2","2","abl_supp",NA
"BCo",1,"2","2","abl_length",NA
"BCo",1,"2","2","abl_mod",NA
"BCo",1,"2","2","abl_acc",NA
"BCo",1,"2","4","abl_min_cov",NA
"BCo",1,"2","2","abl_max_cov",NA
"BCo",1,"2","4","abl_overlap",NA
"BCo",1,"2","2","abl_preselect",NA
"BCo",2,"2","2","no_abl",NA
"BCo",2,"2","2","abl_conf",NA
"BCo",2,"2","2","abl_supp",NA
"BCo",2,"2","2","abl_length",NA
"BCo",2,"2","2","abl_mod",NA
"BCo",2,"2","4","abl_acc",NA
"BCo",2,"2","4","abl_min_cov",NA
"BCo",2,"2","2","abl_max_cov",NA
"BCo",2,"2","4","abl_overlap",NA
"BCo",2,"2","2","abl_preselect",NA
"BCo",3,"2","4","no_abl",NA
"BCo",3,"2","4","abl_conf",NA
"BCo",3,"2","4","abl_supp",NA
"BCo",3,"2","4","abl_length",NA
"BCo",3,"2","4","abl_mod",NA
"BCo",3,"2","4","abl_acc",NA
"BCo",3,"2","4","abl_min_cov",NA
"BCo",3,"2","4","abl_max_cov",NA
"BCo",3,"2","4","abl_overlap",NA
"BCo",3,"2","2","abl_preselect",NA
"BCo",4,"2","4","no_abl",NA
"BCo",4,"2","4","abl_conf",NA
"BCo",4,"2","4","abl_supp",NA
"BCo",4,"2","4","abl_length",NA
"BCo",4,"2","4","abl_mod",NA
"BCo",4,"2","4","abl_acc",NA
"BCo",4,"2","4","abl_min_cov",NA
"BCo",4,"2","4","abl_max_cov",NA
"BCo",4,"2","4","abl_overlap",NA
"BCo",4,"2","4","abl_preselect",NA
"BCo",5,"2","2","no_abl",NA
"BCo",5,"2","2","abl_conf",NA
"BCo",5,"2","2","abl_supp",NA
"BCo",5,"2","2","abl_length",NA
"BCo",5,"2","2","abl_mod",NA
"BCo",5,"2","2","abl_acc",NA
"BCo",5,"2","4","abl_min_cov",NA
"BCo",5,"2","2","abl_max_cov",NA
"BCo",5,"2","2","abl_overlap",NA
"BCo",5,"2","2","abl_preselect",NA
"BCo",6,"2","2","no_abl",NA
"BCo",6,"2","2","abl_conf",NA
"BCo",6,"2","2","abl_supp",NA
"BCo",6,"2","2","abl_length",NA
"BCo",6,"2","2","abl_mod",NA
"BCo",6,"2","2","abl_acc",NA
"BCo",6,"2","4","abl_min_cov",NA
"BCo",6,"2","2","abl_max_cov",NA
"BCo",6,"2","4","abl_overlap",NA
"BCo",6,"2","4","abl_preselect",NA
"BCo",7,"2","2","no_abl",NA
"BCo",7,"2","4","abl_conf",NA
"BCo",7,"2","2","abl_supp",NA
"BCo",7,"2","2","abl_length",NA
"BCo",7,"2","2","abl_mod",NA
"BCo",7,"2","2","abl_acc",NA
"BCo",7,"2","4","abl_min_cov",NA
"BCo",7,"2","2","abl_max_cov",NA
"BCo",7,"2","2","abl_overlap",NA
"BCo",7,"2","2","abl_preselect",NA
"BCo",8,"2","2","no_abl",NA
"BCo",8,"2","2","abl_conf",NA
"BCo",8,"2","2","abl_supp",NA
"BCo",8,"2","2","abl_length",NA
"BCo",8,"2","2","abl_mod",NA
"BCo",8,"2","4","abl_acc",NA
"BCo",8,"2","4","abl_min_cov",NA
"BCo",8,"2","2","abl_max_cov",NA
"BCo",8,"2","2","abl_overlap",NA
"BCo",8,"2","2","abl_preselect",NA
"BCo",9,"2","2","no_abl",NA
"BCo",9,"2","4","abl_conf",NA
"BCo",9,"2","2","abl_supp",NA
"BCo",9,"2","2","abl_length",NA
"BCo",9,"2","2","abl_mod",NA
"BCo",9,"2","2","abl_acc",NA
"BCo",9,"2","4","abl_min_cov",NA
"BCo",9,"2","2","abl_max_cov",NA
"BCo",9,"2","4","abl_overlap",NA
"BCo",9,"2","2","abl_preselect",NA
"BCo",10,"2","2","no_abl",NA
"BCo",10,"2","4","abl_conf",NA
"BCo",10,"2","2","abl_supp",NA
"BCo",10,"2","4","abl_length",NA
"BCo",10,"2","2","abl_mod",NA
"BCo",10,"2","2","abl_acc",NA
"BCo",10,"2","4","abl_min_cov",NA
"BCo",10,"2","2","abl_max_cov",NA
"BCo",10,"2","4","abl_overlap",NA
"BCo",10,"2","2","abl_preselect",NA
