"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"titatnic",1,0.2772,1.8076,5.1431,1.825,12.5712,"no_abl"
"titatnic",1,0.2772,1.8076,5.1431,2.453,13.3681,"abl_conf"
"titatnic",1,0.2772,1.8076,5.1431,1.745,12.4808,"abl_supp"
"titatnic",1,0.2772,1.8076,5.1431,2.074,12.8771,"abl_length"
"titatnic",1,0.2772,1.8076,5.1431,1.872,12.6733,"abl_mod"
"titatnic",1,0.2772,1.8076,5.1431,0.547,11.2964,"abl_acc"
"titatnic",1,0.2772,1.8076,5.1431,7.452,18.1748,"abl_min_cov"
"titatnic",1,0.2772,1.8076,5.1431,1.854,12.619,"abl_max_cov"
"titatnic",1,0.2772,1.8076,5.1431,1.822,12.4859,"abl_overlap"
"titatnic",1,0.2772,0.1333,9.8836,7.353,30.5922,"abl_preselect"
"titatnic",2,0.2695,1.5897,4.624,1.832,11.2939,"no_abl"
"titatnic",2,0.2695,1.5897,4.624,2.213,11.6761,"abl_conf"
"titatnic",2,0.2695,1.5897,4.624,0.999,10.4626,"abl_supp"
"titatnic",2,0.2695,1.5897,4.624,1.592,11.0037,"abl_length"
"titatnic",2,0.2695,1.5897,4.624,1.415,10.9777,"abl_mod"
"titatnic",2,0.2695,1.5897,4.624,0.495,9.8908,"abl_acc"
"titatnic",2,0.2695,1.5897,4.624,8.026,17.3846,"abl_min_cov"
"titatnic",2,0.2695,1.5897,4.624,1.985,11.4564,"abl_max_cov"
"titatnic",2,0.2695,1.5897,4.624,1.804,11.178,"abl_overlap"
"titatnic",2,0.2695,0.1282,9.3835,3.608,26.3036,"abl_preselect"
"titatnic",3,0.2868,1.602,5.4538,1.929,12.0842,"no_abl"
"titatnic",3,0.2868,1.602,5.4538,1.615,11.8848,"abl_conf"
"titatnic",3,0.2868,1.602,5.4538,1.264,11.4754,"abl_supp"
"titatnic",3,0.2868,1.602,5.4538,1.939,12.1546,"abl_length"
"titatnic",3,0.2868,1.602,5.4538,1.967,12.2928,"abl_mod"
"titatnic",3,0.2868,1.602,5.4538,0.462,10.6144,"abl_acc"
"titatnic",3,0.2868,1.602,5.4538,7.935,18.1768,"abl_min_cov"
"titatnic",3,0.2868,1.602,5.4538,1.445,11.7586,"abl_max_cov"
"titatnic",3,0.2868,1.602,5.4538,1.75,11.9032,"abl_overlap"
"titatnic",3,0.2868,0.1287,9.3543,1.236,23.6878,"abl_preselect"
"titatnic",4,0.264,1.9055,4.8416,1.887,11.8181,"no_abl"
"titatnic",4,0.264,1.9055,4.8416,2.567,12.5027,"abl_conf"
"titatnic",4,0.264,1.9055,4.8416,1.311,11.2705,"abl_supp"
"titatnic",4,0.264,1.9055,4.8416,1.991,12.0326,"abl_length"
"titatnic",4,0.264,1.9055,4.8416,2.371,12.3029,"abl_mod"
"titatnic",4,0.264,1.9055,4.8416,0.526,10.5758,"abl_acc"
"titatnic",4,0.264,1.9055,4.8416,7.891,17.8897,"abl_min_cov"
"titatnic",4,0.264,1.9055,4.8416,2.082,12.0439,"abl_max_cov"
"titatnic",4,0.264,1.9055,4.8416,1.792,11.7789,"abl_overlap"
