"data","iter","PS_rules","Opt_rules","abl_model","NA"
"ecoli",1,"cp","pp","no_abl",NA
"ecoli",1,"cp","imU","abl_conf",NA
"ecoli",1,"cp","imU","abl_supp",NA
"ecoli",1,"cp","pp","abl_length",NA
"ecoli",1,"cp","pp","abl_mod",NA
"ecoli",1,"cp","imU","abl_acc",NA
"ecoli",1,"cp","im","abl_min_cov",NA
"ecoli",1,"cp","pp","abl_max_cov",NA
"ecoli",1,"cp","pp","abl_overlap",NA
"ecoli",1,"cp","imU","abl_preselect",NA
"ecoli",2,"cp","imU","no_abl",NA
"ecoli",2,"cp","imU","abl_conf",NA
"ecoli",2,"cp","imU","abl_supp",NA
"ecoli",2,"cp","imU","abl_length",NA
"ecoli",2,"cp","imU","abl_mod",NA
"ecoli",2,"cp","imU","abl_acc",NA
"ecoli",2,"cp","im","abl_min_cov",NA
"ecoli",2,"cp","imU","abl_max_cov",NA
"ecoli",2,"cp","imU","abl_overlap",NA
"ecoli",2,"cp","imU","abl_preselect",NA
"ecoli",3,"cp","imU","no_abl",NA
"ecoli",3,"cp","imU","abl_conf",NA
"ecoli",3,"cp","imU","abl_supp",NA
"ecoli",3,"cp","imU","abl_length",NA
"ecoli",3,"cp","imU","abl_mod",NA
"ecoli",3,"cp","imU","abl_acc",NA
"ecoli",3,"cp","im","abl_min_cov",NA
"ecoli",3,"cp","imU","abl_max_cov",NA
"ecoli",3,"cp","imU","abl_overlap",NA
"ecoli",3,"cp","imU","abl_preselect",NA
"ecoli",4,"cp","imU","no_abl",NA
"ecoli",4,"cp","imU","abl_conf",NA
"ecoli",4,"cp","imU","abl_supp",NA
"ecoli",4,"cp","imU","abl_length",NA
"ecoli",4,"cp","imU","abl_mod",NA
"ecoli",4,"cp","om","abl_acc",NA
"ecoli",4,"cp","im","abl_min_cov",NA
"ecoli",4,"cp","imU","abl_max_cov",NA
"ecoli",4,"cp","imU","abl_overlap",NA
"ecoli",4,"cp","imU","abl_preselect",NA
"ecoli",5,"cp","imU","no_abl",NA
"ecoli",5,"cp","imU","abl_conf",NA
"ecoli",5,"cp","imU","abl_supp",NA
"ecoli",5,"cp","imU","abl_length",NA
"ecoli",5,"cp","imU","abl_mod",NA
"ecoli",5,"cp","imU","abl_acc",NA
"ecoli",5,"cp","im","abl_min_cov",NA
"ecoli",5,"cp","imU","abl_max_cov",NA
"ecoli",5,"cp","imU","abl_overlap",NA
"ecoli",5,"cp","imU","abl_preselect",NA
"ecoli",6,"cp","cp","no_abl",NA
"ecoli",6,"cp","imU","abl_conf",NA
"ecoli",6,"cp","cp","abl_supp",NA
"ecoli",6,"cp","cp","abl_length",NA
"ecoli",6,"cp","cp","abl_mod",NA
"ecoli",6,"cp","im","abl_acc",NA
"ecoli",6,"cp","im","abl_min_cov",NA
"ecoli",6,"cp","cp","abl_max_cov",NA
"ecoli",6,"cp","cp","abl_overlap",NA
"ecoli",6,"cp","cp","abl_preselect",NA
"ecoli",7,"cp","im","no_abl",NA
"ecoli",7,"cp","cp","abl_conf",NA
"ecoli",7,"cp","im","abl_supp",NA
"ecoli",7,"cp","im","abl_length",NA
"ecoli",7,"cp","im","abl_mod",NA
"ecoli",7,"cp","omL","abl_acc",NA
"ecoli",7,"cp","im","abl_min_cov",NA
"ecoli",7,"cp","im","abl_max_cov",NA
"ecoli",7,"cp","im","abl_overlap",NA
"ecoli",7,"cp","im","abl_preselect",NA
"ecoli",8,"cp","im","no_abl",NA
"ecoli",8,"cp","im","abl_conf",NA
"ecoli",8,"cp","im","abl_supp",NA
"ecoli",8,"cp","im","abl_length",NA
"ecoli",8,"cp","im","abl_mod",NA
"ecoli",8,"cp","pp","abl_acc",NA
"ecoli",8,"cp","im","abl_min_cov",NA
"ecoli",8,"cp","im","abl_max_cov",NA
"ecoli",8,"cp","im","abl_overlap",NA
"ecoli",8,"cp","im","abl_preselect",NA
"ecoli",9,"cp","imU","no_abl",NA
"ecoli",9,"cp","imU","abl_conf",NA
"ecoli",9,"cp","imU","abl_supp",NA
"ecoli",9,"cp","imU","abl_length",NA
"ecoli",9,"cp","imU","abl_mod",NA
"ecoli",9,"cp","omL","abl_acc",NA
"ecoli",9,"cp","im","abl_min_cov",NA
"ecoli",9,"cp","imU","abl_max_cov",NA
"ecoli",9,"cp","imU","abl_overlap",NA
"ecoli",9,"cp","im","abl_preselect",NA
"ecoli",10,"cp","cp","no_abl",NA
"ecoli",10,"cp","cp","abl_conf",NA
"ecoli",10,"cp","cp","abl_supp",NA
"ecoli",10,"cp","cp","abl_length",NA
"ecoli",10,"cp","cp","abl_mod",NA
"ecoli",10,"cp","pp","abl_acc",NA
"ecoli",10,"cp","im","abl_min_cov",NA
"ecoli",10,"cp","cp","abl_max_cov",NA
"ecoli",10,"cp","cp","abl_overlap",NA
"ecoli",10,"cp","om","abl_preselect",NA
