"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2,"no_abl"
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2,"no_abl"
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2,"abl_conf"
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_conf"
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2,"abl_supp"
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_supp"
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2,"abl_length"
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_length"
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2,"abl_mod"
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_mod"
"haberman",1,"OptimalRules",2,1,1.5,2,2.5,3,"abl_acc"
"haberman",1,"OPTSTEL",2,1,1.5,2,2.5,3,"abl_acc"
"haberman",1,"OptimalRules",1,1,1,1,1,1,"abl_min_cov"
"haberman",1,"OPTSTEL",1,1,1,1,1,1,"abl_min_cov"
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2,"abl_max_cov"
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_max_cov"
"haberman",1,"OptimalRules",1.5,1,1,1.5,2,2,"abl_overlap"
"haberman",1,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_overlap"
"haberman",1,"OptimalRules",1.25,1,1,1,1.25,2,"abl_preselect"
"haberman",1,"OPTSTEL",1.25,1,1,1,1.25,2,"abl_preselect"
"haberman",2,"OptimalRules",1.5,1,1,1.5,2,2,"no_abl"
"haberman",2,"OPTSTEL",1.5,1,1,1.5,2,2,"no_abl"
"haberman",2,"OptimalRules",1.5,1,1,1.5,2,2,"abl_conf"
"haberman",2,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_conf"
"haberman",2,"OptimalRules",2,2,2,2,2,2,"abl_supp"
"haberman",2,"OPTSTEL",2,2,2,2,2,2,"abl_supp"
"haberman",2,"OptimalRules",1.5,1,1,1.5,2,2,"abl_length"
"haberman",2,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_length"
"haberman",2,"OptimalRules",1.5,1,1,1.5,2,2,"abl_mod"
"haberman",2,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_mod"
"haberman",2,"OptimalRules",1.67,1,1.5,2,2,2,"abl_acc"
"haberman",2,"OPTSTEL",1.67,1,1.5,2,2,2,"abl_acc"
"haberman",2,"OptimalRules",1,1,1,1,1,1,"abl_min_cov"
"haberman",2,"OPTSTEL",1,1,1,1,1,1,"abl_min_cov"
"haberman",2,"OptimalRules",1.5,1,1,1.5,2,2,"abl_max_cov"
"haberman",2,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_max_cov"
"haberman",2,"OptimalRules",1.5,1,1,1.5,2,2,"abl_overlap"
"haberman",2,"OPTSTEL",1.5,1,1,1.5,2,2,"abl_overlap"
"haberman",2,"OptimalRules",1.25,1,1,1,1.25,2,"abl_preselect"
"haberman",2,"OPTSTEL",1.33,1,1,1,1.5,2,"abl_preselect"
"haberman",3,"OptimalRules",1.33,1,1,1,1.5,2,"no_abl"
"haberman",3,"OPTSTEL",1.33,1,1,1,1.5,2,"no_abl"
"haberman",3,"OptimalRules",1.33,1,1,1,1.5,2,"abl_conf"
"haberman",3,"OPTSTEL",1.33,1,1,1,1.5,2,"abl_conf"
