"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"banknote",1,100,2037,190,7,7,"no_abl"
"banknote",1,100,2037,190,7,7,"abl_conf"
"banknote",1,100,2037,190,7,7,"abl_supp"
"banknote",1,100,2037,190,7,7,"abl_length"
"banknote",1,100,2037,190,7,7,"abl_mod"
"banknote",1,100,2037,190,7,7,"abl_acc"
"banknote",1,100,2037,190,1,1,"abl_min_cov"
"banknote",1,100,2037,190,7,7,"abl_max_cov"
"banknote",1,100,2037,190,7,7,"abl_overlap"
"banknote",1,100,2037,1053,7,7,"abl_preselect"
"banknote",2,100,1995,199,8,8,"no_abl"
"banknote",2,100,1995,199,8,8,"abl_conf"
"banknote",2,100,1995,199,8,8,"abl_supp"
"banknote",2,100,1995,199,8,8,"abl_length"
"banknote",2,100,1995,199,8,8,"abl_mod"
"banknote",2,100,1995,199,7,7,"abl_acc"
"banknote",2,100,1995,199,1,1,"abl_min_cov"
"banknote",2,100,1995,199,8,8,"abl_max_cov"
"banknote",2,100,1995,199,8,8,"abl_overlap"
"banknote",2,100,1995,995,8,8,"abl_preselect"
"banknote",3,100,1805,178,8,8,"no_abl"
"banknote",3,100,1805,178,8,8,"abl_conf"
"banknote",3,100,1805,178,8,8,"abl_supp"
"banknote",3,100,1805,178,8,8,"abl_length"
"banknote",3,100,1805,178,8,8,"abl_mod"
"banknote",3,100,1805,178,8,8,"abl_acc"
"banknote",3,100,1805,178,1,1,"abl_min_cov"
"banknote",3,100,1805,178,8,8,"abl_max_cov"
"banknote",3,100,1805,178,8,8,"abl_overlap"
"banknote",3,100,1805,795,8,8,"abl_preselect"
"banknote",4,100,1917,190,8,8,"no_abl"
"banknote",4,100,1917,190,8,8,"abl_conf"
"banknote",4,100,1917,190,8,8,"abl_supp"
"banknote",4,100,1917,190,8,8,"abl_length"
"banknote",4,100,1917,190,8,8,"abl_mod"
"banknote",4,100,1917,190,8,8,"abl_acc"
"banknote",4,100,1917,190,1,1,"abl_min_cov"
"banknote",4,100,1917,190,8,8,"abl_max_cov"
"banknote",4,100,1917,190,8,8,"abl_overlap"
"banknote",4,100,1917,987,8,8,"abl_preselect"
"banknote",5,100,1911,190,8,8,"no_abl"
"banknote",5,100,1911,190,8,8,"abl_conf"
"banknote",5,100,1911,190,8,8,"abl_supp"
"banknote",5,100,1911,190,8,8,"abl_length"
"banknote",5,100,1911,190,8,8,"abl_mod"
"banknote",5,100,1911,190,8,8,"abl_acc"
"banknote",5,100,1911,190,1,1,"abl_min_cov"
"banknote",5,100,1911,190,8,8,"abl_max_cov"
"banknote",5,100,1911,190,8,8,"abl_overlap"
"banknote",5,100,1911,992,8,8,"abl_preselect"
"banknote",6,100,1935,194,8,8,"no_abl"
"banknote",6,100,1935,194,8,8,"abl_conf"
"banknote",6,100,1935,194,8,8,"abl_supp"
"banknote",6,100,1935,194,8,8,"abl_length"
"banknote",6,100,1935,194,8,8,"abl_mod"
"banknote",6,100,1935,194,7,7,"abl_acc"
"banknote",6,100,1935,194,1,1,"abl_min_cov"
"banknote",6,100,1935,194,8,8,"abl_max_cov"
"banknote",6,100,1935,194,8,8,"abl_overlap"
"banknote",6,100,1935,948,8,8,"abl_preselect"
"banknote",7,100,1996,178,8,8,"no_abl"
"banknote",7,100,1996,178,8,7,"abl_conf"
"banknote",7,100,1996,178,8,8,"abl_supp"
"banknote",7,100,1996,178,8,8,"abl_length"
"banknote",7,100,1996,178,8,8,"abl_mod"
"banknote",7,100,1996,178,7,7,"abl_acc"
"banknote",7,100,1996,178,1,1,"abl_min_cov"
"banknote",7,100,1996,178,8,8,"abl_max_cov"
"banknote",7,100,1996,178,8,8,"abl_overlap"
"banknote",7,100,1996,948,8,8,"abl_preselect"
"banknote",8,100,1985,180,8,8,"no_abl"
"banknote",8,100,1985,180,8,8,"abl_conf"
"banknote",8,100,1985,180,8,8,"abl_supp"
"banknote",8,100,1985,180,8,8,"abl_length"
"banknote",8,100,1985,180,8,8,"abl_mod"
"banknote",8,100,1985,180,8,8,"abl_acc"
"banknote",8,100,1985,180,1,1,"abl_min_cov"
"banknote",8,100,1985,180,8,8,"abl_max_cov"
"banknote",8,100,1985,180,8,8,"abl_overlap"
"banknote",8,100,1985,993,8,8,"abl_preselect"
"banknote",9,100,2018,186,7,7,"no_abl"
"banknote",9,100,2018,186,7,7,"abl_conf"
"banknote",9,100,2018,186,7,7,"abl_supp"
"banknote",9,100,2018,186,7,7,"abl_length"
"banknote",9,100,2018,186,7,7,"abl_mod"
"banknote",9,100,2018,186,7,7,"abl_acc"
"banknote",9,100,2018,186,1,1,"abl_min_cov"
"banknote",9,100,2018,186,7,7,"abl_max_cov"
"banknote",9,100,2018,186,7,7,"abl_overlap"
"banknote",9,100,2018,1055,7,6,"abl_preselect"
"banknote",10,100,1960,177,9,9,"no_abl"
"banknote",10,100,1960,177,9,9,"abl_conf"
"banknote",10,100,1960,177,9,9,"abl_supp"
"banknote",10,100,1960,177,9,9,"abl_length"
"banknote",10,100,1960,177,9,9,"abl_mod"
"banknote",10,100,1960,177,8,7,"abl_acc"
"banknote",10,100,1960,177,1,1,"abl_min_cov"
"banknote",10,100,1960,177,9,9,"abl_max_cov"
"banknote",10,100,1960,177,9,9,"abl_overlap"
"banknote",10,100,1960,925,9,9,"abl_preselect"
