"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect","abl_model"
"glass",1,"train","all","OptimalRules",0.932885906040268,0.941328011611031,0.968844630794316,0.953179594689029,0.964539007092199,0.98312925170068,0.983251633986928,0.983158109625396,0.375,0.333333333333333,0.366666666666667,0.422222222222222,"no_abl"
"glass",1,"train","covered","OptimalRules",0.938356164383562,0.95085182113484,0.971747388414055,0.960315156541572,0.964028776978417,0.98312925170068,0.983251633986928,0.983158109625396,0.428571428571429,0.333333333333333,0.416666666666667,0.45,"no_abl"
"glass",1,"train","notcovered","OptimalRules",0.666666666666667,0.666666666666667,0.5,0.8,1,1,1,1,0,0,0,NA,"no_abl"
"glass",1,"test","all","OptimalRules",0.892307692307692,0.813095238095238,0.902037617554859,0.93483709273183,0.914893617021277,0.823529411764706,0.899346405228758,0.936470588235294,0.833333333333333,0.766666666666667,0.877272727272727,0.904891304347826,"no_abl"
"glass",1,"test","covered","OptimalRules",0.950819672131147,0.975714285714286,0.973544973544973,0.974456762749446,0.977272727272727,0.988235294117647,0.988235294117647,0.987878787878788,0.882352941176471,0.958333333333333,0.9,0.914772727272727,"no_abl"
"glass",1,"test","notcovered","OptimalRules",0,0,0,NA,0,0,0,NA,0,0,0,NA,"no_abl"
"glass",1,"train","all","OPTSTEL",0.906040268456376,0.89940675320041,0.956498951781971,0.915400276697071,0.943262411347518,0.930617174405994,0.973447712418301,0.946048109965636,0.25,0.166666666666667,0.2,0.444444444444444,"no_abl"
"glass",1,"train","covered","OPTSTEL",0.942028985507246,0.935517864311522,0.973529411764706,0.951342471961029,0.96969696969697,0.98617272996155,0.986037234042553,0.985963356973995,0.333333333333333,0.166666666666667,0.25,0.5,"no_abl"
"glass",1,"train","notcovered","OPTSTEL",0.454545454545455,0.454545454545455,0.333333333333333,0.625,0.555555555555556,0.555555555555556,0.333333333333333,0.714285714285714,0,0,0,NA,"no_abl"
"glass",1,"test","all","OPTSTEL",0.815384615384615,0.799719887955182,0.860971786833856,0.903952188162714,0.872340425531915,0.812418300653595,0.875816993464052,0.917857142857143,0.666666666666667,0.745454545454545,0.781818181818182,0.824675324675325,"no_abl"
