"data","iter","PS_rules","Opt_rules","abl_model","NA"
"vote",1,"democrat","democrat","no_abl",NA
"vote",1,"democrat","democrat","abl_conf",NA
"vote",1,"democrat","democrat","abl_supp",NA
"vote",1,"democrat","democrat","abl_length",NA
"vote",1,"democrat","democrat","abl_mod",NA
"vote",1,"democrat","democrat","abl_acc",NA
"vote",1,"democrat","republican","abl_min_cov",NA
"vote",1,"democrat","democrat","abl_max_cov",NA
"vote",1,"democrat","democrat","abl_overlap",NA
"vote",1,"democrat","democrat","abl_preselect",NA
"vote",2,"democrat","democrat","no_abl",NA
"vote",2,"democrat","democrat","abl_conf",NA
"vote",2,"democrat","democrat","abl_supp",NA
"vote",2,"democrat","democrat","abl_length",NA
"vote",2,"democrat","democrat","abl_mod",NA
"vote",2,"democrat","democrat","abl_acc",NA
"vote",2,"democrat","republican","abl_min_cov",NA
"vote",2,"democrat","democrat","abl_max_cov",NA
"vote",2,"democrat","democrat","abl_overlap",NA
"vote",2,"democrat","democrat","abl_preselect",NA
"vote",3,"democrat","democrat","no_abl",NA
"vote",3,"democrat","democrat","abl_conf",NA
"vote",3,"democrat","democrat","abl_supp",NA
"vote",3,"democrat","democrat","abl_length",NA
"vote",3,"democrat","democrat","abl_mod",NA
"vote",3,"democrat","democrat","abl_acc",NA
"vote",3,"democrat","republican","abl_min_cov",NA
"vote",3,"democrat","democrat","abl_max_cov",NA
"vote",3,"democrat","democrat","abl_overlap",NA
"vote",3,"democrat","democrat","abl_preselect",NA
"vote",4,"democrat","democrat","no_abl",NA
"vote",4,"democrat","democrat","abl_conf",NA
"vote",4,"democrat","democrat","abl_supp",NA
"vote",4,"democrat","democrat","abl_length",NA
"vote",4,"democrat","democrat","abl_mod",NA
"vote",4,"democrat","democrat","abl_acc",NA
"vote",4,"democrat","republican","abl_min_cov",NA
"vote",4,"democrat","democrat","abl_max_cov",NA
"vote",4,"democrat","democrat","abl_overlap",NA
"vote",4,"democrat","democrat","abl_preselect",NA
"vote",5,"democrat","democrat","no_abl",NA
"vote",5,"democrat","democrat","abl_conf",NA
"vote",5,"democrat","democrat","abl_supp",NA
"vote",5,"democrat","democrat","abl_length",NA
"vote",5,"democrat","democrat","abl_mod",NA
"vote",5,"democrat","democrat","abl_acc",NA
"vote",5,"democrat","republican","abl_min_cov",NA
"vote",5,"democrat","democrat","abl_max_cov",NA
"vote",5,"democrat","democrat","abl_overlap",NA
"vote",5,"democrat","democrat","abl_preselect",NA
"vote",6,"democrat","republican","no_abl",NA
"vote",6,"democrat","republican","abl_conf",NA
"vote",6,"democrat","republican","abl_supp",NA
"vote",6,"democrat","democrat","abl_length",NA
"vote",6,"democrat","republican","abl_mod",NA
"vote",6,"democrat","republican","abl_acc",NA
"vote",6,"democrat","republican","abl_min_cov",NA
"vote",6,"democrat","republican","abl_max_cov",NA
"vote",6,"democrat","republican","abl_overlap",NA
"vote",6,"democrat","democrat","abl_preselect",NA
"vote",7,"democrat","democrat","no_abl",NA
"vote",7,"democrat","democrat","abl_conf",NA
"vote",7,"democrat","democrat","abl_supp",NA
"vote",7,"democrat","democrat","abl_length",NA
"vote",7,"democrat","democrat","abl_mod",NA
"vote",7,"democrat","democrat","abl_acc",NA
"vote",7,"democrat","republican","abl_min_cov",NA
"vote",7,"democrat","democrat","abl_max_cov",NA
"vote",7,"democrat","democrat","abl_overlap",NA
"vote",7,"democrat","democrat","abl_preselect",NA
"vote",8,"democrat","democrat","no_abl",NA
"vote",8,"democrat","democrat","abl_conf",NA
"vote",8,"democrat","democrat","abl_supp",NA
"vote",8,"democrat","democrat","abl_length",NA
"vote",8,"democrat","democrat","abl_mod",NA
"vote",8,"democrat","democrat","abl_acc",NA
"vote",8,"democrat","republican","abl_min_cov",NA
"vote",8,"democrat","democrat","abl_max_cov",NA
"vote",8,"democrat","democrat","abl_overlap",NA
"vote",8,"democrat","democrat","abl_preselect",NA
"vote",9,"democrat","democrat","no_abl",NA
"vote",9,"democrat","democrat","abl_conf",NA
"vote",9,"democrat","democrat","abl_supp",NA
"vote",9,"democrat","democrat","abl_length",NA
"vote",9,"democrat","democrat","abl_mod",NA
"vote",9,"democrat","democrat","abl_acc",NA
"vote",9,"democrat","republican","abl_min_cov",NA
"vote",9,"democrat","democrat","abl_max_cov",NA
"vote",9,"democrat","democrat","abl_overlap",NA
"vote",9,"democrat","democrat","abl_preselect",NA
"vote",10,"democrat","republican","no_abl",NA
"vote",10,"democrat","republican","abl_conf",NA
"vote",10,"democrat","republican","abl_supp",NA
"vote",10,"democrat","republican","abl_length",NA
"vote",10,"democrat","republican","abl_mod",NA
"vote",10,"democrat","republican","abl_acc",NA
"vote",10,"democrat","republican","abl_min_cov",NA
"vote",10,"democrat","republican","abl_max_cov",NA
"vote",10,"democrat","republican","abl_overlap",NA
"vote",10,"democrat","republican","abl_preselect",NA
