"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.4194,"Optimal",0.743,5.3436,441,7,"no_abl"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.4677,"Optimal",0.7,5.2276,441,7,"abl_conf"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.371,"Optimal",0.719,5.3184,441,7,"abl_supp"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.4355,"Optimal",0.516,5.1647,441,7,"abl_length"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.4194,"Optimal",0.624,5.2221,441,7,"abl_mod"
"cryotherapy",1,0.999,0.025,1,0.0476,0.1429,0.3016,"Optimal",0.052,4.6722,441,4,"abl_acc"
"cryotherapy",1,0.01,0.999,0.3175,0.0476,0.05,0,"Optimal",0.051,4.7001,441,1,"abl_min_cov"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.4355,"Optimal",0.845,5.5155,441,7,"abl_max_cov"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.4194,"Optimal",0.879,5.5002,441,7,"abl_overlap"
"cryotherapy",1,0.01,0.025,0.9841,0.0476,0.0484,0.4194,"Optimal",0.911,12.5144,1109,7,"abl_preselect"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.5,"Optimal",0.736,5.793,485,7,"no_abl"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.5,"Optimal",1.026,6.0443,485,7,"abl_conf"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.2581,"Optimal",0.898,6.0307,485,7,"abl_supp"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.5,"Optimal",0.994,6.0445,485,7,"abl_length"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.5,"Optimal",1.031,6.0687,485,7,"abl_mod"
"cryotherapy",2,0.999,0.025,0.9841,0.0317,0.0968,0.4677,"Optimal",0.377,5.3803,485,5,"abl_acc"
"cryotherapy",2,0.01,0.999,0.254,0.0317,0,0,"Optimal",0.065,5.0648,485,1,"abl_min_cov"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.5,"Optimal",1.312,6.365,485,7,"abl_max_cov"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.5161,"Optimal",1.092,6.121,485,7,"abl_overlap"
"cryotherapy",2,0.01,0.025,0.9841,0.0317,0.0323,0.5,"Optimal",1.15,12.5187,1097,7,"abl_preselect"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.754,4.969,408,6,"no_abl"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.4677,"Optimal",0.486,4.7186,408,6,"abl_conf"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.612,4.825,408,6,"abl_supp"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.371,"Optimal",0.868,5.0509,408,6,"abl_length"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.643,4.8835,408,6,"abl_mod"
"cryotherapy",3,0.999,0.025,0.9841,0.0476,0.129,0.2581,"Optimal",0.079,4.4218,408,4,"abl_acc"
"cryotherapy",3,0.01,0.999,0.3016,0.0476,0.0526,0,"Optimal",0.074,4.3228,408,1,"abl_min_cov"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.544,4.8476,408,6,"abl_max_cov"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.678,4.9424,408,6,"abl_overlap"
"cryotherapy",3,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",1.49,11.8092,990,6,"abl_preselect"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.2742,"Optimal",0.379,5.4447,494,9,"no_abl"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.2742,"Optimal",0.286,5.372,494,9,"abl_conf"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.1452,"Optimal",0.299,5.414,494,9,"abl_supp"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.3387,"Optimal",0.629,5.8732,494,9,"abl_length"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.2742,"Optimal",0.473,5.5735,494,9,"abl_mod"
"cryotherapy",4,0.999,0.025,0.9841,0.0159,0.1774,0.1613,"Optimal",0.043,5.2456,494,4,"abl_acc"
"cryotherapy",4,0.01,0.999,0.2063,0.0159,0,0,"Optimal",0.144,5.2476,494,1,"abl_min_cov"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.2742,"Optimal",1.078,6.1705,494,9,"abl_max_cov"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.2742,"Optimal",0.372,5.5527,494,9,"abl_overlap"
"cryotherapy",4,0.01,0.025,0.9841,0.0159,0.0161,0.2742,"Optimal",1.684,15.0308,1292,9,"abl_preselect"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.4516,"Optimal",0.549,5.4003,414,8,"no_abl"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.4839,"Optimal",0.521,5.2628,414,8,"abl_conf"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.1613,"Optimal",0.482,5.004,414,8,"abl_supp"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.4516,"Optimal",0.493,4.9789,414,8,"abl_length"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.4516,"Optimal",0.349,4.9394,414,8,"abl_mod"
"cryotherapy",5,0.999,0.025,0.9841,0.0159,0.129,0.5,"Optimal",0.376,5.1477,414,5,"abl_acc"
"cryotherapy",5,0.01,0.999,0.2857,0.0159,0,0,"Optimal",0.064,4.4488,414,1,"abl_min_cov"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.4516,"Optimal",0.683,5.0731,414,8,"abl_max_cov"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.5161,"Optimal",0.451,4.8586,414,8,"abl_overlap"
"cryotherapy",5,0.01,0.025,0.9841,0.0159,0.0161,0.4516,"Optimal",1.065,11.8345,1024,8,"abl_preselect"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.1935,"Optimal",0.201,5.2805,480,7,"no_abl"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.1935,"Optimal",0.391,5.3819,480,7,"abl_conf"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.1774,"Optimal",0.157,5.2826,480,7,"abl_supp"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.2419,"Optimal",0.249,5.3298,480,7,"abl_length"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.2419,"Optimal",0.207,5.2933,480,7,"abl_mod"
"cryotherapy",6,0.999,0.025,0.9841,0.0476,0.1452,0.3548,"Optimal",0.154,5.2646,480,5,"abl_acc"
"cryotherapy",6,0.01,0.999,0.2857,0.0476,0.0556,0,"Optimal",0.041,5.027,480,1,"abl_min_cov"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.1935,"Optimal",0.417,5.4744,480,7,"abl_max_cov"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.1935,"Optimal",0.366,5.4428,480,7,"abl_overlap"
"cryotherapy",6,0.01,0.025,0.9841,0.0476,0.0484,0.1935,"Optimal",0.45,12.6731,1177,7,"abl_preselect"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",1.452,6.3852,465,8,"no_abl"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.4516,"Optimal",1.151,6.0297,465,8,"abl_conf"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.1452,"Optimal",1.171,6.1332,465,8,"abl_supp"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.4516,"Optimal",1.158,6.0124,465,8,"abl_length"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.916,5.903,465,8,"abl_mod"
"cryotherapy",7,0.999,0.025,0.9841,0.0476,0.1613,0.3065,"Optimal",0.125,4.9842,465,5,"abl_acc"
"cryotherapy",7,0.01,0.999,0.254,0.0476,0,0,"Optimal",0.114,4.9204,465,1,"abl_min_cov"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.865,5.7316,465,8,"abl_max_cov"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",0.92,5.9174,465,8,"abl_overlap"
"cryotherapy",7,0.01,0.025,0.9841,0.0476,0.0484,0.3548,"Optimal",1.207,14.0608,1208,8,"abl_preselect"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.3548,"Optimal",0.356,4.4688,397,7,"no_abl"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.3548,"Optimal",0.473,4.5517,397,7,"abl_conf"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.2903,"Optimal",0.421,4.5803,397,7,"abl_supp"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.3548,"Optimal",0.549,4.6867,397,7,"abl_length"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.3548,"Optimal",0.468,4.6276,397,7,"abl_mod"
"cryotherapy",8,0.999,0.025,0.9841,0.0317,0.1129,0.1935,"Optimal",0.072,4.2481,397,4,"abl_acc"
"cryotherapy",8,0.01,0.999,0.2698,0.0317,0,0,"Optimal",0.068,4.1894,397,1,"abl_min_cov"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.3548,"Optimal",0.51,4.655,397,7,"abl_max_cov"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.3548,"Optimal",0.443,4.6243,397,7,"abl_overlap"
"cryotherapy",8,0.01,0.025,0.9841,0.0317,0.0323,0.4677,"Optimal",1.379,11.529,967,7,"abl_preselect"
"cryotherapy",9,0.01,0.025,1,0.0317,0.0317,0.2698,"Optimal",0.478,4.8259,421,8,"no_abl"
"cryotherapy",9,0.01,0.025,1,0.0317,0.0317,0.2698,"Optimal",0.52,4.9013,421,8,"abl_conf"
"cryotherapy",9,0.01,0.025,0.9841,0.0317,0.0323,0.1613,"Optimal",0.339,4.7173,421,8,"abl_supp"
"cryotherapy",9,0.01,0.025,1,0.0317,0.0317,0.2698,"Optimal",0.734,5.1989,421,8,"abl_length"
"cryotherapy",9,0.01,0.025,1,0.0317,0.0317,0.2698,"Optimal",0.496,4.9389,421,8,"abl_mod"
"cryotherapy",9,0.999,0.025,0.9841,0.0317,0.1935,0.2581,"Optimal",0.046,4.444,421,3,"abl_acc"
"cryotherapy",9,0.01,0.999,0.254,0.0317,0,0,"Optimal",0.065,4.4683,421,1,"abl_min_cov"
"cryotherapy",9,0.01,0.025,1,0.0317,0.0317,0.2698,"Optimal",1.029,5.4018,421,8,"abl_max_cov"
"cryotherapy",9,0.01,0.025,1,0.0317,0.0317,0.2698,"Optimal",0.595,4.9682,421,8,"abl_overlap"
"cryotherapy",9,0.01,0.025,1,0.0317,0.0317,0.2698,"Optimal",0.857,11.8663,1071,8,"abl_preselect"
"cryotherapy",10,0.01,0.025,0.9841,0.0635,0.0645,0.3548,"Optimal",0.987,5.7769,454,7,"no_abl"
"cryotherapy",10,0.01,0.025,0.9841,0.0635,0.0645,0.3548,"Optimal",1.331,6.0666,454,7,"abl_conf"
"cryotherapy",10,0.01,0.025,0.9841,0.0635,0.0645,0.3548,"Optimal",0.653,5.3239,454,7,"abl_supp"
"cryotherapy",10,0.01,0.025,0.9841,0.0635,0.0645,0.3548,"Optimal",0.752,5.4936,454,7,"abl_length"
"cryotherapy",10,0.01,0.025,0.9841,0.0635,0.0645,0.3548,"Optimal",0.694,5.5653,454,7,"abl_mod"
"cryotherapy",10,0.999,0.025,0.9841,0.0635,0.1774,0.4194,"Optimal",0.036,4.7146,454,4,"abl_acc"
