"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"haberman",1,0.9235,2.1843,3.7893,0.202,9.6309,"no_abl"
"haberman",1,0.9235,2.1843,3.7893,0.188,9.7494,"abl_conf"
"haberman",1,0.9235,2.1843,3.7893,0.214,9.7482,"abl_supp"
"haberman",1,0.9235,2.1843,3.7893,0.296,9.8869,"abl_length"
"haberman",1,0.9235,2.1843,3.7893,0.183,9.6433,"abl_mod"
"haberman",1,0.9235,2.1843,3.7893,0.059,9.5931,"abl_acc"
"haberman",1,0.9235,2.1843,3.7893,0.108,9.695,"abl_min_cov"
"haberman",1,0.9235,2.1843,3.7893,0.193,9.7677,"abl_max_cov"
"haberman",1,0.9235,2.1843,3.7893,0.248,9.7512,"abl_overlap"
"haberman",1,0.9235,0.6969,10.8372,0.414,27.69,"abl_preselect"
"haberman",2,0.8068,1.9081,3.5543,0.264,9.1526,"no_abl"
"haberman",2,0.8068,1.9081,3.5543,0.289,9.3203,"abl_conf"
"haberman",2,0.8068,1.9081,3.5543,0.307,9.1056,"abl_supp"
"haberman",2,0.8068,1.9081,3.5543,0.253,9.1495,"abl_length"
"haberman",2,0.8068,1.9081,3.5543,0.279,9.3021,"abl_mod"
"haberman",2,0.8068,1.9081,3.5543,0.071,9.1022,"abl_acc"
"haberman",2,0.8068,1.9081,3.5543,0.084,8.9474,"abl_min_cov"
"haberman",2,0.8068,1.9081,3.5543,0.331,9.1822,"abl_max_cov"
"haberman",2,0.8068,1.9081,3.5543,0.291,9.1881,"abl_overlap"
"haberman",2,0.8068,0.613,9.3815,0.555,25.1653,"abl_preselect"
"haberman",3,0.8573,2.1629,4.0286,0.089,9.767,"no_abl"
"haberman",3,0.8573,2.1629,4.0286,0.1,9.7171,"abl_conf"
"haberman",3,0.8573,2.1629,4.0286,0.074,9.6561,"abl_supp"
"haberman",3,0.8573,2.1629,4.0286,0.073,9.6429,"abl_length"
"haberman",3,0.8573,2.1629,4.0286,0.073,9.6747,"abl_mod"
"haberman",3,0.8573,2.1629,4.0286,0.066,9.6503,"abl_acc"
"haberman",3,0.8573,2.1629,4.0286,0.091,9.7121,"abl_min_cov"
"haberman",3,0.8573,2.1629,4.0286,0.084,9.5358,"abl_max_cov"
"haberman",3,0.8573,2.1629,4.0286,0.072,9.5608,"abl_overlap"
"haberman",3,0.8573,0.6813,10.8579,0.143,28.287,"abl_preselect"
"haberman",4,0.9219,2.3135,3.9997,0.584,10.4977,"no_abl"
"haberman",4,0.9219,2.3135,3.9997,0.618,10.6351,"abl_conf"
"haberman",4,0.9219,2.3135,3.9997,0.613,10.7442,"abl_supp"
"haberman",4,0.9219,2.3135,3.9997,0.669,10.7085,"abl_length"
"haberman",4,0.9219,2.3135,3.9997,0.586,10.5,"abl_mod"
"haberman",4,0.9219,2.3135,3.9997,0.056,9.9967,"abl_acc"
"haberman",4,0.9219,2.3135,3.9997,0.09,9.9513,"abl_min_cov"
"haberman",4,0.9219,2.3135,3.9997,0.952,10.9659,"abl_max_cov"
"haberman",4,0.9219,2.3135,3.9997,0.578,10.6087,"abl_overlap"
"haberman",4,0.9219,0.6879,10.4738,1.109,27.9971,"abl_preselect"
"haberman",5,0.8157,1.9679,3.6782,0.266,9.4922,"no_abl"
"haberman",5,0.8157,1.9679,3.6782,0.268,9.5118,"abl_conf"
"haberman",5,0.8157,1.9679,3.6782,0.229,9.5152,"abl_supp"
"haberman",5,0.8157,1.9679,3.6782,0.245,9.4917,"abl_length"
"haberman",5,0.8157,1.9679,3.6782,0.314,9.6449,"abl_mod"
"haberman",5,0.8157,1.9679,3.6782,0.061,9.3237,"abl_acc"
"haberman",5,0.8157,1.9679,3.6782,0.082,9.384,"abl_min_cov"
"haberman",5,0.8157,1.9679,3.6782,0.32,9.5384,"abl_max_cov"
"haberman",5,0.8157,1.9679,3.6782,0.243,9.4175,"abl_overlap"
"haberman",5,0.8157,0.5665,9.3999,0.498,24.6521,"abl_preselect"
"haberman",6,0.9103,2.0213,3.9605,0.299,9.893,"no_abl"
"haberman",6,0.9103,2.0213,3.9605,0.298,10.0679,"abl_conf"
"haberman",6,0.9103,2.0213,3.9605,0.158,9.7637,"abl_supp"
"haberman",6,0.9103,2.0213,3.9605,0.222,10.1609,"abl_length"
"haberman",6,0.9103,2.0213,3.9605,0.196,9.8033,"abl_mod"
"haberman",6,0.9103,2.0213,3.9605,0.065,9.7107,"abl_acc"
"haberman",6,0.9103,2.0213,3.9605,0.081,9.8021,"abl_min_cov"
"haberman",6,0.9103,2.0213,3.9605,0.231,9.9982,"abl_max_cov"
"haberman",6,0.9103,2.0213,3.9605,0.224,9.8209,"abl_overlap"
"haberman",6,0.9103,0.6371,10.0381,0.436,26.882,"abl_preselect"
"haberman",7,0.9438,2.1667,3.8265,0.554,9.7197,"no_abl"
"haberman",7,0.9438,2.1667,3.8265,0.465,9.6751,"abl_conf"
"haberman",7,0.9438,2.1667,3.8265,0.484,9.7454,"abl_supp"
"haberman",7,0.9438,2.1667,3.8265,0.49,9.737,"abl_length"
"haberman",7,0.9438,2.1667,3.8265,0.436,9.7281,"abl_mod"
"haberman",7,0.9438,2.1667,3.8265,0.063,9.3388,"abl_acc"
"haberman",7,0.9438,2.1667,3.8265,0.082,9.3884,"abl_min_cov"
"haberman",7,0.9438,2.1667,3.8265,0.39,9.6148,"abl_max_cov"
"haberman",7,0.9438,2.1667,3.8265,0.461,9.6447,"abl_overlap"
"haberman",7,0.9438,0.655,10.4274,1.035,28.5596,"abl_preselect"
"haberman",8,0.8774,2.1005,3.9238,0.351,9.9627,"no_abl"
"haberman",8,0.8774,2.1005,3.9238,0.509,10.1764,"abl_conf"
"haberman",8,0.8774,2.1005,3.9238,0.196,9.7376,"abl_supp"
"haberman",8,0.8774,2.1005,3.9238,0.326,9.9793,"abl_length"
"haberman",8,0.8774,2.1005,3.9238,0.214,9.7029,"abl_mod"
"haberman",8,0.8774,2.1005,3.9238,0.068,9.7286,"abl_acc"
"haberman",8,0.8774,2.1005,3.9238,0.085,9.8199,"abl_min_cov"
"haberman",8,0.8774,2.1005,3.9238,0.314,9.8951,"abl_max_cov"
"haberman",8,0.8774,2.1005,3.9238,0.268,9.9354,"abl_overlap"
"haberman",8,0.8774,0.6522,10.3248,0.727,27.1879,"abl_preselect"
"haberman",9,0.9047,2.1987,4.1043,0.586,10.8324,"no_abl"
"haberman",9,0.9047,2.1987,4.1043,0.542,10.8463,"abl_conf"
"haberman",9,0.9047,2.1987,4.1043,0.796,11.0781,"abl_supp"
"haberman",9,0.9047,2.1987,4.1043,0.468,10.7387,"abl_length"
"haberman",9,0.9047,2.1987,4.1043,0.565,11.0006,"abl_mod"
"haberman",9,0.9047,2.1987,4.1043,0.072,10.4927,"abl_acc"
"haberman",9,0.9047,2.1987,4.1043,0.088,10.5179,"abl_min_cov"
"haberman",9,0.9047,2.1987,4.1043,0.561,10.826,"abl_max_cov"
"haberman",9,0.9047,2.1987,4.1043,0.507,10.8025,"abl_overlap"
"haberman",9,0.9047,0.6898,10.7359,0.813,28.7336,"abl_preselect"
"haberman",10,0.798,2.2196,3.9006,0.211,9.987,"no_abl"
"haberman",10,0.798,2.2196,3.9006,0.218,10.2068,"abl_conf"
"haberman",10,0.798,2.2196,3.9006,0.2,10.2986,"abl_supp"
"haberman",10,0.798,2.2196,3.9006,0.186,10.0112,"abl_length"
"haberman",10,0.798,2.2196,3.9006,0.195,10.2212,"abl_mod"
"haberman",10,0.798,2.2196,3.9006,0.068,10.024,"abl_acc"
"haberman",10,0.798,2.2196,3.9006,0.106,10.0528,"abl_min_cov"
"haberman",10,0.798,2.2196,3.9006,0.275,10.2107,"abl_max_cov"
"haberman",10,0.798,2.2196,3.9006,0.18,10.1001,"abl_overlap"
"haberman",10,0.798,0.6192,9.6965,0.496,25.9717,"abl_preselect"
