"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"ecoli",1,100,2345,520,12,11,"no_abl"
"ecoli",1,100,2345,520,12,11,"abl_conf"
"ecoli",1,100,2345,520,12,10,"abl_supp"
"ecoli",1,100,2345,520,12,11,"abl_length"
"ecoli",1,100,2345,520,12,11,"abl_mod"
"ecoli",1,100,2345,520,6,6,"abl_acc"
"ecoli",1,100,2345,520,1,1,"abl_min_cov"
"ecoli",1,100,2345,520,12,11,"abl_max_cov"
"ecoli",1,100,2345,520,12,11,"abl_overlap"
"ecoli",1,100,2345,2155,11,11,"abl_preselect"
"ecoli",2,100,2354,518,11,11,"no_abl"
"ecoli",2,100,2354,518,11,11,"abl_conf"
"ecoli",2,100,2354,518,11,11,"abl_supp"
"ecoli",2,100,2354,518,11,11,"abl_length"
"ecoli",2,100,2354,518,11,11,"abl_mod"
"ecoli",2,100,2354,518,4,4,"abl_acc"
"ecoli",2,100,2354,518,1,1,"abl_min_cov"
"ecoli",2,100,2354,518,11,11,"abl_max_cov"
"ecoli",2,100,2354,518,11,11,"abl_overlap"
"ecoli",2,100,2354,2159,11,10,"abl_preselect"
"ecoli",3,100,2346,529,12,11,"no_abl"
"ecoli",3,100,2346,529,12,9,"abl_conf"
"ecoli",3,100,2346,529,12,10,"abl_supp"
"ecoli",3,100,2346,529,12,11,"abl_length"
"ecoli",3,100,2346,529,12,11,"abl_mod"
"ecoli",3,100,2346,529,5,5,"abl_acc"
"ecoli",3,100,2346,529,1,1,"abl_min_cov"
"ecoli",3,100,2346,529,12,11,"abl_max_cov"
"ecoli",3,100,2346,529,12,11,"abl_overlap"
"ecoli",3,100,2346,2144,12,10,"abl_preselect"
"ecoli",4,100,2340,518,14,14,"no_abl"
"ecoli",4,100,2340,518,14,13,"abl_conf"
"ecoli",4,100,2340,518,14,12,"abl_supp"
"ecoli",4,100,2340,518,14,14,"abl_length"
"ecoli",4,100,2340,518,14,14,"abl_mod"
"ecoli",4,100,2340,518,4,4,"abl_acc"
"ecoli",4,100,2340,518,1,1,"abl_min_cov"
"ecoli",4,100,2340,518,14,14,"abl_max_cov"
"ecoli",4,100,2340,518,14,14,"abl_overlap"
"ecoli",4,100,2340,2141,13,13,"abl_preselect"
"ecoli",5,100,2415,508,12,12,"no_abl"
"ecoli",5,100,2415,508,12,12,"abl_conf"
"ecoli",5,100,2415,508,12,12,"abl_supp"
"ecoli",5,100,2415,508,12,12,"abl_length"
"ecoli",5,100,2415,508,12,12,"abl_mod"
"ecoli",5,100,2415,508,7,6,"abl_acc"
"ecoli",5,100,2415,508,1,1,"abl_min_cov"
"ecoli",5,100,2415,508,12,12,"abl_max_cov"
"ecoli",5,100,2415,508,12,12,"abl_overlap"
"ecoli",5,100,2415,2175,12,12,"abl_preselect"
"ecoli",6,100,2356,443,11,9,"no_abl"
"ecoli",6,100,2356,443,11,10,"abl_conf"
"ecoli",6,100,2356,443,11,9,"abl_supp"
"ecoli",6,100,2356,443,11,9,"abl_length"
"ecoli",6,100,2356,443,11,9,"abl_mod"
"ecoli",6,100,2356,443,5,4,"abl_acc"
"ecoli",6,100,2356,443,1,1,"abl_min_cov"
"ecoli",6,100,2356,443,11,9,"abl_max_cov"
"ecoli",6,100,2356,443,11,9,"abl_overlap"
"ecoli",6,100,2356,2155,9,9,"abl_preselect"
"ecoli",7,100,2243,476,12,12,"no_abl"
"ecoli",7,100,2243,476,12,11,"abl_conf"
"ecoli",7,100,2243,476,12,12,"abl_supp"
"ecoli",7,100,2243,476,12,12,"abl_length"
"ecoli",7,100,2243,476,12,12,"abl_mod"
"ecoli",7,100,2243,476,6,6,"abl_acc"
"ecoli",7,100,2243,476,1,1,"abl_min_cov"
"ecoli",7,100,2243,476,12,12,"abl_max_cov"
"ecoli",7,100,2243,476,12,12,"abl_overlap"
"ecoli",7,100,2243,1996,12,12,"abl_preselect"
"ecoli",8,100,2285,514,11,11,"no_abl"
"ecoli",8,100,2285,514,11,11,"abl_conf"
"ecoli",8,100,2285,514,11,11,"abl_supp"
"ecoli",8,100,2285,514,11,11,"abl_length"
"ecoli",8,100,2285,514,11,11,"abl_mod"
"ecoli",8,100,2285,514,5,4,"abl_acc"
"ecoli",8,100,2285,514,1,1,"abl_min_cov"
"ecoli",8,100,2285,514,11,11,"abl_max_cov"
"ecoli",8,100,2285,514,11,11,"abl_overlap"
"ecoli",8,100,2285,2091,11,11,"abl_preselect"
"ecoli",9,100,2511,507,14,14,"no_abl"
"ecoli",9,100,2511,507,14,13,"abl_conf"
"ecoli",9,100,2511,507,14,14,"abl_supp"
"ecoli",9,100,2511,507,14,13,"abl_length"
"ecoli",9,100,2511,507,14,13,"abl_mod"
"ecoli",9,100,2511,507,6,5,"abl_acc"
"ecoli",9,100,2511,507,1,1,"abl_min_cov"
"ecoli",9,100,2511,507,14,14,"abl_max_cov"
"ecoli",9,100,2511,507,14,14,"abl_overlap"
"ecoli",9,100,2511,2332,12,11,"abl_preselect"
"ecoli",10,100,2301,533,11,11,"no_abl"
"ecoli",10,100,2301,533,11,11,"abl_conf"
"ecoli",10,100,2301,533,11,11,"abl_supp"
"ecoli",10,100,2301,533,11,11,"abl_length"
"ecoli",10,100,2301,533,11,11,"abl_mod"
"ecoli",10,100,2301,533,5,5,"abl_acc"
"ecoli",10,100,2301,533,1,1,"abl_min_cov"
"ecoli",10,100,2301,533,11,11,"abl_max_cov"
"ecoli",10,100,2301,533,11,11,"abl_overlap"
"ecoli",10,100,2301,2048,11,10,"abl_preselect"
