"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"vote",1,100,1794,580,6,6,"no_abl"
"vote",1,100,1794,580,6,6,"abl_conf"
"vote",1,100,1794,580,6,6,"abl_supp"
"vote",1,100,1794,580,6,6,"abl_length"
"vote",1,100,1794,580,6,6,"abl_mod"
"vote",1,100,1794,580,5,5,"abl_acc"
"vote",1,100,1794,580,1,1,"abl_min_cov"
"vote",1,100,1794,580,6,6,"abl_max_cov"
"vote",1,100,1794,580,6,6,"abl_overlap"
"vote",1,100,1794,1669,6,6,"abl_preselect"
"vote",2,100,1806,563,5,5,"no_abl"
"vote",2,100,1806,563,5,5,"abl_conf"
"vote",2,100,1806,563,5,5,"abl_supp"
"vote",2,100,1806,563,5,5,"abl_length"
"vote",2,100,1806,563,5,5,"abl_mod"
"vote",2,100,1806,563,5,5,"abl_acc"
"vote",2,100,1806,563,1,1,"abl_min_cov"
"vote",2,100,1806,563,5,5,"abl_max_cov"
"vote",2,100,1806,563,5,4,"abl_overlap"
"vote",2,100,1806,1664,5,5,"abl_preselect"
"vote",3,100,1755,578,4,4,"no_abl"
"vote",3,100,1755,578,4,4,"abl_conf"
"vote",3,100,1755,578,4,4,"abl_supp"
"vote",3,100,1755,578,4,4,"abl_length"
"vote",3,100,1755,578,4,4,"abl_mod"
"vote",3,100,1755,578,4,4,"abl_acc"
"vote",3,100,1755,578,1,1,"abl_min_cov"
"vote",3,100,1755,578,4,4,"abl_max_cov"
"vote",3,100,1755,578,4,4,"abl_overlap"
"vote",3,100,1755,1634,4,4,"abl_preselect"
"vote",4,100,1759,530,5,5,"no_abl"
"vote",4,100,1759,530,5,5,"abl_conf"
"vote",4,100,1759,530,5,5,"abl_supp"
"vote",4,100,1759,530,5,5,"abl_length"
"vote",4,100,1759,530,5,5,"abl_mod"
"vote",4,100,1759,530,5,5,"abl_acc"
"vote",4,100,1759,530,1,1,"abl_min_cov"
"vote",4,100,1759,530,5,5,"abl_max_cov"
"vote",4,100,1759,530,5,5,"abl_overlap"
"vote",4,100,1759,1638,5,5,"abl_preselect"
"vote",5,100,1723,564,4,4,"no_abl"
"vote",5,100,1723,564,4,4,"abl_conf"
"vote",5,100,1723,564,4,4,"abl_supp"
"vote",5,100,1723,564,4,4,"abl_length"
"vote",5,100,1723,564,4,4,"abl_mod"
"vote",5,100,1723,564,3,3,"abl_acc"
"vote",5,100,1723,564,1,1,"abl_min_cov"
"vote",5,100,1723,564,4,4,"abl_max_cov"
"vote",5,100,1723,564,4,4,"abl_overlap"
"vote",5,100,1723,1580,4,4,"abl_preselect"
"vote",6,100,1782,568,4,4,"no_abl"
"vote",6,100,1782,568,4,4,"abl_conf"
"vote",6,100,1782,568,4,4,"abl_supp"
"vote",6,100,1782,568,4,4,"abl_length"
"vote",6,100,1782,568,4,4,"abl_mod"
"vote",6,100,1782,568,4,4,"abl_acc"
"vote",6,100,1782,568,1,1,"abl_min_cov"
"vote",6,100,1782,568,4,4,"abl_max_cov"
"vote",6,100,1782,568,4,4,"abl_overlap"
"vote",6,100,1782,1659,4,4,"abl_preselect"
"vote",7,100,1873,581,4,4,"no_abl"
"vote",7,100,1873,581,4,4,"abl_conf"
"vote",7,100,1873,581,4,4,"abl_supp"
"vote",7,100,1873,581,4,4,"abl_length"
"vote",7,100,1873,581,4,4,"abl_mod"
"vote",7,100,1873,581,4,4,"abl_acc"
"vote",7,100,1873,581,1,1,"abl_min_cov"
"vote",7,100,1873,581,4,4,"abl_max_cov"
"vote",7,100,1873,581,4,4,"abl_overlap"
"vote",7,100,1873,1752,4,4,"abl_preselect"
"vote",8,100,1873,573,4,4,"no_abl"
"vote",8,100,1873,573,4,4,"abl_conf"
"vote",8,100,1873,573,4,4,"abl_supp"
"vote",8,100,1873,573,4,4,"abl_length"
"vote",8,100,1873,573,4,4,"abl_mod"
"vote",8,100,1873,573,4,4,"abl_acc"
"vote",8,100,1873,573,1,1,"abl_min_cov"
"vote",8,100,1873,573,4,4,"abl_max_cov"
"vote",8,100,1873,573,4,4,"abl_overlap"
"vote",8,100,1873,1763,4,4,"abl_preselect"
"vote",9,100,1626,585,5,5,"no_abl"
"vote",9,100,1626,585,5,5,"abl_conf"
"vote",9,100,1626,585,5,4,"abl_supp"
"vote",9,100,1626,585,5,5,"abl_length"
"vote",9,100,1626,585,5,5,"abl_mod"
"vote",9,100,1626,585,5,5,"abl_acc"
"vote",9,100,1626,585,1,1,"abl_min_cov"
"vote",9,100,1626,585,5,5,"abl_max_cov"
"vote",9,100,1626,585,5,5,"abl_overlap"
"vote",9,100,1626,1498,5,5,"abl_preselect"
"vote",10,100,1623,519,5,5,"no_abl"
"vote",10,100,1623,519,5,5,"abl_conf"
"vote",10,100,1623,519,5,5,"abl_supp"
"vote",10,100,1623,519,5,5,"abl_length"
"vote",10,100,1623,519,5,5,"abl_mod"
"vote",10,100,1623,519,4,3,"abl_acc"
"vote",10,100,1623,519,1,1,"abl_min_cov"
"vote",10,100,1623,519,5,5,"abl_max_cov"
"vote",10,100,1623,519,5,5,"abl_overlap"
"vote",10,100,1623,1473,4,4,"abl_preselect"
