"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.3668,"Optimal",1.068,21.6405,520,12,"no_abl"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.476,"Optimal",1.494,21.7011,520,12,"abl_conf"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.3188,"Optimal",1.197,21.1014,520,12,"abl_supp"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.3668,"Optimal",1.208,21.1888,520,12,"abl_length"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.3668,"Optimal",1.651,21.4347,520,12,"abl_mod"
"ecoli",1,0.999,0.025,0.9786,0.1154,0.262,0.3712,"Optimal",0.137,20.2119,520,6,"abl_acc"
"ecoli",1,0.01,0.999,0.3932,0.1154,0.0326,0,"Optimal",0.083,20.1702,520,1,"abl_min_cov"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.3668,"Optimal",2.488,22.401,520,12,"abl_max_cov"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.3668,"Optimal",1.233,21.5317,520,12,"abl_overlap"
"ecoli",1,0.01,0.025,0.9786,0.1154,0.1223,0.2751,"Optimal",4.961,87.6746,2155,11,"abl_preselect"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.2969,"Optimal",0.862,20.925,518,11,"no_abl"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.3537,"Optimal",0.945,21.0593,518,11,"abl_conf"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.2838,"Optimal",0.594,20.9139,518,11,"abl_supp"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.2969,"Optimal",0.824,20.6254,518,11,"abl_length"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.2969,"Optimal",0.908,20.9047,518,11,"abl_mod"
"ecoli",2,0.999,0.025,0.9786,0.1068,0.2926,0,"Optimal",0.101,20.2364,518,4,"abl_acc"
"ecoli",2,0.01,0.999,0.406,0.1068,0.0632,0,"Optimal",0.189,20.2686,518,1,"abl_min_cov"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.2969,"Optimal",2.339,22.5371,518,11,"abl_max_cov"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.2969,"Optimal",1.197,21.0294,518,11,"abl_overlap"
"ecoli",2,0.01,0.025,0.9786,0.1068,0.1135,0.4236,"Optimal",2.084,85.6753,2159,11,"abl_preselect"
"ecoli",3,0.01,0.025,0.9786,0.094,0.1004,0.2358,"Optimal",1.52,21.9711,529,12,"no_abl"
"ecoli",3,0.01,0.025,0.9786,0.094,0.1004,0.4803,"Optimal",1.885,22.3198,529,12,"abl_conf"
"ecoli",3,0.01,0.025,0.9786,0.094,0.1004,0.1878,"Optimal",1.049,21.3336,529,12,"abl_supp"
"ecoli",3,0.01,0.025,0.9786,0.094,0.1004,0.2358,"Optimal",1.211,21.482,529,12,"abl_length"
"ecoli",3,0.01,0.025,0.9786,0.094,0.1004,0.2358,"Optimal",1.174,21.8294,529,12,"abl_mod"
"ecoli",3,0.999,0.025,0.9786,0.094,0.214,0.3537,"Optimal",0.095,20.3311,529,5,"abl_acc"
"ecoli",3,0.01,0.999,0.406,0.094,0.0211,0,"Optimal",0.124,20.6698,529,1,"abl_min_cov"
"ecoli",3,0.01,0.025,0.9786,0.094,0.1004,0.2358,"Optimal",1.039,21.4099,529,12,"abl_max_cov"
"ecoli",3,0.01,0.025,0.9786,0.094,0.1004,0.2358,"Optimal",1.726,22.5581,529,12,"abl_overlap"
