"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.3689,"Optimal",0.243,2.5351,122,5,"no_abl"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.4369,"Optimal",0.183,2.3419,122,5,"abl_conf"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.2039,"Optimal",0.167,2.3157,122,5,"abl_supp"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.3689,"Optimal",0.158,2.3384,122,5,"abl_length"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.3689,"Optimal",0.141,2.3073,122,5,"abl_mod"
"Iris",1,0.999,0.025,1,0,0.0381,0,"Optimal",0.022,2.2286,122,3,"abl_acc"
"Iris",1,0.01,0.999,0.3333,0,0,0,"Optimal",0.033,2.1655,122,1,"abl_min_cov"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.3689,"Optimal",0.155,2.3266,122,5,"abl_max_cov"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.3689,"Optimal",0.135,2.3033,122,5,"abl_overlap"
"Iris",1,0.01,0.025,0.981,0,0.0097,0.3689,"Optimal",0.256,6.9417,382,5,"abl_preselect"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.017,1.9027,106,3,"no_abl"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.039,1.9502,106,3,"abl_conf"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.02,1.9239,106,3,"abl_supp"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.017,1.9059,106,3,"abl_length"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.017,1.928,106,3,"abl_mod"
"Iris",2,0.999,0.025,0.9905,0,0.0096,0,"Optimal",0.016,1.9886,106,3,"abl_acc"
"Iris",2,0.01,0.999,0.3333,0,0,0,"Optimal",0.025,1.902,106,1,"abl_min_cov"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.018,1.9623,106,3,"abl_max_cov"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.017,1.931,106,3,"abl_overlap"
"Iris",2,0.01,0.025,0.9905,0,0.0096,0,"Optimal",0.092,5.2988,296,3,"abl_preselect"
"Iris",3,0.01,0.025,1,0.019,0.0286,0.1905,"Optimal",0.044,2.4843,136,4,"no_abl"
"Iris",3,0.01,0.025,1,0.019,0.0286,0.1905,"Optimal",0.07,2.4854,136,4,"abl_conf"
"Iris",3,0.01,0.025,1,0.019,0.0286,0.1905,"Optimal",0.034,2.4674,136,4,"abl_supp"
"Iris",3,0.01,0.025,0.9905,0.019,0.0288,0.2596,"Optimal",0.06,2.4734,136,4,"abl_length"
"Iris",3,0.01,0.025,1,0.019,0.0286,0.1905,"Optimal",0.046,2.483,136,4,"abl_mod"
"Iris",3,0.999,0.025,0.981,0.019,0.0291,0,"Optimal",0.016,2.4668,136,3,"abl_acc"
"Iris",3,0.01,0.999,0.3333,0.019,0,0,"Optimal",0.027,2.4403,136,1,"abl_min_cov"
"Iris",3,0.01,0.025,1,0.019,0.0286,0.1905,"Optimal",0.05,2.5122,136,4,"abl_max_cov"
"Iris",3,0.01,0.025,1,0.019,0.0286,0.1905,"Optimal",0.038,2.4556,136,4,"abl_overlap"
"Iris",3,0.01,0.025,1,0.019,0.0286,0.1905,"Optimal",0.14,8.0601,451,4,"abl_preselect"
"Iris",4,0.01,0.025,0.9905,0.019,0.0288,0.3558,"Optimal",0.399,2.906,140,5,"no_abl"
