"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"ecoli",1,1.9804,8.1451,20.1236,1.068,21.6405,"no_abl"
"ecoli",1,1.9804,8.1451,20.1236,1.494,21.7011,"abl_conf"
"ecoli",1,1.9804,8.1451,20.1236,1.197,21.1014,"abl_supp"
"ecoli",1,1.9804,8.1451,20.1236,1.208,21.1888,"abl_length"
"ecoli",1,1.9804,8.1451,20.1236,1.651,21.4347,"abl_mod"
"ecoli",1,1.9804,8.1451,20.1236,0.137,20.2119,"abl_acc"
"ecoli",1,1.9804,8.1451,20.1236,0.083,20.1702,"abl_min_cov"
"ecoli",1,1.9804,8.1451,20.1236,2.488,22.401,"abl_max_cov"
"ecoli",1,1.9804,8.1451,20.1236,1.233,21.5317,"abl_overlap"
"ecoli",1,1.9804,2.9253,89.3442,4.961,87.6746,"abl_preselect"
"ecoli",2,1.8954,8.0052,19.6905,0.862,20.925,"no_abl"
"ecoli",2,1.8954,8.0052,19.6905,0.945,21.0593,"abl_conf"
"ecoli",2,1.8954,8.0052,19.6905,0.594,20.9139,"abl_supp"
"ecoli",2,1.8954,8.0052,19.6905,0.824,20.6254,"abl_length"
"ecoli",2,1.8954,8.0052,19.6905,0.908,20.9047,"abl_mod"
"ecoli",2,1.8954,8.0052,19.6905,0.101,20.2364,"abl_acc"
"ecoli",2,1.8954,8.0052,19.6905,0.189,20.2686,"abl_min_cov"
"ecoli",2,1.8954,8.0052,19.6905,2.339,22.5371,"abl_max_cov"
"ecoli",2,1.8954,8.0052,19.6905,1.197,21.0294,"abl_overlap"
"ecoli",2,1.8954,2.7931,90.7946,2.084,85.6753,"abl_preselect"
"ecoli",3,1.8737,8.3456,20.0357,1.52,21.9711,"no_abl"
"ecoli",3,1.8737,8.3456,20.0357,1.885,22.3198,"abl_conf"
"ecoli",3,1.8737,8.3456,20.0357,1.049,21.3336,"abl_supp"
"ecoli",3,1.8737,8.3456,20.0357,1.211,21.482,"abl_length"
"ecoli",3,1.8737,8.3456,20.0357,1.174,21.8294,"abl_mod"
"ecoli",3,1.8737,8.3456,20.0357,0.095,20.3311,"abl_acc"
"ecoli",3,1.8737,8.3456,20.0357,0.124,20.6698,"abl_min_cov"
"ecoli",3,1.8737,8.3456,20.0357,1.039,21.4099,"abl_max_cov"
"ecoli",3,1.8737,8.3456,20.0357,1.726,22.5581,"abl_overlap"
"ecoli",3,1.8737,2.7824,90.095,3.993,86.9628,"abl_preselect"
"ecoli",4,1.8897,8.1965,19.6008,3.124,23.1069,"no_abl"
"ecoli",4,1.8897,8.1965,19.6008,4.681,24.9796,"abl_conf"
"ecoli",4,1.8897,8.1965,19.6008,2.585,22.4747,"abl_supp"
"ecoli",4,1.8897,8.1965,19.6008,3.272,23.2179,"abl_length"
"ecoli",4,1.8897,8.1965,19.6008,3.887,23.8892,"abl_mod"
"ecoli",4,1.8897,8.1965,19.6008,0.109,20.0759,"abl_acc"
"ecoli",4,1.8897,8.1965,19.6008,0.103,20.3637,"abl_min_cov"
"ecoli",4,1.8897,8.1965,19.6008,4.47,24.462,"abl_max_cov"
"ecoli",4,1.8897,8.1965,19.6008,3.999,24.2182,"abl_overlap"
"ecoli",4,1.8897,2.7949,90.0849,4.735,87.3577,"abl_preselect"
"ecoli",5,1.9739,8.1299,19.2382,0.942,20.3914,"no_abl"
"ecoli",5,1.9739,8.1299,19.2382,1.26,20.9838,"abl_conf"
"ecoli",5,1.9739,8.1299,19.2382,0.739,20.431,"abl_supp"
"ecoli",5,1.9739,8.1299,19.2382,0.91,20.4409,"abl_length"
"ecoli",5,1.9739,8.1299,19.2382,0.887,20.8125,"abl_mod"
"ecoli",5,1.9739,8.1299,19.2382,0.743,20.2731,"abl_acc"
"ecoli",5,1.9739,8.1299,19.2382,0.093,19.8839,"abl_min_cov"
"ecoli",5,1.9739,8.1299,19.2382,1.148,20.7663,"abl_max_cov"
"ecoli",5,1.9739,8.1299,19.2382,1.128,21.2904,"abl_overlap"
"ecoli",5,1.9739,2.8256,95.899,2.065,86.2763,"abl_preselect"
"ecoli",6,1.8927,8.1011,16.872,1.107,18.4551,"no_abl"
"ecoli",6,1.8927,8.1011,16.872,0.771,17.9798,"abl_conf"
"ecoli",6,1.8927,8.1011,16.872,0.774,17.8571,"abl_supp"
"ecoli",6,1.8927,8.1011,16.872,1.017,18.3051,"abl_length"
"ecoli",6,1.8927,8.1011,16.872,0.862,18.1135,"abl_mod"
"ecoli",6,1.8927,8.1011,16.872,0.141,17.3088,"abl_acc"
"ecoli",6,1.8927,8.1011,16.872,0.114,17.2848,"abl_min_cov"
"ecoli",6,1.8927,8.1011,16.872,0.736,17.7575,"abl_max_cov"
"ecoli",6,1.8927,8.1011,16.872,0.931,18.2892,"abl_overlap"
"ecoli",6,1.8927,2.7641,90.5157,2.359,85.1568,"abl_preselect"
"ecoli",7,1.7384,7.4038,18.2668,1.397,19.9347,"no_abl"
"ecoli",7,1.7384,7.4038,18.2668,1.234,19.5571,"abl_conf"
"ecoli",7,1.7384,7.4038,18.2668,1.112,19.6758,"abl_supp"
"ecoli",7,1.7384,7.4038,18.2668,2.749,21.3564,"abl_length"
"ecoli",7,1.7384,7.4038,18.2668,2.035,20.3254,"abl_mod"
"ecoli",7,1.7384,7.4038,18.2668,0.136,18.6362,"abl_acc"
"ecoli",7,1.7384,7.4038,18.2668,0.1,18.5447,"abl_min_cov"
"ecoli",7,1.7384,7.4038,18.2668,1.97,20.6649,"abl_max_cov"
"ecoli",7,1.7384,7.4038,18.2668,1.571,20.0761,"abl_overlap"
"ecoli",7,1.7384,2.4076,78.7568,9.173,85.8452,"abl_preselect"
"ecoli",8,1.8328,7.8953,19.7964,0.865,20.9878,"no_abl"
"ecoli",8,1.8328,7.8953,19.7964,1.138,20.8434,"abl_conf"
"ecoli",8,1.8328,7.8953,19.7964,0.683,20.8579,"abl_supp"
"ecoli",8,1.8328,7.8953,19.7964,0.737,20.3741,"abl_length"
"ecoli",8,1.8328,7.8953,19.7964,0.942,20.9129,"abl_mod"
"ecoli",8,1.8328,7.8953,19.7964,0.124,20.1064,"abl_acc"
"ecoli",8,1.8328,7.8953,19.7964,0.101,20.0124,"abl_min_cov"
"ecoli",8,1.8328,7.8953,19.7964,1.323,21.1901,"abl_max_cov"
"ecoli",8,1.8328,7.8953,19.7964,0.974,20.9141,"abl_overlap"
"ecoli",8,1.8328,2.7139,88.3986,1.839,82.2174,"abl_preselect"
"ecoli",9,2.0174,8.4904,19.5989,1.19,20.7577,"no_abl"
"ecoli",9,2.0174,8.4904,19.5989,5.901,25.3403,"abl_conf"
"ecoli",9,2.0174,8.4904,19.5989,1.241,20.7535,"abl_supp"
"ecoli",9,2.0174,8.4904,19.5989,1.145,20.7057,"abl_length"
"ecoli",9,2.0174,8.4904,19.5989,1.431,21.3082,"abl_mod"
"ecoli",9,2.0174,8.4904,19.5989,0.235,19.8506,"abl_acc"
"ecoli",9,2.0174,8.4904,19.5989,0.087,19.8529,"abl_min_cov"
"ecoli",9,2.0174,8.4904,19.5989,1.49,20.9011,"abl_max_cov"
"ecoli",9,2.0174,8.4904,19.5989,1.311,20.9121,"abl_overlap"
"ecoli",9,2.0174,3.1206,104.0934,3.786,93.4725,"abl_preselect"
"ecoli",10,1.8547,7.6553,20.4234,0.978,21.4154,"no_abl"
"ecoli",10,1.8547,7.6553,20.4234,0.978,21.688,"abl_conf"
"ecoli",10,1.8547,7.6553,20.4234,0.887,21.5474,"abl_supp"
"ecoli",10,1.8547,7.6553,20.4234,0.795,21.2931,"abl_length"
"ecoli",10,1.8547,7.6553,20.4234,0.755,21.3744,"abl_mod"
"ecoli",10,1.8547,7.6553,20.4234,0.354,20.8754,"abl_acc"
"ecoli",10,1.8547,7.6553,20.4234,0.102,20.9929,"abl_min_cov"
"ecoli",10,1.8547,7.6553,20.4234,1.284,22.0018,"abl_max_cov"
"ecoli",10,1.8547,7.6553,20.4234,1.055,21.7368,"abl_overlap"
"ecoli",10,1.8547,2.8507,85.7175,4.674,84.0405,"abl_preselect"
