"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"Appendicitis",1,"OptimalRules",3.57,1,3,4,4.5,5,"no_abl"
"Appendicitis",1,"OPTSTEL",3.67,1,3.25,4,4.75,5,"no_abl"
"Appendicitis",1,"OptimalRules",3.57,2,3,3,4,6,"abl_conf"
"Appendicitis",1,"OPTSTEL",3.67,2,3,3.5,4,6,"abl_conf"
"Appendicitis",1,"OptimalRules",3.57,1,3,4,4.5,5,"abl_supp"
"Appendicitis",1,"OPTSTEL",3.67,1,3.25,4,4.75,5,"abl_supp"
"Appendicitis",1,"OptimalRules",3.57,1,3,4,4.5,5,"abl_length"
"Appendicitis",1,"OPTSTEL",3.67,1,3.25,4,4.75,5,"abl_length"
"Appendicitis",1,"OptimalRules",3.57,1,3,4,4.5,5,"abl_mod"
"Appendicitis",1,"OPTSTEL",3.67,1,3.25,4,4.75,5,"abl_mod"
"Appendicitis",1,"OptimalRules",1.33,1,1,1,1.5,2,"abl_acc"
"Appendicitis",1,"OPTSTEL",1.5,1,1.25,1.5,1.75,2,"abl_acc"
"Appendicitis",1,"OptimalRules",1,1,1,1,1,1,"abl_min_cov"
"Appendicitis",1,"OPTSTEL",1,1,1,1,1,1,"abl_min_cov"
"Appendicitis",1,"OptimalRules",3.57,1,3,4,4.5,5,"abl_max_cov"
"Appendicitis",1,"OPTSTEL",3.67,1,3.25,4,4.75,5,"abl_max_cov"
"Appendicitis",1,"OptimalRules",3.57,1,3,4,4.5,5,"abl_overlap"
"Appendicitis",1,"OPTSTEL",3.67,1,3.25,4,4.75,5,"abl_overlap"
"Appendicitis",1,"OptimalRules",3.57,1,3,4,4.5,5,"abl_preselect"
"Appendicitis",1,"OPTSTEL",3.67,1,3.25,4,4.75,5,"abl_preselect"
"Appendicitis",2,"OptimalRules",2.6,2,2,3,3,3,"no_abl"
"Appendicitis",2,"OPTSTEL",2.6,2,2,3,3,3,"no_abl"
"Appendicitis",2,"OptimalRules",2.4,2,2,2,3,3,"abl_conf"
"Appendicitis",2,"OPTSTEL",2.4,2,2,2,3,3,"abl_conf"
"Appendicitis",2,"OptimalRules",2.6,2,2,3,3,3,"abl_supp"
"Appendicitis",2,"OPTSTEL",2.6,2,2,3,3,3,"abl_supp"
"Appendicitis",2,"OptimalRules",2.6,2,2,3,3,3,"abl_length"
"Appendicitis",2,"OPTSTEL",2.6,2,2,3,3,3,"abl_length"
"Appendicitis",2,"OptimalRules",2.6,2,2,3,3,3,"abl_mod"
"Appendicitis",2,"OPTSTEL",2.6,2,2,3,3,3,"abl_mod"
"Appendicitis",2,"OptimalRules",1.67,1,1.5,2,2,2,"abl_acc"
"Appendicitis",2,"OPTSTEL",1.5,1,1.25,1.5,1.75,2,"abl_acc"
"Appendicitis",2,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"Appendicitis",2,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"Appendicitis",2,"OptimalRules",2.6,2,2,3,3,3,"abl_max_cov"
