"data","iter","id","confidence","support","class_suppport","var_length","levels_length","var_nbr_scaled","levels_nbr_scaled","cond","Ypred","var_used","abl_model"
"derma",1,71,1,0.0549019607843137,1,4,8,0.666666666666667,0.5,"X[,7] %in% c('1','2','3') & X[,22] %in% c('0') & X[,27] %in% c('0') & X[,31] %in% c('1','2','3')","'6'","V7,V22,V27,V31","no_abl"
"derma",1,88,1,0.101960784313725,0.604651162790698,6,9,1,0.5625,"X[,4] %in% c('2','3') & X[,5] %in% c('0') & X[,15] %in% c('0') & X[,20] %in% c('0') & X[,31] %in% c('0','1') & X[,33] %in% c('0','1')","'2'","V4,V5,V15,V20,V31,V33","no_abl"
"derma",1,127,1,0.196078431372549,1,2,3,0.333333333333333,0.1875,"X[,10] %in% c('0') & X[,33] %in% c('2','3')","'3'","V10,V33","no_abl"
"derma",1,132,1,0.298039215686275,0.974358974358974,2,4,0.333333333333333,0.25,"X[,22] %in% c('1','2','3') & X[,28] %in% c('0')","'1'","V22,V28","no_abl"
"derma",1,205,1,0.141176470588235,1,2,4,0.333333333333333,0.25,"X[,6] %in% c('0') & X[,15] %in% c('1','2','3')","'5'","V6,V15","no_abl"
"derma",1,239,0.978723404255319,0.184313725490196,0.602564102564103,3,6,0.5,0.375,"X[,8] %in% c('0') & X[,14] %in% c('1','2','3') & X[,21] %in% c('2','3')","'1'","V8,V14,V21","no_abl"
"derma",1,256,1,0.105882352941176,0.794117647058823,3,4,0.5,0.25,"X[,5] %in% c('1','2') & X[,8] %in% c('0') & X[,22] %in% c('0')","'4'","V5,V8,V22","no_abl"
"derma",1,271,1,0.0431372549019608,0.255813953488372,6,8,1,0.5,"X[,4] %in% c('1') & X[,5] %in% c('0') & X[,7] %in% c('0','1') & X[,26] %in% c('0') & X[,28] %in% c('2','3') & X[,29] %in% c('0')","'2'","V4,V5,V7,V26,V28,V29","no_abl"
"derma",1,308,1,0.0549019607843137,0.411764705882353,4,5,0.666666666666667,0.3125,"X[,9] %in% c('0') & X[,19] %in% c('0','1') & X[,25] %in% c('0') & X[,26] %in% c('1')","'4'","V9,V19,V25,V26","no_abl"
"derma",1,88,1,0.101960784313725,0.604651162790698,6,9,1,0.5625,"X[,4] %in% c('2','3') & X[,5] %in% c('0') & X[,15] %in% c('0') & X[,20] %in% c('0') & X[,31] %in% c('0','1') & X[,33] %in% c('0','1')","'2'","V4,V5,V15,V20,V31,V33","abl_conf"
"derma",1,127,1,0.196078431372549,1,2,3,0.333333333333333,0.1875,"X[,10] %in% c('0') & X[,33] %in% c('2','3')","'3'","V10,V33","abl_conf"
"derma",1,132,1,0.298039215686275,0.974358974358974,2,4,0.333333333333333,0.25,"X[,22] %in% c('1','2','3') & X[,28] %in% c('0')","'1'","V22,V28","abl_conf"
"derma",1,205,1,0.141176470588235,1,2,4,0.333333333333333,0.25,"X[,6] %in% c('0') & X[,15] %in% c('1','2','3')","'5'","V6,V15","abl_conf"
"derma",1,239,0.978723404255319,0.184313725490196,0.602564102564103,3,6,0.5,0.375,"X[,8] %in% c('0') & X[,14] %in% c('1','2','3') & X[,21] %in% c('2','3')","'1'","V8,V14,V21","abl_conf"
"derma",1,256,1,0.105882352941176,0.794117647058823,3,4,0.5,0.25,"X[,5] %in% c('1','2') & X[,8] %in% c('0') & X[,22] %in% c('0')","'4'","V5,V8,V22","abl_conf"
"derma",1,271,1,0.0431372549019608,0.255813953488372,6,8,1,0.5,"X[,4] %in% c('1') & X[,5] %in% c('0') & X[,7] %in% c('0','1') & X[,26] %in% c('0') & X[,28] %in% c('2','3') & X[,29] %in% c('0')","'2'","V4,V5,V7,V26,V28,V29","abl_conf"
"derma",1,308,1,0.0549019607843137,0.411764705882353,4,5,0.666666666666667,0.3125,"X[,9] %in% c('0') & X[,19] %in% c('0','1') & X[,25] %in% c('0') & X[,26] %in% c('1')","'4'","V9,V19,V25,V26","abl_conf"
"derma",1,316,0.933333333333333,0.0588235294117647,1.07142857142857,2,4,0.333333333333333,0.25,"X[,6] %in% c('0') & X[,30] %in% c('1','2','3')","'6'","V6,V30","abl_conf"
