"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect","abl_model"
"auto",1,"train","all","OptimalRules",0.979020979020979,0.974780701754386,0.980956824685828,0.977692888134314,0.979020979020979,0.974780701754386,0.980956824685828,0.977692888134314,NA,NA,NA,NA,"no_abl"
"auto",1,"train","covered","OptimalRules",0.992857142857143,0.995614035087719,0.988095238095238,0.991604938271605,0.992857142857143,0.995614035087719,0.988095238095238,0.991604938271605,NA,NA,NA,NA,"no_abl"
"auto",1,"train","notcovered","OptimalRules",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,NA,NA,NA,"no_abl"
"auto",1,"test","all","OptimalRules",0.838709677419355,0.701388888888889,0.832306255835668,0.831047257612722,0.882352941176471,0.88116458704694,0.883748114630468,0.874901960784314,0.636363636363636,0.458333333333333,0.5,0.869047619047619,"no_abl"
"auto",1,"test","covered","OptimalRules",0.909090909090909,0.784722222222222,0.870714285714286,0.896080139372822,0.955555555555556,0.970053475935829,0.938235294117647,0.950140056022409,0.7,0.55,0.55,0.904761904761905,"no_abl"
"auto",1,"test","notcovered","OptimalRules",0.285714285714286,0.285714285714286,0.25,0.444444444444444,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0,0,NA,"no_abl"
"auto",1,"train","all","OPTSTEL",0.979020979020979,0.988811313999284,0.973391812865497,0.980237050960735,0.979020979020979,0.988811313999284,0.973391812865497,0.980237050960735,NA,NA,NA,NA,"no_abl"
"auto",1,"train","covered","OPTSTEL",0.992805755395683,0.995614035087719,0.988095238095238,0.991604938271605,0.992805755395683,0.995614035087719,0.988095238095238,0.991604938271605,NA,NA,NA,NA,"no_abl"
"auto",1,"train","notcovered","OPTSTEL",0.5,0.5,0.333333333333333,0.666666666666667,0.5,0.5,0.333333333333333,0.666666666666667,NA,NA,NA,NA,"no_abl"
"auto",1,"test","all","OPTSTEL",0.82258064516129,0.73886684303351,0.78468720821662,0.807349778621126,0.843137254901961,0.920948616600791,0.817081447963801,0.846666666666667,0.727272727272727,0.5,0.55,0.841269841269841,"no_abl"
