"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.0959,"Optimal",0.724,4.613,318,7,"no_abl"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.3562,"Optimal",0.652,4.5896,318,7,"abl_conf"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.0274,"Optimal",0.849,4.8071,318,7,"abl_supp"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.0959,"Optimal",1.144,5.0857,318,7,"abl_length"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.0959,"Optimal",1.013,4.9446,318,7,"abl_mod"
"Appendicitis",1,0.999,0.025,1,0.0405405405405406,0.1351,0.0946,"Optimal",0.088,4.0348,318,3,"abl_acc"
"Appendicitis",1,0.01,0.999,0.5811,0.0405405405405406,0.0233,0,"Optimal",0.074,3.9834,318,1,"abl_min_cov"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.0959,"Optimal",0.976,4.8937,318,7,"abl_max_cov"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.0959,"Optimal",0.848,4.7592,318,7,"abl_overlap"
"Appendicitis",1,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.0959,"Optimal",1.779,14.4019,1039,7,"abl_preselect"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.4521,"Optimal",0.656,4.842,340,5,"no_abl"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.4521,"Optimal",0.714,4.9358,340,5,"abl_conf"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.4384,"Optimal",0.692,4.9111,340,5,"abl_supp"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.4521,"Optimal",0.759,4.97,340,5,"abl_length"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.4521,"Optimal",0.944,5.1468,340,5,"abl_mod"
"Appendicitis",2,0.999,0.025,1,0.0405405405405406,0.0946,0.0946,"Optimal",0.115,4.2785,340,3,"abl_acc"
"Appendicitis",2,0.01,0.999,0.5946,0.0405405405405406,0.0227,0,"Optimal",0.083,4.2332,340,1,"abl_min_cov"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.4521,"Optimal",0.988,5.1598,340,5,"abl_max_cov"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.6301,"Optimal",0.836,5.0391,340,5,"abl_overlap"
"Appendicitis",2,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.4521,"Optimal",1.496,12.6856,926,5,"abl_preselect"
"Appendicitis",3,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.411,"Optimal",0.553,4.4156,312,5,"no_abl"
"Appendicitis",3,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.411,"Optimal",0.775,4.5617,312,5,"abl_conf"
"Appendicitis",3,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.411,"Optimal",0.387,4.2111,312,5,"abl_supp"
"Appendicitis",3,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.411,"Optimal",0.586,4.4225,312,5,"abl_length"
"Appendicitis",3,0.01,0.025,0.9865,0.0405405405405406,0.0411,0.411,"Optimal",0.772,4.5758,312,5,"abl_mod"
"Appendicitis",3,0.999,0.025,0.9865,0.0405405405405406,0.1096,0.4658,"Optimal",0.078,3.9583,312,3,"abl_acc"
