"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"vote",1,0.9575,5.3442,10.7785,1.056,30.395,"no_abl"
"vote",1,0.9575,5.3442,10.7785,1.013,30.3786,"abl_conf"
"vote",1,0.9575,5.3442,10.7785,1.746,31.256,"abl_supp"
"vote",1,0.9575,5.3442,10.7785,1.18,30.6153,"abl_length"
"vote",1,0.9575,5.3442,10.7785,1.045,30.4784,"abl_mod"
"vote",1,0.9575,5.3442,10.7785,0.385,29.9656,"abl_acc"
"vote",1,0.9575,5.3442,10.7785,0.364,29.9739,"abl_min_cov"
"vote",1,0.9575,5.3442,10.7785,1.193,30.7134,"abl_max_cov"
"vote",1,0.9575,5.3442,10.7785,0.91,30.4428,"abl_overlap"
"vote",1,0.9575,2.8802,36.5773,2.36,86.3764,"abl_preselect"
"vote",2,0.9702,5.3939,10.4494,0.467,29.126,"no_abl"
"vote",2,0.9702,5.3939,10.4494,0.456,29.0723,"abl_conf"
"vote",2,0.9702,5.3939,10.4494,0.489,29.2824,"abl_supp"
"vote",2,0.9702,5.3939,10.4494,0.472,29.0914,"abl_length"
"vote",2,0.9702,5.3939,10.4494,0.422,28.8401,"abl_mod"
"vote",2,0.9702,5.3939,10.4494,0.398,29.0044,"abl_acc"
"vote",2,0.9702,5.3939,10.4494,0.387,28.9851,"abl_min_cov"
"vote",2,0.9702,5.3939,10.4494,0.691,29.4135,"abl_max_cov"
"vote",2,0.9702,5.3939,10.4494,0.419,29.1473,"abl_overlap"
"vote",2,0.9702,2.7941,32.2038,0.747,84.4582,"abl_preselect"
"vote",3,0.9312,5.3409,10.9566,0.36,29.7002,"no_abl"
"vote",3,0.9312,5.3409,10.9566,0.366,29.9066,"abl_conf"
"vote",3,0.9312,5.3409,10.9566,0.358,29.9631,"abl_supp"
"vote",3,0.9312,5.3409,10.9566,0.366,29.7175,"abl_length"
"vote",3,0.9312,5.3409,10.9566,0.376,29.8451,"abl_mod"
"vote",3,0.9312,5.3409,10.9566,0.307,29.6244,"abl_acc"
"vote",3,0.9312,5.3409,10.9566,0.404,29.8895,"abl_min_cov"
"vote",3,0.9312,5.3409,10.9566,0.385,29.6224,"abl_max_cov"
"vote",3,0.9312,5.3409,10.9566,0.365,29.7606,"abl_overlap"
"vote",3,0.9312,2.7769,31.8387,0.651,83.2416,"abl_preselect"
"vote",4,0.9305,5.474,11.1977,0.596,27.6443,"no_abl"
"vote",4,0.9305,5.474,11.1977,0.448,27.5253,"abl_conf"
