"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max","abl_model"
"ecoli",1,"OptimalRules",3.5,2,2.75,3,4.25,6,"no_abl"
"ecoli",1,"OPTSTEL",3.55,2,2.5,3,4.5,6,"no_abl"
"ecoli",1,"OptimalRules",3.33,2,2,3.5,4,5,"abl_conf"
"ecoli",1,"OPTSTEL",3.27,2,2,3,4,5,"abl_conf"
"ecoli",1,"OptimalRules",3.5,2,3,4,4,5,"abl_supp"
"ecoli",1,"OPTSTEL",3.5,2,3,4,4,5,"abl_supp"
"ecoli",1,"OptimalRules",3.5,2,2.75,3,4.25,6,"abl_length"
"ecoli",1,"OPTSTEL",3.55,2,2.5,3,4.5,6,"abl_length"
"ecoli",1,"OptimalRules",3.5,2,2.75,3,4.25,6,"abl_mod"
"ecoli",1,"OPTSTEL",3.55,2,2.5,3,4.5,6,"abl_mod"
"ecoli",1,"OptimalRules",2.83,2,2,2.5,3.75,4,"abl_acc"
"ecoli",1,"OPTSTEL",2.83,2,2,2.5,3.75,4,"abl_acc"
"ecoli",1,"OptimalRules",5,5,5,5,5,5,"abl_min_cov"
"ecoli",1,"OPTSTEL",5,5,5,5,5,5,"abl_min_cov"
"ecoli",1,"OptimalRules",3.5,2,2.75,3,4.25,6,"abl_max_cov"
"ecoli",1,"OPTSTEL",3.55,2,2.5,3,4.5,6,"abl_max_cov"
"ecoli",1,"OptimalRules",3.5,2,2.75,3,4.25,6,"abl_overlap"
"ecoli",1,"OPTSTEL",3.55,2,2.5,3,4.5,6,"abl_overlap"
"ecoli",1,"OptimalRules",3.73,2,3,4,4.5,5,"abl_preselect"
"ecoli",1,"OPTSTEL",3.73,2,3,4,4.5,5,"abl_preselect"
"ecoli",2,"OptimalRules",3.18,2,2,4,4,4,"no_abl"
"ecoli",2,"OPTSTEL",3.18,2,2,4,4,4,"no_abl"
"ecoli",2,"OptimalRules",3.09,2,2,3,4,4,"abl_conf"
"ecoli",2,"OPTSTEL",3.09,2,2,3,4,4,"abl_conf"
"ecoli",2,"OptimalRules",3.18,2,2,4,4,4,"abl_supp"
"ecoli",2,"OPTSTEL",3.18,2,2,4,4,4,"abl_supp"
"ecoli",2,"OptimalRules",3.18,2,2,4,4,4,"abl_length"
"ecoli",2,"OPTSTEL",3.18,2,2,4,4,4,"abl_length"
"ecoli",2,"OptimalRules",3.18,2,2,4,4,4,"abl_mod"
"ecoli",2,"OPTSTEL",3.18,2,2,4,4,4,"abl_mod"
"ecoli",2,"OptimalRules",2.5,2,2,2.5,3,3,"abl_acc"
"ecoli",2,"OPTSTEL",2.5,2,2,2.5,3,3,"abl_acc"
"ecoli",2,"OptimalRules",2,2,2,2,2,2,"abl_min_cov"
"ecoli",2,"OPTSTEL",2,2,2,2,2,2,"abl_min_cov"
"ecoli",2,"OptimalRules",3.18,2,2,4,4,4,"abl_max_cov"
"ecoli",2,"OPTSTEL",3.18,2,2,4,4,4,"abl_max_cov"
"ecoli",2,"OptimalRules",3.18,2,2,4,4,4,"abl_overlap"
"ecoli",2,"OPTSTEL",3.18,2,2,4,4,4,"abl_overlap"
"ecoli",2,"OptimalRules",3,2,2,3,4,4,"abl_preselect"
"ecoli",2,"OPTSTEL",2.9,2,2,2.5,4,4,"abl_preselect"
"ecoli",3,"OptimalRules",3.42,2,3,3,4,5,"no_abl"
"ecoli",3,"OPTSTEL",3.45,2,3,3,4,5,"no_abl"
"ecoli",3,"OptimalRules",3.67,3,3,3.5,4,5,"abl_conf"
"ecoli",3,"OPTSTEL",3.67,3,3,3,4,5,"abl_conf"
"ecoli",3,"OptimalRules",3.25,2,3,3,3.25,5,"abl_supp"
"ecoli",3,"OPTSTEL",3.3,2,3,3,3.75,5,"abl_supp"
"ecoli",3,"OptimalRules",3.42,2,3,3,4,5,"abl_length"
"ecoli",3,"OPTSTEL",3.45,2,3,3,4,5,"abl_length"
"ecoli",3,"OptimalRules",3.42,2,3,3,4,5,"abl_mod"
