"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"Iris",1,100,713,122,5,4,"no_abl"
"Iris",1,100,713,122,5,5,"abl_conf"
"Iris",1,100,713,122,5,4,"abl_supp"
"Iris",1,100,713,122,5,4,"abl_length"
"Iris",1,100,713,122,5,5,"abl_mod"
"Iris",1,100,713,122,3,2,"abl_acc"
"Iris",1,100,713,122,1,1,"abl_min_cov"
"Iris",1,100,713,122,5,4,"abl_max_cov"
"Iris",1,100,713,122,5,4,"abl_overlap"
"Iris",1,100,713,382,5,4,"abl_preselect"
"Iris",2,100,572,106,3,2,"no_abl"
"Iris",2,100,572,106,3,2,"abl_conf"
"Iris",2,100,572,106,3,2,"abl_supp"
"Iris",2,100,572,106,3,2,"abl_length"
"Iris",2,100,572,106,3,2,"abl_mod"
"Iris",2,100,572,106,3,2,"abl_acc"
"Iris",2,100,572,106,1,1,"abl_min_cov"
"Iris",2,100,572,106,3,2,"abl_max_cov"
"Iris",2,100,572,106,3,2,"abl_overlap"
"Iris",2,100,572,296,3,2,"abl_preselect"
"Iris",3,100,750,136,4,3,"no_abl"
"Iris",3,100,750,136,4,3,"abl_conf"
"Iris",3,100,750,136,4,3,"abl_supp"
"Iris",3,100,750,136,4,4,"abl_length"
"Iris",3,100,750,136,4,3,"abl_mod"
"Iris",3,100,750,136,3,3,"abl_acc"
"Iris",3,100,750,136,1,1,"abl_min_cov"
"Iris",3,100,750,136,4,3,"abl_max_cov"
"Iris",3,100,750,136,4,3,"abl_overlap"
"Iris",3,100,750,451,4,3,"abl_preselect"
"Iris",4,100,778,140,5,5,"no_abl"
"Iris",4,100,778,140,5,4,"abl_conf"
"Iris",4,100,778,140,5,4,"abl_supp"
"Iris",4,100,778,140,5,4,"abl_length"
"Iris",4,100,778,140,5,4,"abl_mod"
"Iris",4,100,778,140,3,2,"abl_acc"
"Iris",4,100,778,140,1,1,"abl_min_cov"
"Iris",4,100,778,140,5,5,"abl_max_cov"
"Iris",4,100,778,140,5,5,"abl_overlap"
"Iris",4,100,778,446,5,4,"abl_preselect"
"Iris",5,100,703,129,3,3,"no_abl"
"Iris",5,100,703,129,3,2,"abl_conf"
"Iris",5,100,703,129,3,3,"abl_supp"
"Iris",5,100,703,129,3,3,"abl_length"
"Iris",5,100,703,129,3,3,"abl_mod"
"Iris",5,100,703,129,3,2,"abl_acc"
"Iris",5,100,703,129,1,1,"abl_min_cov"
"Iris",5,100,703,129,3,3,"abl_max_cov"
"Iris",5,100,703,129,3,3,"abl_overlap"
"Iris",5,100,703,417,3,3,"abl_preselect"
"Iris",6,100,753,143,3,3,"no_abl"
"Iris",6,100,753,143,3,3,"abl_conf"
"Iris",6,100,753,143,3,3,"abl_supp"
"Iris",6,100,753,143,3,3,"abl_length"
"Iris",6,100,753,143,3,3,"abl_mod"
"Iris",6,100,753,143,3,3,"abl_acc"
"Iris",6,100,753,143,1,1,"abl_min_cov"
"Iris",6,100,753,143,3,3,"abl_max_cov"
"Iris",6,100,753,143,3,3,"abl_overlap"
"Iris",6,100,753,417,3,3,"abl_preselect"
"Iris",7,100,671,116,3,3,"no_abl"
"Iris",7,100,671,116,3,3,"abl_conf"
"Iris",7,100,671,116,3,3,"abl_supp"
"Iris",7,100,671,116,3,3,"abl_length"
"Iris",7,100,671,116,3,3,"abl_mod"
"Iris",7,100,671,116,3,2,"abl_acc"
"Iris",7,100,671,116,1,1,"abl_min_cov"
"Iris",7,100,671,116,3,3,"abl_max_cov"
"Iris",7,100,671,116,3,3,"abl_overlap"
"Iris",7,100,671,342,3,3,"abl_preselect"
"Iris",8,100,786,135,4,4,"no_abl"
"Iris",8,100,786,135,4,4,"abl_conf"
"Iris",8,100,786,135,4,3,"abl_supp"
"Iris",8,100,786,135,4,4,"abl_length"
"Iris",8,100,786,135,4,4,"abl_mod"
"Iris",8,100,786,135,3,2,"abl_acc"
"Iris",8,100,786,135,1,1,"abl_min_cov"
"Iris",8,100,786,135,4,4,"abl_max_cov"
"Iris",8,100,786,135,4,4,"abl_overlap"
"Iris",8,100,786,450,4,4,"abl_preselect"
"Iris",9,100,806,151,5,4,"no_abl"
"Iris",9,100,806,151,5,4,"abl_conf"
"Iris",9,100,806,151,5,4,"abl_supp"
"Iris",9,100,806,151,5,4,"abl_length"
"Iris",9,100,806,151,5,4,"abl_mod"
"Iris",9,100,806,151,3,3,"abl_acc"
"Iris",9,100,806,151,1,1,"abl_min_cov"
"Iris",9,100,806,151,5,4,"abl_max_cov"
"Iris",9,100,806,151,5,4,"abl_overlap"
"Iris",9,100,806,445,5,4,"abl_preselect"
"Iris",10,100,707,116,3,3,"no_abl"
"Iris",10,100,707,116,3,3,"abl_conf"
"Iris",10,100,707,116,3,3,"abl_supp"
"Iris",10,100,707,116,3,3,"abl_length"
"Iris",10,100,707,116,3,3,"abl_mod"
"Iris",10,100,707,116,3,3,"abl_acc"
"Iris",10,100,707,116,1,1,"abl_min_cov"
"Iris",10,100,707,116,3,3,"abl_max_cov"
"Iris",10,100,707,116,3,3,"abl_overlap"
"Iris",10,100,707,364,3,3,"abl_preselect"
