"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"BCo",1,0.9466,5.5086,12.4743,21.244,53.8526,"no_abl"
"BCo",1,0.9466,5.5086,12.4743,17.301,49.7734,"abl_conf"
"BCo",1,0.9466,5.5086,12.4743,9.541,41.6446,"abl_supp"
"BCo",1,0.9466,5.5086,12.4743,12.038,44.1659,"abl_length"
"BCo",1,0.9466,5.5086,12.4743,12.376,44.0839,"abl_mod"
"BCo",1,0.9466,5.5086,12.4743,10.175,42.3992,"abl_acc"
"BCo",1,0.9466,5.5086,12.4743,1.094,32.9125,"abl_min_cov"
"BCo",1,0.9466,5.5086,12.4743,40.046,71.9282,"abl_max_cov"
"BCo",1,0.9466,5.5086,12.4743,1.33,32.9912,"abl_overlap"
"BCo",1,0.9466,1.6118,35.3392,5.008,94.1425,"abl_preselect"
"BCo",2,0.96,5.5074,13.1389,19.097,53.7327,"no_abl"
"BCo",2,0.96,5.5074,13.1389,14.732,49.1905,"abl_conf"
"BCo",2,0.96,5.5074,13.1389,16.032,51.0171,"abl_supp"
"BCo",2,0.96,5.5074,13.1389,19.465,54.0253,"abl_length"
"BCo",2,0.96,5.5074,13.1389,16.564,51.0963,"abl_mod"
"BCo",2,0.96,5.5074,13.1389,12.211,46.761,"abl_acc"
"BCo",2,0.96,5.5074,13.1389,1.341,35.8331,"abl_min_cov"
"BCo",2,0.96,5.5074,13.1389,148.258,182.3571,"abl_max_cov"
"BCo",2,0.96,5.5074,13.1389,2.977,37.4239,"abl_overlap"
"BCo",2,0.96,1.6482,36.9414,10.944,103.2639,"abl_preselect"
"BCo",3,0.905,5.2791,12.9134,3.403,35.6268,"no_abl"
"BCo",3,0.905,5.2791,12.9134,16.596,49.2054,"abl_conf"
"BCo",3,0.905,5.2791,12.9134,6.027,38.903,"abl_supp"
"BCo",3,0.905,5.2791,12.9134,19.055,51.5477,"abl_length"
"BCo",3,0.905,5.2791,12.9134,3.671,36.7164,"abl_mod"
"BCo",3,0.905,5.2791,12.9134,7.579,40.0193,"abl_acc"
"BCo",3,0.905,5.2791,12.9134,0.742,33.2823,"abl_min_cov"
"BCo",3,0.905,5.2791,12.9134,12.045,44.3488,"abl_max_cov"
"BCo",3,0.905,5.2791,12.9134,1.834,34.44,"abl_overlap"
"BCo",3,0.905,1.5675,35.1598,22.165,110.445,"abl_preselect"
"BCo",4,1.0381,5.8758,14.0995,48.045,84.8313,"no_abl"
"BCo",4,1.0381,5.8758,14.0995,40.26,77.5172,"abl_conf"
"BCo",4,1.0381,5.8758,14.0995,28.635,65.7195,"abl_supp"
"BCo",4,1.0381,5.8758,14.0995,24.787,61.9927,"abl_length"
"BCo",4,1.0381,5.8758,14.0995,27.898,65.2195,"abl_mod"
"BCo",4,1.0381,5.8758,14.0995,3.659,40.7133,"abl_acc"
"BCo",4,1.0381,5.8758,14.0995,1.407,38.0328,"abl_min_cov"
"BCo",4,1.0381,5.8758,14.0995,146.691,182.9877,"abl_max_cov"
"BCo",4,1.0381,5.8758,14.0995,1.347,38.3075,"abl_overlap"
"BCo",4,1.0381,1.7802,38.9045,75.836,174.117,"abl_preselect"
"BCo",5,1.0594,6.0658,15.1507,3.141,41.7429,"no_abl"
"BCo",5,1.0594,6.0658,15.1507,2.763,41.3582,"abl_conf"
"BCo",5,1.0594,6.0658,15.1507,3.306,42.5208,"abl_supp"
"BCo",5,1.0594,6.0658,15.1507,10.267,49.0246,"abl_length"
"BCo",5,1.0594,6.0658,15.1507,6.574,45.7016,"abl_mod"
"BCo",5,1.0594,6.0658,15.1507,3.789,42.6046,"abl_acc"
"BCo",5,1.0594,6.0658,15.1507,0.686,39.3072,"abl_min_cov"
"BCo",5,1.0594,6.0658,15.1507,5.187,44.0643,"abl_max_cov"
"BCo",5,1.0594,6.0658,15.1507,4.259,43.7368,"abl_overlap"
"BCo",5,1.0594,1.8026,40.092,8.452,108.6862,"abl_preselect"
"BCo",6,0.9961,5.9546,14.2865,31.959,69.3695,"no_abl"
"BCo",6,0.9961,5.9546,14.2865,87.034,124.7427,"abl_conf"
"BCo",6,0.9961,5.9546,14.2865,22.225,59.6437,"abl_supp"
"BCo",6,0.9961,5.9546,14.2865,45.576,83.2115,"abl_length"
"BCo",6,0.9961,5.9546,14.2865,47.509,84.8063,"abl_mod"
"BCo",6,0.9961,5.9546,14.2865,3.091,40.4616,"abl_acc"
"BCo",6,0.9961,5.9546,14.2865,0.899,38.4852,"abl_min_cov"
"BCo",6,0.9961,5.9546,14.2865,105.264,143.2022,"abl_max_cov"
"BCo",6,0.9961,5.9546,14.2865,8.01,45.7803,"abl_overlap"
"BCo",6,0.9961,1.765,38.3121,11.986,109.3761,"abl_preselect"
"BCo",7,0.9706,5.2633,11.9709,39.074,70.1263,"no_abl"
"BCo",7,0.9706,5.2633,11.9709,31.758,63.0009,"abl_conf"
"BCo",7,0.9706,5.2633,11.9709,23.714,55.0345,"abl_supp"
"BCo",7,0.9706,5.2633,11.9709,44.489,75.7204,"abl_length"
"BCo",7,0.9706,5.2633,11.9709,50.519,81.6532,"abl_mod"
"BCo",7,0.9706,5.2633,11.9709,38.453,69.6298,"abl_acc"
"BCo",7,0.9706,5.2633,11.9709,1.09,32.2476,"abl_min_cov"
"BCo",7,0.9706,5.2633,11.9709,82.219,113.3896,"abl_max_cov"
"BCo",7,0.9706,5.2633,11.9709,3.348,34.5366,"abl_overlap"
"BCo",7,0.9706,1.6618,36.0699,17.109,109.5003,"abl_preselect"
"BCo",8,1.1078,5.959,14.082,45.23,81.1024,"no_abl"
"BCo",8,1.1078,5.959,14.082,38.097,74.7696,"abl_conf"
"BCo",8,1.1078,5.959,14.082,23.645,60.2991,"abl_supp"
"BCo",8,1.1078,5.959,14.082,26.7,62.8699,"abl_length"
"BCo",8,1.1078,5.959,14.082,32.174,68.9211,"abl_mod"
"BCo",8,1.1078,5.959,14.082,4.031,40.8287,"abl_acc"
"BCo",8,1.1078,5.959,14.082,0.832,36.6435,"abl_min_cov"
"BCo",8,1.1078,5.959,14.082,145.776,181.7345,"abl_max_cov"
"BCo",8,1.1078,5.959,14.082,22.572,58.5667,"abl_overlap"
"BCo",8,1.1078,1.9064,40.5099,115.651,218.2019,"abl_preselect"
"BCo",9,0.9559,5.5096,13.1042,21.683,55.6405,"no_abl"
"BCo",9,0.9559,5.5096,13.1042,16.511,50.4453,"abl_conf"
"BCo",9,0.9559,5.5096,13.1042,23.827,58.2051,"abl_supp"
"BCo",9,0.9559,5.5096,13.1042,17.067,51.5026,"abl_length"
"BCo",9,0.9559,5.5096,13.1042,13.328,47.356,"abl_mod"
"BCo",9,0.9559,5.5096,13.1042,17.788,52.2616,"abl_acc"
"BCo",9,0.9559,5.5096,13.1042,1.34,35.4253,"abl_min_cov"
"BCo",9,0.9559,5.5096,13.1042,69.397,103.5663,"abl_max_cov"
"BCo",9,0.9559,5.5096,13.1042,8.41,42.8554,"abl_overlap"
"BCo",9,0.9559,1.6353,35.744,12.281,103.6839,"abl_preselect"
"BCo",10,0.9928,5.712,14.0173,25.187,60.6061,"no_abl"
"BCo",10,0.9928,5.712,14.0173,33.865,69.5113,"abl_conf"
"BCo",10,0.9928,5.712,14.0173,24.256,60.1401,"abl_supp"
"BCo",10,0.9928,5.712,14.0173,34.093,70.0088,"abl_length"
"BCo",10,0.9928,5.712,14.0173,29.722,65.8093,"abl_mod"
"BCo",10,0.9928,5.712,14.0173,36.648,72.547,"abl_acc"
"BCo",10,0.9928,5.712,14.0173,1.167,36.9148,"abl_min_cov"
"BCo",10,0.9928,5.712,14.0173,89.83,125.3585,"abl_max_cov"
"BCo",10,0.9928,5.712,14.0173,1.55,37.6651,"abl_overlap"
"BCo",10,0.9928,1.7332,38.4138,6.977,103.0994,"abl_preselect"
