"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect","abl_model"
"banknote",1,"train","all","OptimalRules",0.989583333333333,0.988882269453838,0.990144754409388,0.989473638042272,0.990332975295381,0.989677476519582,0.99082193573719,0.990220143073739,0.96551724137931,0.96875,0.964285714285714,0.965352449223417,"no_abl"
"banknote",1,"train","covered","OptimalRules",0.990394877267876,0.989583044230431,0.990945608712996,0.990234711991746,0.99009900990099,0.989212298422825,0.99068569848621,0.989917389391383,1,1,1,1,"no_abl"
"banknote",1,"train","notcovered","OptimalRules",0.956521739130435,0.956521739130435,0.5,0.977777777777778,1,1,1,1,0,0,0,NA,"no_abl"
"banknote",1,"test","all","OptimalRules",0.995145631067961,0.994565217391304,0.995652173913044,0.995084353449304,0.99501246882793,0.994413407821229,0.995535714285714,0.994948858769587,1,1,1,1,"no_abl"
"banknote",1,"test","covered","OptimalRules",0.995,0.994186046511628,0.995652173913044,0.994892617278276,0.994871794871795,0.994047619047619,0.995535714285714,0.994763835557584,1,1,1,1,"no_abl"
"banknote",1,"test","notcovered","OptimalRules",1,1,1,1,1,1,1,1,1,1,1,1,"no_abl"
"banknote",1,"train","all","OPTSTEL",0.989583333333333,0.988882269453838,0.990144754409388,0.989473638042272,0.990332975295381,0.989677476519582,0.99082193573719,0.990220143073739,0.96551724137931,0.96875,0.964285714285714,0.965352449223417,"no_abl"
"banknote",1,"train","covered","OPTSTEL",0.990394877267876,0.989583044230431,0.990945608712996,0.990234711991746,0.99009900990099,0.989212298422825,0.99068569848621,0.989917389391383,1,1,1,1,"no_abl"
"banknote",1,"train","notcovered","OPTSTEL",0.956521739130435,0.956521739130435,0.5,0.977777777777778,1,1,1,1,0,0,0,NA,"no_abl"
"banknote",1,"test","all","OPTSTEL",0.995145631067961,0.994565217391304,0.995652173913044,0.995084353449304,0.99501246882793,0.994413407821229,0.995535714285714,0.994948858769587,1,1,1,1,"no_abl"
"banknote",1,"test","covered","OPTSTEL",0.995,0.994186046511628,0.995652173913044,0.994892617278276,0.994871794871795,0.994047619047619,0.995535714285714,0.994763835557584,1,1,1,1,"no_abl"
"banknote",1,"test","notcovered","OPTSTEL",1,1,1,1,1,1,1,1,1,1,1,1,"no_abl"
"banknote",1,"train","all","OptimalRules",0.989583333333333,0.988882269453838,0.990144754409388,0.989473638042272,0.990332975295381,0.989677476519582,0.99082193573719,0.990220143073739,0.96551724137931,0.96875,0.964285714285714,0.965352449223417,"abl_conf"
"banknote",1,"train","covered","OptimalRules",0.990394877267876,0.989583044230431,0.990945608712996,0.990234711991746,0.99009900990099,0.989212298422825,0.99068569848621,0.989917389391383,1,1,1,1,"abl_conf"
"banknote",1,"train","notcovered","OptimalRules",0.956521739130435,0.956521739130435,0.5,0.977777777777778,1,1,1,1,0,0,0,NA,"abl_conf"
"banknote",1,"test","all","OptimalRules",0.995145631067961,0.994565217391304,0.995652173913044,0.995084353449304,0.99501246882793,0.994413407821229,0.995535714285714,0.994948858769587,1,1,1,1,"abl_conf"
"banknote",1,"test","covered","OptimalRules",0.995,0.994186046511628,0.995652173913044,0.994892617278276,0.994871794871795,0.994047619047619,0.995535714285714,0.994763835557584,1,1,1,1,"abl_conf"
"banknote",1,"test","notcovered","OptimalRules",1,1,1,1,1,1,1,1,1,1,1,1,"abl_conf"
"banknote",1,"train","all","OPTSTEL",0.989583333333333,0.988882269453838,0.990144754409388,0.989473638042272,0.990332975295381,0.989677476519582,0.99082193573719,0.990220143073739,0.96551724137931,0.96875,0.964285714285714,0.965352449223417,"abl_conf"
"banknote",1,"train","covered","OPTSTEL",0.990394877267876,0.989583044230431,0.990945608712996,0.990234711991746,0.99009900990099,0.989212298422825,0.99068569848621,0.989917389391383,1,1,1,1,"abl_conf"
"banknote",1,"train","notcovered","OPTSTEL",0.956521739130435,0.956521739130435,0.5,0.977777777777778,1,1,1,1,0,0,0,NA,"abl_conf"
"banknote",1,"test","all","OPTSTEL",0.995145631067961,0.994565217391304,0.995652173913044,0.995084353449304,0.99501246882793,0.994413407821229,0.995535714285714,0.994948858769587,1,1,1,1,"abl_conf"
"banknote",1,"test","covered","OPTSTEL",0.995,0.994186046511628,0.995652173913044,0.994892617278276,0.994871794871795,0.994047619047619,0.995535714285714,0.994763835557584,1,1,1,1,"abl_conf"
"banknote",1,"test","notcovered","OPTSTEL",1,1,1,1,1,1,1,1,1,1,1,1,"abl_conf"
"banknote",1,"train","all","OptimalRules",0.989583333333333,0.988882269453838,0.990144754409388,0.989473638042272,0.990332975295381,0.989677476519582,0.99082193573719,0.990220143073739,0.96551724137931,0.96875,0.964285714285714,0.965352449223417,"abl_supp"
"banknote",1,"train","covered","OptimalRules",0.990394877267876,0.989583044230431,0.990945608712996,0.990234711991746,0.99009900990099,0.989212298422825,0.99068569848621,0.989917389391383,1,1,1,1,"abl_supp"
"banknote",1,"train","notcovered","OptimalRules",0.956521739130435,0.956521739130435,0.5,0.977777777777778,1,1,1,1,0,0,0,NA,"abl_supp"
"banknote",1,"test","all","OptimalRules",0.995145631067961,0.994565217391304,0.995652173913044,0.995084353449304,0.99501246882793,0.994413407821229,0.995535714285714,0.994948858769587,1,1,1,1,"abl_supp"
"banknote",1,"test","covered","OptimalRules",0.995,0.994186046511628,0.995652173913044,0.994892617278276,0.994871794871795,0.994047619047619,0.995535714285714,0.994763835557584,1,1,1,1,"abl_supp"
"banknote",1,"test","notcovered","OptimalRules",1,1,1,1,1,1,1,1,1,1,1,1,"abl_supp"
"banknote",1,"train","all","OPTSTEL",0.989583333333333,0.988882269453838,0.990144754409388,0.989473638042272,0.990332975295381,0.989677476519582,0.99082193573719,0.990220143073739,0.96551724137931,0.96875,0.964285714285714,0.965352449223417,"abl_supp"
"banknote",1,"train","covered","OPTSTEL",0.990394877267876,0.989583044230431,0.990945608712996,0.990234711991746,0.99009900990099,0.989212298422825,0.99068569848621,0.989917389391383,1,1,1,1,"abl_supp"
"banknote",1,"train","notcovered","OPTSTEL",0.956521739130435,0.956521739130435,0.5,0.977777777777778,1,1,1,1,0,0,0,NA,"abl_supp"
"banknote",1,"test","all","OPTSTEL",0.995145631067961,0.994565217391304,0.995652173913044,0.995084353449304,0.99501246882793,0.994413407821229,0.995535714285714,0.994948858769587,1,1,1,1,"abl_supp"
"banknote",1,"test","covered","OPTSTEL",0.995,0.994186046511628,0.995652173913044,0.994892617278276,0.994871794871795,0.994047619047619,0.995535714285714,0.994763835557584,1,1,1,1,"abl_supp"
"banknote",1,"test","notcovered","OPTSTEL",1,1,1,1,1,1,1,1,1,1,1,1,"abl_supp"
"banknote",1,"train","all","OptimalRules",0.989583333333333,0.988882269453838,0.990144754409388,0.989473638042272,0.990332975295381,0.989677476519582,0.99082193573719,0.990220143073739,0.96551724137931,0.96875,0.964285714285714,0.965352449223417,"abl_length"
"banknote",1,"train","covered","OptimalRules",0.990394877267876,0.989583044230431,0.990945608712996,0.990234711991746,0.99009900990099,0.989212298422825,0.99068569848621,0.989917389391383,1,1,1,1,"abl_length"
"banknote",1,"train","notcovered","OptimalRules",0.956521739130435,0.956521739130435,0.5,0.977777777777778,1,1,1,1,0,0,0,NA,"abl_length"
"banknote",1,"test","all","OptimalRules",0.995145631067961,0.994565217391304,0.995652173913044,0.995084353449304,0.99501246882793,0.994413407821229,0.995535714285714,0.994948858769587,1,1,1,1,"abl_length"
