"data","iter","extract_rules","preselect_rules","prepare_opt_input","run_opt","buildandrun_opt","abl_model"
"banknote",1,1.6761,10.0025,11.4549,0.346,30.4767,"no_abl"
"banknote",1,1.6761,10.0025,11.4549,0.491,30.3456,"abl_conf"
"banknote",1,1.6761,10.0025,11.4549,0.337,29.9652,"abl_supp"
"banknote",1,1.6761,10.0025,11.4549,0.337,30.2586,"abl_length"
"banknote",1,1.6761,10.0025,11.4549,0.33,30.406,"abl_mod"
"banknote",1,1.6761,10.0025,11.4549,0.261,30.2971,"abl_acc"
"banknote",1,1.6761,10.0025,11.4549,1.167,31.327,"abl_min_cov"
"banknote",1,1.6761,10.0025,11.4549,0.35,30.6474,"abl_max_cov"
"banknote",1,1.6761,10.0025,11.4549,0.346,30.6083,"abl_overlap"
"banknote",1,1.6761,1.458,61.7273,0.874,165.8923,"abl_preselect"
"banknote",2,1.5706,9.8235,12.1253,0.816,32.1366,"no_abl"
"banknote",2,1.5706,9.8235,12.1253,1.162,33.0876,"abl_conf"
"banknote",2,1.5706,9.8235,12.1253,0.923,32.6651,"abl_supp"
"banknote",2,1.5706,9.8235,12.1253,0.837,32.1113,"abl_length"
"banknote",2,1.5706,9.8235,12.1253,1.08,33.1936,"abl_mod"
"banknote",2,1.5706,9.8235,12.1253,0.245,31.7106,"abl_acc"
"banknote",2,1.5706,9.8235,12.1253,1.755,33.4469,"abl_min_cov"
"banknote",2,1.5706,9.8235,12.1253,1.013,32.5859,"abl_max_cov"
"banknote",2,1.5706,9.8235,12.1253,0.894,32.3248,"abl_overlap"
"banknote",2,1.5706,1.3797,57.7263,2.711,159.3469,"abl_preselect"
"banknote",3,1.3729,7.6613,10.9831,0.961,29.5049,"no_abl"
"banknote",3,1.3729,7.6613,10.9831,0.862,28.9961,"abl_conf"
"banknote",3,1.3729,7.6613,10.9831,0.932,29.6589,"abl_supp"
"banknote",3,1.3729,7.6613,10.9831,0.586,29.0675,"abl_length"
"banknote",3,1.3729,7.6613,10.9831,0.662,29.1045,"abl_mod"
"banknote",3,1.3729,7.6613,10.9831,0.999,29.0259,"abl_acc"
"banknote",3,1.3729,7.6613,10.9831,0.667,28.8939,"abl_min_cov"
"banknote",3,1.3729,7.6613,10.9831,0.863,29.0128,"abl_max_cov"
"banknote",3,1.3729,7.6613,10.9831,1.022,29.2598,"abl_overlap"
"banknote",3,1.3729,1.0776,46.0295,3.068,129.8058,"abl_preselect"
"banknote",4,1.4897,9.5863,11.442,0.605,30.601,"no_abl"
"banknote",4,1.4897,9.5863,11.442,0.666,30.8937,"abl_conf"
"banknote",4,1.4897,9.5863,11.442,0.871,31.6447,"abl_supp"
"banknote",4,1.4897,9.5863,11.442,0.673,30.5018,"abl_length"
"banknote",4,1.4897,9.5863,11.442,0.682,31.04,"abl_mod"
"banknote",4,1.4897,9.5863,11.442,0.709,31.0623,"abl_acc"
"banknote",4,1.4897,9.5863,11.442,1.095,31.2904,"abl_min_cov"
"banknote",4,1.4897,9.5863,11.442,0.644,30.8841,"abl_max_cov"
"banknote",4,1.4897,9.5863,11.442,0.582,30.7438,"abl_overlap"
"banknote",4,1.4897,1.321,57.415,1.601,156.6788,"abl_preselect"
"banknote",5,1.4787,9.5926,11.4109,1.369,31.3098,"no_abl"
"banknote",5,1.4787,9.5926,11.4109,0.656,30.9741,"abl_conf"
"banknote",5,1.4787,9.5926,11.4109,1.136,31.4996,"abl_supp"
