"data","iter","pred_set","pred_sub_set","method","fidelity","fidelity_macroPrecision","fidelity_macroRecall","fidelity_macroF1","fidelity_correct","fidelity_macroPrecision_correct","fidelity_macroRecall_correct","fidelity_macroF1_correct","fidelity_incorrect","fidelity_macroPrecision_incorrect","fidelity_macroRecall_incorrect","fidelity_macroF1_incorrect","abl_model"
"titatnic",1,"train","all","OptimalRules",0.978585334198572,0.970110062893082,0.944616833548131,0.956825388739605,0.990939044481054,0.99462890625,0.972636815920398,0.983233454744516,0.932721712538226,0.805328392537695,0.768181818181818,0.785176779741997,"no_abl"
"titatnic",1,"train","covered","OptimalRules",0.984126984126984,0.990943396226415,0.943127962085308,0.965279558493151,0.990802675585284,0.99462890625,0.969945355191257,0.981806993161719,0.958860759493671,0.978405315614618,0.767857142857143,0.837801555652071,"no_abl"
"titatnic",1,"train","notcovered","OptimalRules",0.689655172413793,0.689655172413793,0.5,0.816326530612245,1,1,1,1,0.181818181818182,0.181818181818182,0.5,0.307692307692308,"no_abl"
"titatnic",1,"test","all","OptimalRules",0.986363636363636,0.980513790240753,0.953975032135776,0.966732194163012,0.994140625,0.996613995485327,0.979166666666667,0.987662947880774,0.959459459459459,0.786013986013986,0.707193515704154,0.73943661971831,"no_abl"
"titatnic",1,"test","covered","OptimalRules",0.989230769230769,0.994027303754266,0.950704225352113,0.971069782228581,0.994059405940594,0.996613995485327,0.976923076923077,0.986490222131067,0.972413793103448,0.986013986013986,0.666666666666667,0.74290780141844,"no_abl"
"titatnic",1,"test","notcovered","OptimalRules",0.8,0.8,0.5,0.888888888888889,1,1,1,1,0.333333333333333,0.333333333333333,0.5,0.5,"no_abl"
"titatnic",1,"train","all","OPTSTEL",0.978585334198572,0.970110062893082,0.944616833548131,0.956825388739605,0.990939044481054,0.99462890625,0.972636815920398,0.983233454744516,0.932721712538226,0.805328392537695,0.768181818181818,0.785176779741997,"no_abl"
"titatnic",1,"train","covered","OPTSTEL",0.984126984126984,0.990943396226415,0.943127962085308,0.965279558493151,0.990802675585284,0.99462890625,0.969945355191257,0.981806993161719,0.958860759493671,0.978405315614618,0.767857142857143,0.837801555652071,"no_abl"
"titatnic",1,"train","notcovered","OPTSTEL",0.689655172413793,0.689655172413793,0.5,0.816326530612245,1,1,1,1,0.181818181818182,0.181818181818182,0.5,0.307692307692308,"no_abl"
"titatnic",1,"test","all","OPTSTEL",0.986363636363636,0.980513790240753,0.953975032135776,0.966732194163012,0.994140625,0.996613995485327,0.979166666666667,0.987662947880774,0.959459459459459,0.786013986013986,0.707193515704154,0.73943661971831,"no_abl"
"titatnic",1,"test","covered","OPTSTEL",0.989230769230769,0.994027303754266,0.950704225352113,0.971069782228581,0.994059405940594,0.996613995485327,0.976923076923077,0.986490222131067,0.972413793103448,0.986013986013986,0.666666666666667,0.74290780141844,"no_abl"
