"data","iter","error_tolerance","coverage_tolerance","coverage_ratio","init_error","covered_error_ratio","overlapping_ratio","optimality","opt_run_time","run_time","init_Rules_nbr","Rules_nbr","abl_model"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1038,"Optimal",0.407,27.5461,761,10,"no_abl"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1179,"Optimal",0.418,27.8779,761,10,"abl_conf"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1038,"Optimal",0.438,27.757,761,10,"abl_supp"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1038,"Optimal",0.64,27.8172,761,10,"abl_length"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1038,"Optimal",0.383,27.7566,761,10,"abl_mod"
"vertebral",1,0.999,0.025,0.977,0.0829,0.1321,0.1179,"Optimal",0.411,27.873,761,9,"abl_acc"
"vertebral",1,0.01,0.999,0.4747,0.0829,0.0097,0,"Optimal",0.206,27.5719,761,1,"abl_min_cov"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1038,"Optimal",0.5,27.979,761,10,"abl_max_cov"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1038,"Optimal",0.475,27.8352,761,10,"abl_overlap"
"vertebral",1,0.01,0.025,0.977,0.0829,0.0896,0.1038,"Optimal",2.049,94.8361,2585,10,"abl_preselect"
"vertebral",2,0.01,0.025,0.977,0.0691,0.0755,0.1226,"Optimal",0.668,25.8189,698,9,"no_abl"
"vertebral",2,0.01,0.025,0.977,0.0691,0.0755,0.1415,"Optimal",0.843,25.9906,698,9,"abl_conf"
"vertebral",2,0.01,0.025,0.977,0.0691,0.0755,0.1179,"Optimal",0.486,25.7144,698,9,"abl_supp"
"vertebral",2,0.01,0.025,0.977,0.0691,0.0755,0.1226,"Optimal",0.56,25.9065,698,9,"abl_length"
"vertebral",2,0.01,0.025,0.977,0.0691,0.0755,0.1226,"Optimal",0.548,25.7201,698,9,"abl_mod"
