"data","iter","RFTree","RFRules","PreSelectedRules","OPTRules","OPTRulesSTEL","abl_model"
"glass",1,100,3466,556,23,17,"no_abl"
"glass",1,100,3466,556,23,17,"abl_conf"
"glass",1,100,3466,556,23,19,"abl_supp"
"glass",1,100,3466,556,23,17,"abl_length"
"glass",1,100,3466,556,23,17,"abl_mod"
"glass",1,100,3466,556,11,10,"abl_acc"
"glass",1,100,3466,556,1,1,"abl_min_cov"
"glass",1,100,3466,556,23,17,"abl_max_cov"
"glass",1,100,3466,556,23,17,"abl_overlap"
"glass",1,100,3466,3415,20,18,"abl_preselect"
"glass",2,100,3443,499,24,19,"no_abl"
"glass",2,100,3443,499,24,19,"abl_conf"
"glass",2,100,3443,499,24,19,"abl_supp"
"glass",2,100,3443,499,24,18,"abl_length"
"glass",2,100,3443,499,24,19,"abl_mod"
"glass",2,100,3443,499,11,11,"abl_acc"
"glass",2,100,3443,499,1,1,"abl_min_cov"
"glass",2,100,3443,499,24,19,"abl_max_cov"
"glass",2,100,3443,499,24,19,"abl_overlap"
"glass",2,100,3443,3377,21,19,"abl_preselect"
"glass",3,100,3500,556,24,17,"no_abl"
"glass",3,100,3500,556,24,17,"abl_conf"
"glass",3,100,3500,556,24,16,"abl_supp"
"glass",3,100,3500,556,24,17,"abl_length"
"glass",3,100,3500,556,24,17,"abl_mod"
"glass",3,100,3500,556,10,10,"abl_acc"
"glass",3,100,3500,556,1,1,"abl_min_cov"
"glass",3,100,3500,556,24,17,"abl_max_cov"
"glass",3,100,3500,556,24,17,"abl_overlap"
"glass",3,100,3500,3462,20,17,"abl_preselect"
"glass",4,100,3493,603,17,16,"no_abl"
"glass",4,100,3493,603,17,16,"abl_conf"
"glass",4,100,3493,603,17,16,"abl_supp"
"glass",4,100,3493,603,17,16,"abl_length"
"glass",4,100,3493,603,17,16,"abl_mod"
"glass",4,100,3493,603,11,10,"abl_acc"
"glass",4,100,3493,603,1,1,"abl_min_cov"
"glass",4,100,3493,603,17,16,"abl_max_cov"
"glass",4,100,3493,603,17,16,"abl_overlap"
"glass",4,100,3493,3449,11,9,"abl_preselect"
"glass",5,100,3526,606,19,18,"no_abl"
"glass",5,100,3526,606,19,18,"abl_conf"
"glass",5,100,3526,606,19,18,"abl_supp"
"glass",5,100,3526,606,19,18,"abl_length"
"glass",5,100,3526,606,19,18,"abl_mod"
"glass",5,100,3526,606,11,9,"abl_acc"
"glass",5,100,3526,606,1,1,"abl_min_cov"
"glass",5,100,3526,606,19,18,"abl_max_cov"
"glass",5,100,3526,606,19,18,"abl_overlap"
"glass",5,100,3526,3460,18,18,"abl_preselect"
"glass",6,100,3614,544,23,20,"no_abl"
"glass",6,100,3614,544,23,19,"abl_conf"
"glass",6,100,3614,544,23,20,"abl_supp"
"glass",6,100,3614,544,23,19,"abl_length"
"glass",6,100,3614,544,23,20,"abl_mod"
"glass",6,100,3614,544,11,11,"abl_acc"
"glass",6,100,3614,544,1,1,"abl_min_cov"
"glass",6,100,3614,544,23,20,"abl_max_cov"
"glass",6,100,3614,544,23,20,"abl_overlap"
"glass",6,100,3614,3570,20,19,"abl_preselect"
"glass",7,100,3362,508,19,17,"no_abl"
"glass",7,100,3362,508,19,17,"abl_conf"
"glass",7,100,3362,508,19,17,"abl_supp"
"glass",7,100,3362,508,19,17,"abl_length"
"glass",7,100,3362,508,19,17,"abl_mod"
"glass",7,100,3362,508,11,10,"abl_acc"
"glass",7,100,3362,508,1,1,"abl_min_cov"
"glass",7,100,3362,508,19,17,"abl_max_cov"
"glass",7,100,3362,508,19,17,"abl_overlap"
"glass",7,100,3362,3297,17,17,"abl_preselect"
"glass",8,100,3471,520,20,20,"no_abl"
"glass",8,100,3471,520,20,20,"abl_conf"
"glass",8,100,3471,520,20,20,"abl_supp"
"glass",8,100,3471,520,20,20,"abl_length"
"glass",8,100,3471,520,20,20,"abl_mod"
"glass",8,100,3471,520,11,9,"abl_acc"
"glass",8,100,3471,520,1,1,"abl_min_cov"
"glass",8,100,3471,520,20,20,"abl_max_cov"
"glass",8,100,3471,520,20,20,"abl_overlap"
"glass",8,100,3471,3413,19,19,"abl_preselect"
"glass",9,100,3516,586,22,19,"no_abl"
"glass",9,100,3516,586,22,19,"abl_conf"
"glass",9,100,3516,586,22,18,"abl_supp"
"glass",9,100,3516,586,22,19,"abl_length"
"glass",9,100,3516,586,22,19,"abl_mod"
"glass",9,100,3516,586,11,11,"abl_acc"
"glass",9,100,3516,586,1,1,"abl_min_cov"
"glass",9,100,3516,586,22,19,"abl_max_cov"
"glass",9,100,3516,586,22,19,"abl_overlap"
"glass",9,100,3516,3469,19,18,"abl_preselect"
"glass",10,100,3662,603,25,21,"no_abl"
"glass",10,100,3662,603,25,21,"abl_conf"
"glass",10,100,3662,603,25,21,"abl_supp"
"glass",10,100,3662,603,25,21,"abl_length"
"glass",10,100,3662,603,25,21,"abl_mod"
"glass",10,100,3662,603,12,12,"abl_acc"
"glass",10,100,3662,603,1,1,"abl_min_cov"
"glass",10,100,3662,603,25,21,"abl_max_cov"
"glass",10,100,3662,603,25,21,"abl_overlap"
"glass",10,100,3662,3621,24,22,"abl_preselect"
